cm,kW/m,kW/m,cm,K,K,K,K,K,K,K,K,K,K,K,K,cm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
z,RHRRPUL,RHRRPUL_rms,r,T_1p0D,T_1p5D,T_2p0D,T_2p5D,T_3p0D,T_3p5D,T_rms_1p0D,T_rms_1p5D,T_rms_2p0D,T_rms_2p5D,T_rms_3p0D,T_rms_3p5D,x,soot_0p5D,soot_1p0D,soot_1p5D,soot_2p5D,soot_3p5D,soot_rms_0p5D,soot_rms_1p0D,soot_rms_1p5D,soot_rms_2p5D,soot_rms_3p5D
 5.0000000E-001, 3.3849143E+000, 8.2182854E-001,-5.0000000E-001, 1.3332073E+003, 1.2844593E+003, 1.1705673E+003, 9.5481299E+002, 8.1223119E+002, 7.0496652E+002, 1.5409300E+002, 2.3921411E+002, 2.7527025E+002, 2.7441534E+002, 2.3269029E+002, 1.7864121E+002,-2.0500000E+001, 1.1881219E-008, 1.4090559E-007, 7.1362706E-007, 3.4868835E-005, 1.3847896E-004, 6.6634769E-009, 3.7238785E-007, 4.8329550E-007, 2.2566677E-005, 1.3689520E-004
 4.6000000E+000, 4.6437211E+000, 1.8689587E+000, 1.5000000E+000, 1.3215662E+003, 1.2874385E+003, 1.1774662E+003, 9.5720541E+002, 8.1815527E+002, 7.0815803E+002, 1.8524420E+002, 2.5304392E+002, 2.9517363E+002, 2.8924317E+002, 2.2681940E+002, 1.7551783E+002,-1.8450000E+001, 6.3094572E-007, 8.3427824E-006, 3.7799983E-005, 9.4487323E-004, 2.3924518E-003, 4.8355245E-007, 2.5686296E-005, 4.3105180E-005, 8.7595466E-004, 2.8996784E-003
 8.7000000E+000, 5.2142920E+000, 2.8552963E+000, 3.5000000E+000, 1.1377042E+003, 1.0483857E+003, 9.5272710E+002, 8.1225685E+002, 7.2221193E+002, 6.4764186E+002, 3.1298889E+002, 3.3437382E+002, 3.2770528E+002, 2.7676486E+002, 2.1569773E+002, 1.7033320E+002,-1.6400000E+001, 6.3094572E-007, 8.3427824E-006, 3.7799983E-005, 9.4487323E-004, 2.3924518E-003, 4.8355245E-007, 2.5686296E-005, 4.3105180E-005, 8.7595466E-004, 2.8996784E-003
 1.2800000E+001, 5.3694220E+000, 3.5627018E+000, 5.5000000E+000, 7.3948548E+002, 7.2859627E+002, 7.1588797E+002, 6.5003163E+002, 6.0086817E+002, 5.6388226E+002, 2.9148596E+002, 3.0039803E+002, 2.7865878E+002, 2.4202884E+002, 1.9659740E+002, 1.5805704E+002,-1.4350000E+001, 2.6863733E-005, 3.3635820E-004, 1.4066767E-003, 1.0250400E-002, 1.6430956E-002, 4.0351335E-005, 1.0536454E-003, 2.6881962E-003, 1.0318223E-002, 1.3744121E-002
 1.6900000E+001, 5.3172709E+000, 3.9538997E+000, 7.5000000E+000, 4.6173274E+002, 5.1677368E+002, 5.3898235E+002, 5.3075258E+002, 5.0422311E+002, 4.8578695E+002, 1.5444312E+002, 2.0072653E+002, 2.0826260E+002, 1.9808732E+002, 1.6462455E+002, 1.3207707E+002,-1.2300000E+001, 2.6863733E-005, 3.3635820E-004, 1.4066767E-003, 1.0250400E-002, 1.6430956E-002, 4.0351335E-005, 1.0536454E-003, 2.6881962E-003, 1.0318223E-002, 1.3744121E-002
 2.1000000E+001, 5.0141945E+000, 4.0717841E+000, 9.5000000E+000, 3.3530497E+002, 3.8387101E+002, 4.1001355E+002, 4.2999190E+002, 4.2754865E+002, 4.1995840E+002, 6.0216314E+001, 1.1431440E+002, 1.2412977E+002, 1.3616624E+002, 1.2097206E+002, 1.0495714E+002,-1.0250000E+001, 4.2417615E-004, 2.9755471E-003, 1.1905508E-002, 3.1531508E-002, 3.7878986E-002, 4.1268846E-004, 4.7497950E-003, 2.0437591E-002, 2.9001555E-002, 2.8699133E-002
 2.5100000E+001, 4.1153900E+000, 3.7439471E+000, 1.1500000E+001, 2.9966958E+002, 3.1580855E+002, 3.3040944E+002, 3.5251290E+002, 3.5807167E+002, 3.5836104E+002, 1.2069504E+001, 4.1365456E+001, 4.9826449E+001, 7.2532913E+001, 6.7382625E+001, 6.1758986E+001,-8.2000000E+000, 7.5733434E-003, 2.0237267E-002, 3.6373287E-002, 5.6729998E-002, 5.8353054E-002, 7.2063345E-003, 2.3026936E-002, 3.6358798E-002, 3.8196958E-002, 3.4856630E-002
 2.9200000E+001, 3.3851017E+000, 3.4908105E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6.1500000E+000, 4.9304644E-002, 6.2855947E-002, 7.6388238E-002, 8.3081429E-002, 7.8093811E-002, 2.7675821E-002, 4.2559304E-002, 5.0164808E-002, 4.3167279E-002, 3.7568597E-002
 3.3300000E+001, 2.6872063E+000, 3.1784676E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4.1000000E+000, 1.4252137E-001, 1.3243117E-001, 1.3018492E-001, 1.1386477E-001, 9.6167311E-002, 5.2633143E-002, 6.2349935E-002, 6.4407158E-002, 4.8475923E-002, 3.7028600E-002
