cm,kW/m,kW/m,cm,K,K,K,K,K,K,K,K,K,K,K,K,cm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
z,RHRRPUL,RHRRPUL_rms,r,T_1p0D,T_1p5D,T_2p0D,T_2p5D,T_3p0D,T_3p5D,T_rms_1p0D,T_rms_1p5D,T_rms_2p0D,T_rms_2p5D,T_rms_3p0D,T_rms_3p5D,x,soot_0p5D,soot_1p0D,soot_1p5D,soot_2p5D,soot_3p5D,soot_rms_0p5D,soot_rms_1p0D,soot_rms_1p5D,soot_rms_2p5D,soot_rms_3p5D
 5.0000000E-001, 2.0959225E+000, 3.0519547E-001,-5.0000000E-001, 1.3290998E+003, 1.3401305E+003, 1.2910172E+003, 1.1806027E+003, 1.0163621E+003, 8.2616490E+002, 1.0723881E+002, 2.3548914E+002, 3.3798286E+002, 4.0488126E+002, 4.0782734E+002, 3.4639992E+002,-2.0500000E+001, 7.9850686E-016, 3.7732779E-013, 4.0334159E-011, 2.3495417E-007, 1.5105306E-004, 4.1555171E-016, 1.0824216E-012, 1.2742310E-010, 8.1507221E-007, 1.0467196E-003
 1.5000000E+000, 5.0357231E+000, 6.1999423E-001, 5.0000000E-001, 1.3350151E+003, 1.3571220E+003, 1.2581455E+003, 1.1515587E+003, 9.9759563E+002, 8.2013867E+002, 1.2585412E+002, 2.3189989E+002, 3.5403645E+002, 3.9832761E+002, 4.0259212E+002, 3.4572381E+002,-1.9500000E+001, 4.5643900E-014, 3.4807075E-011, 2.3103022E-009, 1.5132093E-005, 1.0511263E-003, 2.9793799E-014, 1.2577738E-010, 7.5081529E-009, 6.2203343E-005, 5.0395336E-003
 2.5000000E+000, 7.3144093E+000, 9.6602925E-001, 1.5000000E+000, 1.3457857E+003, 1.2763197E+003, 1.1822763E+003, 1.0718232E+003, 9.4120589E+002, 7.8643742E+002, 2.2602083E+002, 3.2867823E+002, 3.9698011E+002, 4.1092415E+002, 4.0056245E+002, 3.3728101E+002,-1.8500000E+001, 4.5643900E-014, 3.4807075E-011, 2.3103022E-009, 1.5132093E-005, 1.0511263E-003, 2.9793799E-014, 1.2577738E-010, 7.5081529E-009, 6.2203343E-005, 5.0395336E-003
 3.5000000E+000, 7.6321101E+000, 1.1819161E+000, 2.5000000E+000, 1.1942092E+003, 1.1347537E+003, 1.0710236E+003, 9.7190073E+002, 8.5794638E+002, 7.4611602E+002, 3.8574516E+002, 4.2216648E+002, 4.4684019E+002, 4.2331331E+002, 3.9126569E+002, 3.3279704E+002,-1.7500000E+001, 2.4689357E-012, 3.6463370E-009, 1.8540045E-007, 3.9422802E-004, 3.3992853E-003, 1.3686374E-012, 1.7299264E-008, 7.5575039E-007, 1.7243139E-003, 1.0316793E-002
 4.5000000E+000, 7.2367931E+000, 1.2934805E+000, 3.5000000E+000, 9.4697791E+002, 9.4540522E+002, 9.3285324E+002, 8.6082158E+002, 7.6433389E+002, 6.9218948E+002, 4.6008762E+002, 4.4714149E+002, 4.5512100E+002, 4.1467818E+002, 3.7207309E+002, 3.0784300E+002,-1.6500000E+001, 2.4689357E-012, 3.6463370E-009, 1.8540045E-007, 3.9422802E-004, 3.3992853E-003, 1.3686374E-012, 1.7299264E-008, 7.5575039E-007, 1.7243139E-003, 1.0316793E-002
 5.5000000E+000, 6.7477529E+000, 1.3967212E+000, 4.5000000E+000, 7.0218211E+002, 7.5955025E+002, 7.7435125E+002, 7.3726676E+002, 6.8258623E+002, 6.3607914E+002, 3.9182538E+002, 4.1051171E+002, 4.1247515E+002, 3.7213781E+002, 3.4303508E+002, 2.8711025E+002,-1.5500000E+001, 9.0080973E-011, 3.6123917E-007, 1.4209699E-005, 3.3538458E-003, 9.8975042E-003, 4.7406281E-011, 2.0018227E-006, 6.5153967E-005, 1.1641855E-002, 1.6915449E-002
 6.5000000E+000, 6.3099968E+000, 1.4874883E+000, 5.5000000E+000, 5.1234846E+002, 5.8967174E+002, 6.2878648E+002, 6.3022250E+002, 6.1251152E+002, 5.8167946E+002, 2.5919800E+002, 3.3958586E+002, 3.3722695E+002, 3.2188633E+002, 3.0440801E+002, 2.5635119E+002,-1.4500000E+001, 9.0080973E-011, 3.6123917E-007, 1.4209699E-005, 3.3538458E-003, 9.8975042E-003, 4.7406281E-011, 2.0018227E-006, 6.5153967E-005, 1.1641855E-002, 1.6915449E-002
 7.5000000E+000, 5.9426484E+000, 1.5898158E+000, 6.5000000E+000, 4.0503855E+002, 4.7368772E+002, 5.2387131E+002, 5.4258362E+002, 5.5209572E+002, 5.2778283E+002, 1.6212944E+002, 2.5846259E+002, 2.7464002E+002, 2.7053693E+002, 2.7063294E+002, 2.2142644E+002,-1.3500000E+001, 2.8584522E-009, 2.5391585E-005, 3.7450305E-004, 1.1281274E-002, 2.2747973E-002, 2.0527304E-009, 1.4524210E-004, 1.5548288E-003, 2.5359780E-002, 2.6312806E-002
 8.5000000E+000, 5.6455746E+000, 1.6916565E+000, 7.5000000E+000, 3.4137751E+002, 3.9933475E+002, 4.5944090E+002, 4.7502414E+002, 4.9739909E+002, 4.8489846E+002, 9.0294173E+001, 1.8406089E+002, 2.3431667E+002, 2.2169668E+002, 2.3637078E+002, 1.9680045E+002,-1.2500000E+001, 2.8584522E-009, 2.5391585E-005, 3.7450305E-004, 1.1281274E-002, 2.2747973E-002, 2.0527304E-009, 1.4524210E-004, 1.5548288E-003, 2.5359780E-002, 2.6312806E-002
 9.5000000E+000, 5.4051026E+000, 1.7914922E+000, 8.5000000E+000, 3.1043726E+002, 3.5070772E+002, 4.0164928E+002, 4.1680987E+002, 4.4367589E+002, 4.4697668E+002, 4.7056261E+001, 1.2831851E+002, 1.9786773E+002, 1.7555253E+002, 1.9278768E+002, 1.6664276E+002,-1.1500000E+001, 3.5859206E-008, 4.7967876E-004, 2.7618592E-003, 2.2887633E-002, 3.6516127E-002, 8.5922179E-008, 4.2338361E-003, 1.2000412E-002, 3.8679003E-002, 3.6346013E-002
 1.0500000E+001, 5.2183548E+000, 1.8963008E+000, 9.5000000E+000, 2.9909982E+002, 3.1962593E+002, 3.5895964E+002, 3.7348869E+002, 4.0278927E+002, 4.0962188E+002, 2.4417261E+001, 9.0593205E+001, 1.6856138E+002, 1.3975175E+002, 1.6311885E+002, 1.3793289E+002,-1.0500000E+001, 1.3012538E-006, 2.1427618E-003, 8.8173810E-003, 3.9387995E-002, 4.8424835E-002, 6.2020174E-006, 1.2176918E-002, 2.4339281E-002, 5.4182525E-002, 4.3859553E-002
 1.1500000E+001, 5.0762548E+000, 2.0259864E+000, 1.0500000E+001, 2.9567137E+002, 3.0524564E+002, 3.3279856E+002, 3.4586655E+002, 3.7084721E+002, 3.7897048E+002, 9.7978874E+000, 7.0847375E+001, 1.2209023E+002, 1.2022804E+002, 1.3924171E+002, 1.1599623E+002,-9.5000000E+000, 5.5493735E-005, 6.7777653E-003, 1.9182842E-002, 5.4756654E-002, 5.9076301E-002, 3.2588892E-004, 2.1260000E-002, 3.8676864E-002, 6.1953302E-002, 4.8547690E-002
 1.2500000E+001, 4.9688767E+000, 2.1743840E+000, 1.1500000E+001, 2.9467333E+002, 2.9945841E+002, 3.1605584E+002, 3.2490815E+002, 3.4092605E+002, 3.5381235E+002, 1.9798072E+000, 4.6758349E+001, 7.9175861E+001, 9.1244520E+001, 1.0116923E+002, 9.1273742E+001,-8.5000000E+000, 1.0011439E-003, 1.4900000E-002, 3.2486446E-002, 6.9639211E-002, 6.9060745E-002, 4.4870933E-003, 3.2084695E-002, 5.1005402E-002, 6.6636997E-002, 5.3110101E-002
 1.3500000E+001, 4.8915663E+000, 2.3578565E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-7.5000000E+000, 7.4444667E-003, 2.7758605E-002, 5.0378087E-002, 8.5128498E-002, 7.9651202E-002, 1.6753356E-002, 4.1816369E-002, 5.9633283E-002, 7.0158915E-002, 5.5859568E-002
 1.4500000E+001, 4.8470219E+000, 2.5712473E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6.5000000E+000, 2.6662402E-002, 4.8488701E-002, 7.5723112E-002, 1.0472940E-001, 9.2520640E-002, 3.2687747E-002, 5.0528515E-002, 6.8496957E-002, 7.9349283E-002, 5.8881300E-002
 1.5500000E+001, 4.8311841E+000, 2.8086335E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-5.5000000E+000, 5.8883675E-002, 7.9446507E-002, 1.0814428E-001, 1.2997870E-001, 1.0520450E-001, 4.5114831E-002, 6.2492911E-002, 8.8538457E-002, 9.6539571E-002, 6.1246029E-002
 1.6500000E+001, 4.8402052E+000, 3.0646400E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4.5000000E+000, 1.1125430E-001, 1.2603799E-001, 1.5319709E-001, 1.5942496E-001, 1.1697333E-001, 5.7907926E-002, 8.3246195E-002, 1.1619812E-001, 1.1828348E-001, 6.2780489E-002
 1.7500000E+001, 4.8627037E+000, 3.3058938E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.5000000E+000, 2.3305040E-001, 2.0594959E-001, 2.1970791E-001, 1.9061032E-001, 1.2782971E-001, 1.0778714E-001, 1.2607459E-001, 1.5124804E-001, 1.3029534E-001, 6.6703772E-002
 1.8500000E+001, 4.8973509E+000, 3.5207699E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.5000000E+000, 4.3681617E-001, 3.4851109E-001, 3.0994646E-001, 2.2701856E-001, 1.3959408E-001, 1.0143863E-001, 1.6218581E-001, 1.7586357E-001, 1.3858291E-001, 6.9443817E-002
