XO2                    ,eta
0.21007194,1.023904134
0.21007194,1.023200253
0.21007194,1.022344754
0.21007194,1.021461074
0.21007194,1.020338011
0.21007194,1.019188787
0.21007194,1.017943066
0.21007194,1.016682679
0.21007194,1.015471807
0.21007194,1.014263482
0.21007194,1.013172465
0.21007194,1.012208969
0.21007194,1.0113628
0.21007194,1.010763967
0.21007194,1.010284045
0.21007194,1.010000579
0.21007194,1.009810295
0.21007194,1.009840461
0.21007194,1.009951894
0.21007194,1.010114736
0.21007194,1.010324396
0.21007194,1.010716702
0.21007194,1.011090284
0.21007194,1.011475753
0.21007194,1.011906134
0.21007194,1.012311592
0.21007194,1.012712723
0.21007194,1.013070558
0.21007194,1.013354492
0.21007194,1.013578861
0.21007194,1.013645338
0.21007194,1.013774301
0.21007194,1.013839982
0.21007194,1.01387027
0.21007194,1.013886709
0.21007194,1.013901424
0.21007194,1.013985909
0.21007194,1.01410984
0.21007194,1.014196541
0.21007194,1.014281518
0.21007194,1.014362627
0.21007194,1.014573132
0.21007194,1.014786358
0.21007194,1.015085338
0.21007194,1.01543574
0.21007194,1.015969421
0.21007194,1.01656229
0.21007194,1.017223272
0.21007194,1.017891016
0.21007194,1.018526481
0.21007194,1.019140953
0.21007194,1.019655374
0.21007194,1.020072517
0.21007194,1.020320418
0.21007194,1.020492326
0.21007194,1.02046032
0.21007194,1.020135655
0.21007194,1.01954816
0.21007194,1.018664572
0.21007194,1.017550823
0.21007194,1.01621271
0.21007194,1.014693239
0.21007194,1.013038161
0.21007194,1.011356103
0.21007194,1.009579249
0.21007194,1.007770648
0.21007194,1.005933407
0.21007194,1.00406494
0.21007194,1.002264502
0.21007194,1.000563788
0.21007194,0.99900922
0.21007194,0.99760659
0.21007194,0.996239611
0.21007194,0.995015815
0.21007194,0.993932534
0.21007194,0.993031006
0.21007194,0.992301405
0.21007194,0.991791914
0.21007194,0.991504106
0.21007194,0.991392012
0.21007194,0.991444724
0.21007194,0.991734154
0.21007194,0.992126177
0.21007194,0.992627524
0.21007194,0.993175033
