XO2                    ,eta
0.21007194,0.97329243
0.21007194,0.973844349
0.21007194,0.974267243
0.21007194,0.974507908
0.21007194,0.974591062
0.21007194,0.974453847
0.21007194,0.974100415
0.21007194,0.973661605
0.21007194,0.973024756
0.21007194,0.972253986
0.21007194,0.97144086
0.21007194,0.970520732
0.21007194,0.969646269
0.21007194,0.968742557
0.21007194,0.967834534
0.21007194,0.967060726
0.21007194,0.966565462
0.21007194,0.966170785
0.21007194,0.965862294
0.21007194,0.965754596
0.21007194,0.965728224
0.21007194,0.965764458
0.21007194,0.966011166
0.21007194,0.966229663
0.21007194,0.966585686
0.21007194,0.967078264
0.21007194,0.96761673
0.21007194,0.968080108
0.21007194,0.968461288
0.21007194,0.968872295
0.21007194,0.969166295
0.21007194,0.969400456
0.21007194,0.969483503
0.21007194,0.969379256
0.21007194,0.969143027
0.21007194,0.968875222
0.21007194,0.968461034
0.21007194,0.968044043
0.21007194,0.967450892
0.21007194,0.966905293
0.21007194,0.966393831
0.21007194,0.965879403
0.21007194,0.96554844
0.21007194,0.965363675
0.21007194,0.965324043
0.21007194,0.965488924
0.21007194,0.965789292
0.21007194,0.966007367
0.21007194,0.966363757
0.21007194,0.966734626
0.21007194,0.967088453
0.21007194,0.967471323
0.21007194,0.96788111
0.21007194,0.968226772
0.21007194,0.96858696
0.21007194,0.968870671
0.21007194,0.969162899
0.21007194,0.969540458
0.21007194,0.969962728
0.21007194,0.970365635
0.21007194,0.970836975
0.21007194,0.971286038
0.21007194,0.971812216
0.21007194,0.972452289
0.21007194,0.973202022
0.21007194,0.974060644
0.21007194,0.975113385
0.21007194,0.976098968
0.21007194,0.977224117
0.21007194,0.97829363
0.21007194,0.979366923
0.21007194,0.980395006
0.21007194,0.98134255
0.21007194,0.982317971
0.21007194,0.983222106
0.21007194,0.984112284
0.21007194,0.985008365
0.21007194,0.98587484
0.21007194,0.986819944
0.21007194,0.987892684
0.21007194,0.989066836
0.21007194,0.990311711
0.21007194,0.991603094
0.21007194,0.993023565
0.21007194,0.994534927
0.21007194,0.996122632
0.21007194,0.997706414
0.21007194,0.999215267
0.21007194,1.000664097
0.21007194,1.002036727
0.21007194,1.003273537
0.21007194,1.00429141
0.21007194,1.005046101
0.21007194,1.005612103
0.21007194,1.005900443
0.21007194,1.005794701
0.21007194,1.005541537
0.21007194,1.00504954
0.21007194,1.004522311
0.21007194,1.003987716
0.21007194,1.003357149
0.21007194,1.002675839
0.21007194,1.001929674
0.21007194,1.001079518
0.21007194,1.000276753
0.21007194,0.999401221
0.21007194,0.998562572
0.21007194,0.997699773
0.21007194,0.996658587
0.21007194,0.995736885
