XO2                    ,eta
0.21007194,0.998078621
0.21007194,0.997602853
0.21007194,0.997140808
0.21007194,0.996623858
0.21007194,0.996199589
0.21007194,0.995728645
0.21007194,0.99532617
0.21007194,0.994969975
0.21007194,0.994627843
0.21007194,0.994280018
0.21007194,0.993953259
0.21007194,0.993602637
0.21007194,0.993274303
0.21007194,0.992945368
0.21007194,0.992556827
0.21007194,0.992233949
0.21007194,0.991933563
0.21007194,0.991657134
0.21007194,0.991383383
0.21007194,0.991090983
0.21007194,0.990868505
0.21007194,0.990619174
0.21007194,0.990420343
0.21007194,0.990288872
0.21007194,0.990192293
0.21007194,0.990166531
0.21007194,0.990209052
0.21007194,0.990180142
0.21007194,0.990088354
0.21007194,0.989983822
0.21007194,0.989908319
0.21007194,0.98981087
0.21007194,0.989670457
0.21007194,0.989558994
0.21007194,0.989427729
0.21007194,0.989328171
0.21007194,0.9892645
0.21007194,0.98923198
0.21007194,0.989245363
0.21007194,0.989241337
0.21007194,0.989268326
0.21007194,0.989351232
0.21007194,0.989464029
0.21007194,0.98942718
0.21007194,0.989420892
0.21007194,0.98926474
0.21007194,0.989244104
0.21007194,0.989198698
0.21007194,0.989142284
0.21007194,0.989126808
0.21007194,0.989199643
0.21007194,0.989295464
0.21007194,0.989414221
0.21007194,0.989507609
0.21007194,0.98956827
0.21007194,0.989746939
0.21007194,0.98996251
0.21007194,0.99017503
0.21007194,0.990376423
0.21007194,0.990526729
0.21007194,0.990690895
0.21007194,0.990973989
0.21007194,0.99120418
0.21007194,0.991453321
0.21007194,0.991651891
0.21007194,0.991781618
0.21007194,0.991920132
0.21007194,0.992054292
0.21007194,0.992199832
0.21007194,0.9923112
0.21007194,0.99235236
0.21007194,0.9924836
0.21007194,0.992525951
0.21007194,0.992589509
0.21007194,0.992644457
0.21007194,0.992712788
0.21007194,0.992884252
0.21007194,0.992984179
0.21007194,0.993166789
0.21007194,0.993282541
0.21007194,0.993338128
0.21007194,0.993422456
0.21007194,0.993509685
0.21007194,0.993676656
0.21007194,0.993868873
0.21007194,0.994055351
0.21007194,0.994294986
0.21007194,0.994546415
0.21007194,0.994893774
0.21007194,0.99536824
0.21007194,0.995847822
0.21007194,0.996440987
0.21007194,0.997094735
0.21007194,0.997734575
0.21007194,0.998372797
0.21007194,0.999081743
0.21007194,0.999835411
0.21007194,1.000635578
0.21007194,1.001432891
0.21007194,1.002189588
0.21007194,1.00290661
0.21007194,1.003554207
0.21007194,1.004142302
0.21007194,1.004616312
0.21007194,1.00490584
0.21007194,1.005079289
0.21007194,1.005041983
0.21007194,1.00486476
0.21007194,1.004721346
0.21007194,1.00456183
0.21007194,1.004388696
0.21007194,1.004180348
0.21007194,1.003996039
0.21007194,1.003879991
0.21007194,1.00376905
0.21007194,1.003711224
0.21007194,1.003723945
0.21007194,1.003627168
0.21007194,1.003538829
0.21007194,1.00353352
0.21007194,1.00340388
0.21007194,1.003359481
0.21007194,1.003273469
0.21007194,1.0033018
0.21007194,1.003313835
0.21007194,1.003335579
0.21007194,1.003331391
0.21007194,1.003277165
0.21007194,1.003217321
0.21007194,1.003124976
0.21007194,1.003079821
0.21007194,1.00313878
0.21007194,1.003157976
0.21007194,1.003220604
0.21007194,1.003312294
0.21007194,1.003406894
0.21007194,1.00351693
0.21007194,1.003547442
0.21007194,1.003555284
0.21007194,1.00358561
0.21007194,1.003653186
0.21007194,1.003642417
0.21007194,1.003518736
0.21007194,1.003464625
0.21007194,1.003345359
0.21007194,1.003170508
0.21007194,1.002957873
0.21007194,1.002811415
0.21007194,1.00278944
0.21007194,1.002759449
0.21007194,1.00286486
0.21007194,1.003063097
0.21007194,1.003239786
0.21007194,1.003430107
0.21007194,1.003628471
0.21007194,1.003725986
0.21007194,1.003790035
0.21007194,1.003913762
0.21007194,1.003958373
0.21007194,1.003903192
0.21007194,1.003738135
0.21007194,1.003561315
0.21007194,1.003449669
0.21007194,1.003472908
0.21007194,1.003730508
0.21007194,1.004116415
0.21007194,1.004506791
0.21007194,1.004963346
0.21007194,1.005469034
0.21007194,1.005950683
0.21007194,1.006394411
0.21007194,1.006690087
0.21007194,1.006966014
0.21007194,1.007238122
0.21007194,1.007339458
0.21007194,1.007413138
0.21007194,1.007384294
0.21007194,1.007313247
0.21007194,1.007324814
0.21007194,1.007286057
0.21007194,1.007269571
0.21007194,1.007299936
0.21007194,1.007309309
0.21007194,1.007349948
0.21007194,1.007417883
0.21007194,1.007538494
0.21007194,1.007651673
0.21007194,1.007830873
0.21007194,1.007912883
0.21007194,1.008029771
0.21007194,1.008154627
0.21007194,1.008215762
0.21007194,1.008105184
0.21007194,1.007906569
0.21007194,1.007720686
0.21007194,1.007539016
0.21007194,1.007376821
0.21007194,1.007225224
0.21007194,1.007100473
0.21007194,1.007052707
0.21007194,1.006928286
0.21007194,1.006873556
0.21007194,1.006840108
0.21007194,1.00685758
0.21007194,1.006930737
0.21007194,1.007024783
0.210071261,1.007120612
0.210070536,1.007202383
0.210069781,1.007257208
0.210068979,1.00736837
0.210068129,1.007542738
0.21006723,1.007697393
0.210066281,1.007873312
0.2100653,1.007998329
0.210064269,1.008265188
0.210063192,1.008559897
0.210062072,1.008892516
0.210060909,1.009205888
0.210059704,1.009491915
0.21005844,1.00971764
0.210057146,1.009962478
0.210055805,1.01011727
0.210054415,1.010232402
0.210052979,1.010329141
0.210051497,1.010433605
0.210049968,1.010525482
0.210048393,1.010594579
0.210046774,1.010713699
0.210045113,1.011059651
0.210043412,1.011484017
0.21004166,1.012074608
0.210039871,1.012849361
0.210038032,1.013722568
0.210036143,1.014679501
0.210034217,1.01563558
0.210032244,1.016573251
0.210030224,1.017397051
0.210028159,1.018140123
0.210026049,1.0186907
0.210023893,1.019065424
0.2100217,1.019312766
0.210019459,1.019449431
0.21001717,1.019434455
0.210014833,1.019367778
0.21001246,1.019368107
0.210010036,1.019251689
0.210007575,1.01922084
0.210005062,1.019055971
0.21000251,1.018777958
0.209999905,1.018434525
0.20999726,1.017984056
0.209994565,1.017442443
0.209991832,1.016789653
0.209989052,1.016086287
0.209986223,1.015388535
0.209983357,1.014639826
0.209980441,1.013775201
0.209977476,1.012837386
0.209974472,1.011915324
0.209971416,1.010922255
0.20996832,1.009975723
0.209965182,1.009053619
0.209962003,1.008028274
0.209958769,1.007148891
0.209955493,1.00620033
0.209952174,1.00534315
0.209948813,1.004524131
0.209945408,1.003693001
0.20994196,1.002906696
0.209938465,1.002161423
0.209934925,1.001432672
0.209931337,1.000802596
0.209927702,1.000089295
0.209924019,0.999512884
0.209920289,0.998925189
0.209916526,0.998399069
0.209912715,0.997951908
0.209908855,0.997587453
0.209904947,0.997425804
0.209900995,0.997333243
0.209896999,0.997427601
0.209892962,0.997649948
0.209888884,0.997962368
0.209884751,0.998452766
0.209880576,0.998907984
0.209876358,0.999530049
0.209872097,1.000242914
0.209867794,1.000950715
0.209863448,1.001768686
0.20985906,1.002537251
0.209854616,1.002520476
0.209850133,1.002235036
0.209845608,1.001806818
0.209841029,1.001329022
0.209836409,1.00083353
0.209831749,1.000289067
0.209827039,0.99972639
0.20982228,0.999050739
0.209817476,0.998239631
0.209812627,0.997392047
0.209807743,0.996480654
0.20980281,0.995527998
0.209797827,0.994664557
0.209792808,0.993903026
0.209787738,0.99323072
0.20978262,0.992728542
0.209777463,0.992322743
0.209772266,0.992125629
0.209767017,0.991950429
0.20976172,0.99179114
0.209756385,0.991589701
0.209751003,0.991407029
0.209745573,0.991214652
0.209740098,0.991012214
0.209734578,0.99078908
0.209729014,0.990514733
0.209723406,0.990185003
0.209717752,0.989790829
0.209712061,0.989368681
0.209706321,0.988929034
0.209700532,0.988410908
0.209694706,0.987957353
0.209688829,0.987374697
0.209682911,0.986817855
0.20967694,0.986315039
0.209670931,0.985773347
0.209664869,0.985266146
0.209658768,0.984721317
0.209652628,0.984156571
0.209646437,0.983554653
0.209640206,0.982943595
0.20963392,0.982348682
0.209627592,0.981618973
0.209621221,0.980755425
0.209614808,0.979838117
