XO2                    ,eta
0.21007194,0.991369574
0.21007194,0.991955215
0.21007194,0.99244204
0.21007194,0.99292513
0.21007194,0.993450661
0.21007194,0.994020059
0.21007194,0.994492434
0.21007194,0.994969039
0.21007194,0.995380493
0.21007194,0.995835281
0.21007194,0.996224232
0.21007194,0.996660615
0.21007194,0.997128035
0.21007194,0.997525007
0.21007194,0.997835409
0.21007194,0.998157722
0.21007194,0.998457454
0.21007194,0.998723734
0.21007194,0.998915525
0.21007194,0.999140523
0.21007194,0.999337087
0.21007194,0.999501406
0.21007194,0.99974537
0.21007194,0.999922674
0.21007194,1.000077355
0.21007194,1.000135396
0.21007194,1.000145812
0.21007194,0.999991975
0.21007194,0.999822169
0.21007194,0.999514424
0.21007194,0.999125587
0.21007194,0.998751047
0.21007194,0.998369366
0.21007194,0.997965282
0.21007194,0.997605552
0.21007194,0.997315299
0.21007194,0.997130024
0.21007194,0.996868493
0.21007194,0.996525202
0.21007194,0.996097994
0.21007194,0.99562523
0.21007194,0.995115775
0.21007194,0.994500789
0.21007194,0.993852023
0.21007194,0.993100869
0.21007194,0.992267077
0.21007194,0.991391057
0.21007194,0.990573727
0.21007194,0.989780445
0.21007194,0.989055458
0.21007194,0.988281112
0.21007194,0.987578219
0.21007194,0.986949679
0.21007194,0.986251348
0.21007194,0.985537332
0.21007194,0.984921612
0.21007194,0.984279096
0.21007194,0.983635534
0.21007194,0.983139996
0.21007194,0.982668892
0.21007194,0.982431336
0.21007194,0.982233961
0.21007194,0.982143656
0.21007194,0.982142897
0.21007194,0.982257076
0.21007194,0.982539032
0.21007194,0.982954042
0.21007194,0.983399819
0.21007194,0.983936101
0.21007194,0.9845901
0.21007194,0.985197979
0.21007194,0.985880335
0.21007194,0.986623011
0.21007194,0.987343746
0.21007194,0.988052331
0.21007194,0.988636016
0.21007194,0.989194241
0.21007194,0.989659129
0.21007194,0.990103388
0.21007194,0.990551571
0.21007194,0.991014521
0.21007194,0.991504918
0.21007194,0.992010299
0.21007194,0.992476312
0.21007194,0.992963521
0.21007194,0.993466161
0.21007194,0.994049671
0.21007194,0.994664055
0.21007194,0.995389717
0.21007194,0.996084356
0.21007194,0.996905294
0.21007194,0.997828521
0.21007194,0.998711183
0.21007194,0.999575369
0.21007194,1.00033848
0.21007194,1.001073966
0.21007194,1.00142698
0.21007194,1.00167454
0.21007194,1.001791121
0.21007194,1.001562305
0.21007194,1.001228746
0.21007194,1.000709908
0.21007194,1.000100081
0.21007194,0.999387833
0.21007194,0.998644549
0.21007194,0.997961083
0.21007194,0.99730078
0.21007194,0.996800698
0.21007194,0.996306219
0.21007194,0.995931118
0.21007194,0.995653343
0.21007194,0.995545745
0.21007194,0.995558784
0.21007194,0.995726142
0.21007194,0.995999301
0.21007194,0.996410401
0.21007194,0.996885582
0.21007194,0.997302666
0.21007194,0.997596635
0.21007194,0.997826693
0.21007194,0.99800962
0.21007194,0.998164356
0.21007194,0.99811612
0.21007194,0.998133283
0.21007194,0.998049541
0.21007194,0.997991437
0.21007194,0.997884294
0.21007194,0.99775507
0.21007194,0.997677923
0.21007194,0.997510753
0.21007194,0.997262149
0.21007194,0.997102768
0.21007194,0.99696682
0.21007194,0.996879551
0.21007194,0.996801763
0.21007194,0.996691692
0.21007194,0.996609191
0.21007194,0.996584352
0.21007194,0.996637125
0.21007194,0.996695558
0.21007194,0.996701827
0.21007194,0.996693737
0.21007194,0.996807002
0.21007194,0.996852007
0.21007194,0.996827861
0.21007194,0.99670098
0.21007194,0.996536559
0.21007194,0.996238075
0.21007194,0.995926514
0.21007194,0.995537676
0.21007194,0.995101397
0.21007194,0.994498045
0.21007194,0.993849064
0.21007194,0.993065042
0.21007194,0.992182427
0.21007194,0.991230119
0.21007194,0.990247242
0.21007194,0.989267629
0.21007194,0.988294412
0.21007194,0.987291501
0.21007194,0.98642498
0.21007194,0.985627343
0.21007194,0.984938542
0.21007194,0.98433217
0.21007194,0.983958588
0.21007194,0.98362857
0.21007194,0.983532114
0.21007194,0.98359002
0.21007194,0.98382922
0.21007194,0.984361152
0.21007194,0.985114927
0.21007194,0.986009459
0.21007194,0.987216213
0.21007194,0.98868997
0.21007194,0.990315439
0.21007194,0.992080598
0.21007194,0.993962173
0.21007194,0.995981629
0.21007194,0.997965455
0.21007194,0.999832718
0.21007194,1.001538056
0.21007194,1.003037439
0.21007194,1.004334451
0.21007194,1.005414788
0.21007194,1.006228577
0.21007194,1.006678688
0.21007194,1.007026863
0.21007194,1.007322243
0.21007194,1.007391605
0.21007194,1.0074334
0.21007194,1.007474431
0.21007194,1.007461789
0.21007194,1.007492641
0.21007194,1.007413025
0.21007194,1.00734644
0.21007194,1.007347504
0.21007194,1.007330236
0.21007194,1.007383274
0.21007194,1.007501001
0.21007194,1.007743361
0.21007194,1.008017128
0.21007194,1.008286843
0.21007194,1.008444871
0.21007194,1.008676754
0.21007194,1.008943103
0.21007194,1.009076062
0.210071357,1.009107225
0.210070726,1.009136664
0.210070059,1.009030867
0.21006934,1.008866678
0.210068584,1.008574282
0.210067777,1.008310333
0.210066921,1.007858178
0.210066027,1.007388296
0.210065081,1.006838443
0.210064096,1.006198669
0.21006306,1.005583308
0.210061983,1.004942635
0.210060856,1.004282896
0.210059691,1.003681977
0.210058475,1.003075194
0.21005722,1.002516621
0.210055925,1.001996153
0.210054578,1.001449925
0.210053191,1.001058421
0.210051751,1.000677661
0.21005027,1.000416561
0.210048748,1.000316648
0.210047185,1.000251678
0.21004557,1.000218501
0.210043916,1.000254852
0.21004221,1.000344807
