Time                   ,Chi_r               
0,0
0.003597122,-4.00638E-05
0.007911805,-7.91866E-14
0.013084954,-5.38077E-14
0.019287584,-3.63448E-14
0.026721483,-2.8344E-14
0.035634169,-2.1721E-14
0.045622833,-1.64281E-14
0.055611496,-1.24013E-14
0.06560016,-9.97913E-15
0.074963347,-9.29028E-15
0.084033397,-9.92251E-15
0.093308805,-1.03219E-14
0.102102159,-9.19175E-15
0.109579865,-7.90851E-15
0.11611786,-7.11591E-15
0.122132493,-6.69922E-15
0.127850978,-6.34544E-15
0.133056265,-5.94695E-15
0.137799875,-5.57632E-15
0.146269817,0.314875997
0.150125044,0.299207996
0.153788091,0.284140011
0.160777013,0.258781214
0.164077983,0.249144429
0.17018886,0.231167656
0.175862253,0.215984799
0.178622058,0.21016388
0.183915073,0.200080926
0.188870499,0.18862413
0.196043723,0.175677389
0.200649791,0.332016437
0.205120774,0.318789866
0.209432953,0.30953934
0.215636816,0.295511269
0.219587942,0.284502599
0.2252636,0.272606666
0.230684652,0.261202601
0.234162374,0.254596417
0.240755551,0.322285505
0.24541672,0.303342388
0.249841729,0.290580771
0.255475705,0.276464546
0.259530913,0.26749791
0.264721243,0.251643265
0.269694261,0.322784086
0.2744647,0.310862999
0.280188372,0.29544444
0.284598097,0.288806365
0.289902265,0.328583208
0.294983595,0.314655935
0.299887476,0.304720077
0.304680048,0.295588374
0.310377542,0.327934576
0.315054294,0.327718369
0.31970612,0.327248784
0.325298095,0.328878093
0.329832627,0.327192054
0.334992236,0.327042205
0.339903205,0.321493113
0.345352038,0.325946169
0.349818411,0.323960331
0.354830159,0.321006289
0.3603319,0.325597058
0.364916347,0.321892432
0.369951942,0.313637463
0.374798547,0.322712866
0.380054747,0.318221423
0.385174458,0.324219985
0.390141057,0.318674031
0.394993177,0.324513977
0.400161603,0.314620743
0.405159401,0.32404745
0.410161617,0.319969697
0.414998164,0.324533917
0.420039208,0.319370591
0.425104513,0.322010334
0.429908411,0.313672921
0.435166824,0.321923153
0.439870572,0.320236061
0.444979216,0.322135374
0.449974073,0.31819076
0.454902539,0.320104156
0.460192187,0.318694595
0.465011795,0.318997906
0.470194468,0.323636839
0.474888948,0.316350284
0.479917725,0.324338187
0.484892058,0.319575935
0.489842321,0.320586307
0.495168721,0.322100519
0.500082552,0.320259574
0.504905155,0.322839588
0.5098159,0.322099975
0.515191935,0.326289992
0.52015748,0.320966259
0.525135517,0.324530809
0.530126942,0.321329853
0.53511249,0.323297625
0.540135312,0.321920393
0.545209022,0.320597802
0.550129958,0.324239777
0.55498073,0.323073491
0.559851125,0.327009843
0.565021935,0.32590973
0.570115177,0.319279442
0.574809418,0.321071776
0.579868778,0.322226707
