cm,K,K,K,K,K,K,K,K,K,K,K,K
r,T_1p0D              ,T_1p5D              ,T_2p0D              ,T_2p5D              ,T_3p0D              ,T_3p5D              ,T_rms_1p0D          ,T_rms_1p5D          ,T_rms_2p0D          ,T_rms_2p5D          ,T_rms_3p0D          ,T_rms_3p5D          
0,1195.378877,1217.961337,1166.123236,1051.834833,909.2991805,780.3408447,124.6055967,207.0837045,282.6731647,326.6672664,323.0229476,291.5786426
1,1185.350292,1181.183322,1125.878515,1016.416735,885.300767,763.6987196,164.1317413,238.4843794,299.5734333,323.2060201,316.0662443,286.4060679
2,1099.257269,1069.125072,1015.546209,925.5086893,823.690796,726.4457361,257.4670819,299.142621,324.7641586,319.968334,302.5573699,272.8200676
3,930.5421478,915.4653037,878.6269193,815.943901,747.4257461,678.2441094,325.8650205,336.745927,332.1192139,306.9719693,282.1975609,253.1179017
4,766.4347119,775.7147812,758.3573653,714.8274896,673.4753801,627.3124169,337.5350983,335.748338,321.4304276,288.4022277,260.6300956,231.1409256
5,651.9033297,671.1522909,665.4976421,632.880155,605.5837588,576.338642,317.895689,311.9286203,297.9539281,267.5932789,238.6736346,209.0868731
6,565.2121454,591.4384654,590.3048557,570.315154,546.5306654,527.2751017,285.797294,282.8643539,269.4632233,246.1575553,215.0447626,188.1579496
7,481.9881619,523.7717621,527.1489569,519.0327981,497.6857142,485.0211971,241.8909643,254.385119,242.9883084,220.4333862,189.3231568,169.4430863
8,408.2503666,460.8465836,474.3768854,470.7360613,456.5659104,449.3954658,186.7597235,221.5659323,220.7128967,189.4077893,163.2979401,151.8184256
9,356.2262515,402.7506951,427.3030218,426.8336879,421.0732995,418.8907827,128.978412,178.4972272,194.1278374,161.1193763,138.4687129,134.0601832
10,326.6578904,358.0739546,383.4177137,388.8871207,390.1449478,392.3949808,78.83567898,131.9199593,158.0778848,135.3465178,116.417062,114.6160132
11,312.0892618,329.8022898,349.1426311,357.8982208,364.4489434,369.7126513,38.90600854,87.19790865,120.1578536,109.9771421,97.22429295,93.74422743
12,305.9354928,313.6744388,326.7626331,335.1038541,343.2007999,350.7669143,11.55974541,46.48377567,84.17412291,85.09020469,76.8721933,74.62542455
13,304.0574537,306.2684442,313.3008522,319.2838503,326.5285471,335.8009364,1.802586636,18.71460917,49.64856794,59.8145721,56.6854283,59.34668178
14,303.3571838,303.7706708,306.2936392,309.3770423,315.4738272,324.4569172,0.87245459,5.474346146,24.48543717,36.68270932,41.64382176,47.14210545
15,302.8615562,302.9164743,303.3805683,304.2878248,308.911528,315.9796223,0.739172628,1.341281679,11.15577893,19.00440647,31.45458636,36.6922731
16,302.438571,302.4565049,302.2755839,302.084698,305.1728748,310.0596126,0.648185632,0.878983807,3.518589385,6.792057795,23.32478885,28.4576245
17,302.0668089,302.0869758,301.8010211,301.2897494,302.8183585,305.9852208,0.573858246,0.77157872,0.998904767,1.5931548,15.12160252,21.92604062
18,301.736626,301.7624523,301.4985871,300.9793886,301.3628413,303.237525,0.50899662,0.686170078,0.795656999,0.813100029,8.282760366,16.27620856
19,301.4427483,301.4731748,301.2404187,300.7723107,300.6253453,301.4698719,0.453266761,0.613401748,0.710667624,0.712760749,4.720945555,11.22722304
20,301.1806796,301.2145567,301.0075911,300.5934729,300.2497917,300.4040721,0.405778426,0.550852504,0.638639307,0.643516246,2.577333637,6.856192024
