XO2                    ,eta
0.21007194,0.999558931
0.21007194,0.999506401
0.21007194,0.999448069
0.21007194,0.999323922
0.21007194,0.999158678
0.21007194,0.998870629
0.21007194,0.998421835
0.21007194,0.997844692
0.21007194,0.997107757
0.21007194,0.996291399
0.21007194,0.995302403
0.21007194,0.994116595
0.21007194,0.992732844
0.21007194,0.991196852
0.21007194,0.989548683
0.21007194,0.987788093
0.21007194,0.985989844
0.21007194,0.984192682
0.21007194,0.982412111
0.21007194,0.980686598
0.21007194,0.97902055
0.21007194,0.977385535
0.21007194,0.975872308
0.21007194,0.974459201
0.21007194,0.973109891
0.21007194,0.971869889
0.21007194,0.97079489
0.21007194,0.969874295
0.21007194,0.96906328
0.21007194,0.968360767
0.21007194,0.967792898
0.21007194,0.967317846
0.21007194,0.966988379
0.21007194,0.966770184
0.21007194,0.966678724
0.21007194,0.966725264
0.21007194,0.966895669
0.21007194,0.967169375
0.21007194,0.967553334
0.21007194,0.967993284
0.21007194,0.968441082
0.21007194,0.968914727
0.21007194,0.969428076
0.21007194,0.969934268
0.21007194,0.970489801
0.21007194,0.971095975
0.21007194,0.971758157
0.21007194,0.972484182
0.21007194,0.973260973
0.21007194,0.974090995
0.21007194,0.975013266
0.21007194,0.975995751
0.21007194,0.977040503
0.21007194,0.978133104
0.21007194,0.979159825
0.21007194,0.98006205
0.21007194,0.980813728
0.21007194,0.981416756
0.21007194,0.981823628
0.21007194,0.982113348
0.21007194,0.982306793
0.21007194,0.982395383
0.21007194,0.982336308
0.21007194,0.98226072
0.21007194,0.982183095
0.21007194,0.982157571
0.21007194,0.982077364
0.21007194,0.981981838
0.21007194,0.981744782
0.21007194,0.981372916
0.21007194,0.980988884
0.21007194,0.98069755
0.21007194,0.980480807
0.21007194,0.98035248
0.21007194,0.980278254
0.21007194,0.980223242
0.21007194,0.980158197
0.21007194,0.980030486
0.21007194,0.979856337
0.21007194,0.979601519
0.21007194,0.979278478
0.21007194,0.978900521
0.21007194,0.978385913
0.21007194,0.977830453
0.21007194,0.977233546
