XO2                    ,eta
0.21007194,1.009546514
0.21007194,1.010604792
0.21007194,1.011587331
0.21007194,1.012514719
0.21007194,1.013384213
0.21007194,1.01419936
0.21007194,1.014898814
0.21007194,1.015457306
0.21007194,1.015898176
0.21007194,1.016111605
0.21007194,1.016070573
0.21007194,1.015876607
0.21007194,1.015331965
0.21007194,1.014459506
0.21007194,1.01327954
0.21007194,1.011807569
0.21007194,1.009878908
0.21007194,1.007493645
0.21007194,1.004728741
0.21007194,1.001712447
0.21007194,0.998489023
0.21007194,0.995237789
0.21007194,0.991942051
0.21007194,0.988646382
0.21007194,0.985356253
0.21007194,0.982132182
0.21007194,0.979069922
0.21007194,0.976154058
0.21007194,0.973449183
0.21007194,0.970994855
0.21007194,0.968898003
0.21007194,0.967217839
0.21007194,0.96600126
0.21007194,0.965185099
0.21007194,0.964687857
0.21007194,0.964444228
0.21007194,0.9644289
0.21007194,0.964578451
0.21007194,0.964869003
0.21007194,0.965271346
0.21007194,0.9657606
0.21007194,0.966355041
0.21007194,0.966975998
0.21007194,0.967660585
0.21007194,0.968382488
0.21007194,0.969163082
0.21007194,0.969939539
0.21007194,0.970754475
0.21007194,0.971602745
0.21007194,0.972498802
0.21007194,0.973384264
0.21007194,0.97428026
0.21007194,0.975183257
0.21007194,0.976091348
0.21007194,0.977013695
0.21007194,0.977945916
0.21007194,0.978888879
0.21007194,0.979886577
0.21007194,0.980904652
0.21007194,0.98200537
0.21007194,0.98327218
0.21007194,0.984667475
0.21007194,0.986200824
0.21007194,0.987852705
0.21007194,0.989608467
0.21007194,0.991434664
0.21007194,0.993353248
0.21007194,0.995286919
0.21007194,0.997253836
0.21007194,0.999254861
0.21007194,1.001114659
0.21007194,1.002856669
0.21007194,1.004499978
0.21007194,1.005968076
0.21007194,1.007228018
0.21007194,1.008351178
0.21007194,1.00929616
0.21007194,1.010051293
0.21007194,1.010615426
0.21007194,1.010952763
0.21007194,1.011029611
0.21007194,1.010855823
0.21007194,1.010464042
0.21007194,1.009954375
0.21007194,1.009282565
0.21007194,1.008494711
0.21007194,1.007586088
0.21007194,1.006609443
0.21007194,1.005536938
0.21007194,1.00445042
0.21007194,1.003365082
0.21007194,1.002292887
0.21007194,1.001248264
0.21007194,1.000296772
0.21007194,0.999459258
0.21007194,0.998692165
0.21007194,0.998003637
0.21007194,0.997415811
0.21007194,0.996892945
0.21007194,0.996470453
0.21007194,0.996117022
0.21007194,0.995860135
0.21007194,0.995690782
0.21007194,0.995607984
0.21007194,0.99563289
0.21007194,0.995741601
0.21007194,0.995948556
0.21007194,0.99627404
0.21007194,0.996711277
0.21007194,0.997232176
0.21007194,0.99780381
0.21007194,0.998430137
0.21007194,0.999113906
0.21007194,0.999876859
0.21007194,1.000706664
0.21007194,1.001604548
0.21007194,1.002569748
0.21007194,1.003601539
0.21007194,1.004673788
0.21007194,1.005716262
0.21007194,1.006719351
0.21007194,1.007566195
0.21007194,1.008346083
0.21007194,1.00913131
0.21007194,1.009857974
0.21007194,1.01058062
0.21007194,1.011275482
0.21007194,1.011852623
0.21007194,1.012381967
0.21007194,1.01284084
0.21007194,1.013162967
0.21007194,1.013350376
0.21007194,1.013368473
0.21007194,1.013195951
0.21007194,1.012854667
0.21007194,1.012351705
0.21007194,1.011630607
0.21007194,1.010774569
0.21007194,1.009745707
0.21007194,1.008566766
0.21007194,1.007229468
0.21007194,1.005718145
0.21007194,1.004062935
0.21007194,1.002325681
0.21007194,1.000624302
0.21007194,0.998978564
0.21007194,0.99737739
0.21007194,0.995855684
0.21007194,0.994379611
0.21007194,0.992962203
0.21007194,0.991723691
0.21007194,0.990686076
0.21007194,0.989699316
0.21007194,0.988856108
0.21007194,0.988121265
0.21007194,0.987482521
0.21007194,0.986920316
0.21007194,0.986398373
0.21007194,0.985851182
0.21007194,0.985198171
0.21007194,0.984414802
0.21007194,0.9834767
0.21007194,0.982239358
0.21007194,0.980762848
0.21007194,0.979177963
0.21007194,0.97760933
0.21007194,0.976140924
0.21007194,0.974859972
0.21007194,0.97380776
0.21007194,0.972968523
0.21007194,0.972364521
0.21007194,0.972027827
0.21007194,0.972043197
0.21007194,0.972345119
0.21007194,0.973005002
0.21007194,0.974032531
0.21007194,0.975409451
0.21007194,0.977084403
0.21007194,0.979096603
0.21007194,0.981355486
0.21007194,0.983831832
0.21007194,0.986542286
0.21007194,0.989392061
0.21007194,0.992371569
0.21007194,0.995401672
0.21007194,0.998440696
0.21007194,1.001503269
0.21007194,1.004469418
0.21007194,1.007289961
0.21007194,1.009935605
0.21007194,1.012369881
0.21007194,1.014580979
0.21007194,1.016540513
0.21007194,1.018217659
0.21007194,1.019618606
0.21007194,1.02070639
0.21007194,1.021471791
0.21007194,1.021947831
0.21007194,1.022126522
0.21007194,1.022136357
0.21007194,1.022021291
0.21007194,1.021787267
0.21007194,1.021501499
0.21007194,1.021162678
0.21007194,1.020745386
0.21007194,1.020281178
0.21007194,1.01969121
0.21007194,1.019050195
0.210071314,1.01831121
0.210070643,1.017409088
0.210069927,1.016528525
0.210069164,1.015640264
0.210068357,1.014721154
0.210067506,1.013767599
0.210066607,1.012788661
0.210065664,1.011753671
0.210064679,1.010643209
0.210063646,1.009591148
0.21006257,1.008574196
0.21006145,1.007581328
0.210060281,1.006599483
0.21005907,1.005669556
0.210057815,1.004848085
0.210056511,1.004169001
0.210055166,1.003644535
0.210053773,1.003340286
0.210052341,1.003212079
0.21005086,1.003230074
0.210049336,1.003488979
0.210047766,1.003914165
0.210046153,1.004501186
0.210044495,1.005210317
0.210042791,1.006054706
0.210041043,1.006997285
0.210039247,1.00804875
0.210037411,1.00917914
