XO2                    ,eta
0.21007194,0.975396943
0.21007194,0.976125956
0.21007194,0.976891299
0.21007194,0.977470702
0.21007194,0.978104466
0.21007194,0.978805353
0.21007194,0.979492506
0.21007194,0.980250745
0.21007194,0.981115441
0.21007194,0.982053789
0.21007194,0.983061969
0.21007194,0.984031575
0.21007194,0.98479142
0.21007194,0.985445064
0.21007194,0.985993538
0.21007194,0.986448233
0.21007194,0.98697751
0.21007194,0.987440037
0.21007194,0.987660418
0.21007194,0.987807364
0.21007194,0.987813958
0.21007194,0.987723984
0.21007194,0.987663703
0.21007194,0.98758242
0.21007194,0.987578599
0.21007194,0.98758683
0.21007194,0.987742244
0.21007194,0.987930305
0.21007194,0.988009658
0.21007194,0.988018025
0.21007194,0.98815521
0.21007194,0.988251063
0.21007194,0.988240693
0.21007194,0.988212873
0.21007194,0.988091597
0.21007194,0.987947601
0.21007194,0.987817485
0.21007194,0.987944489
0.21007194,0.988083343
0.21007194,0.98816653
0.21007194,0.988145796
0.21007194,0.988044686
0.21007194,0.987965529
0.21007194,0.987782631
0.21007194,0.987665692
0.21007194,0.987950922
0.21007194,0.988298261
0.21007194,0.988475871
0.21007194,0.988506676
0.21007194,0.988483701
0.21007194,0.988309456
0.21007194,0.988278578
0.21007194,0.98832123
0.21007194,0.988571004
0.21007194,0.989021543
0.21007194,0.989472428
0.21007194,0.990066675
0.21007194,0.990482354
0.21007194,0.99087172
0.21007194,0.991280352
0.21007194,0.991720308
0.21007194,0.992076155
0.21007194,0.992280229
0.21007194,0.992552939
0.21007194,0.992882265
0.21007194,0.993374406
0.21007194,0.993855892
0.21007194,0.99449494
0.21007194,0.994985261
0.21007194,0.99534165
0.21007194,0.99578299
0.21007194,0.996277163
0.21007194,0.996820243
0.21007194,0.99725833
0.21007194,0.997806952
0.21007194,0.998306498
0.21007194,0.998644293
0.21007194,0.998906267
0.21007194,0.998993756
0.21007194,0.998867647
0.21007194,0.998657127
0.21007194,0.998540074
0.21007194,0.998247535
0.21007194,0.997862693
0.21007194,0.997475026
0.21007194,0.997175905
0.21007194,0.996861866
0.21007194,0.996363356
0.21007194,0.995891243
0.21007194,0.995626432
0.21007194,0.99544627
0.21007194,0.995590573
0.21007194,0.995787584
0.21007194,0.996163321
0.21007194,0.996531791
0.21007194,0.996794202
0.21007194,0.99698733
0.21007194,0.997080939
0.21007194,0.997424011
0.21007194,0.99771053
0.21007194,0.998130182
0.21007194,0.998627102
0.21007194,0.998824082
0.21007194,0.999009447
0.21007194,0.999326817
0.21007194,0.999598042
0.21007194,0.999737219
0.21007194,1.000086936
0.21007194,1.000399221
0.21007194,1.000792203
0.21007194,1.001502311
0.21007194,1.002203041
0.21007194,1.002981602
0.21007194,1.003698587
0.21007194,1.00458473
0.21007194,1.005513162
