XO2                    ,eta
0.21007194,0.982268354
0.21007194,0.982617307
0.21007194,0.982962336
0.21007194,0.983265844
0.21007194,0.983591832
0.21007194,0.983987888
0.21007194,0.984387471
0.21007194,0.984748026
0.21007194,0.985100505
0.21007194,0.985463277
0.21007194,0.985783496
0.21007194,0.98603829
0.21007194,0.986234005
0.21007194,0.986413088
0.21007194,0.986563808
0.21007194,0.986691911
0.21007194,0.986793745
0.21007194,0.986872756
0.21007194,0.986930941
0.21007194,0.987022286
0.21007194,0.987117846
0.21007194,0.98721479
0.21007194,0.987324489
0.21007194,0.987464771
0.21007194,0.987686348
0.21007194,0.988001626
0.21007194,0.988410591
0.21007194,0.98897884
0.21007194,0.989671188
0.21007194,0.99052297
0.21007194,0.991615374
0.21007194,0.992865246
0.21007194,0.994258567
0.21007194,0.995838324
0.21007194,0.997539677
0.21007194,0.999331009
0.21007194,1.001197741
0.21007194,1.003156258
0.21007194,1.005250377
0.21007194,1.007355545
0.21007194,1.009449221
0.21007194,1.011442306
0.21007194,1.013381872
0.21007194,1.01524887
0.21007194,1.017085662
0.21007194,1.018898626
0.21007194,1.020727808
0.21007194,1.022643444
0.21007194,1.024614356
0.21007194,1.026631355
0.21007194,1.028618734
0.21007194,1.030529624
0.21007194,1.032407251
0.21007194,1.034215748
0.21007194,1.035957599
0.21007194,1.037629558
0.21007194,1.039253779
0.21007194,1.040795998
0.21007194,1.042241264
0.21007194,1.043540471
0.21007194,1.044674401
0.21007194,1.045668207
0.21007194,1.046467707
0.21007194,1.047162367
0.21007194,1.047764075
0.21007194,1.048263204
0.21007194,1.04872659
0.21007194,1.049210415
0.21007194,1.049704288
0.21007194,1.050281273
0.21007194,1.05095273
0.21007194,1.051628467
0.21007194,1.052334909
0.21007194,1.053080021
0.21007194,1.053832644
0.21007194,1.054579429
0.21007194,1.055359591
0.21007194,1.056191559
0.21007194,1.057018129
0.21007194,1.057809318
0.21007194,1.058571785
0.21007194,1.059283785
0.21007194,1.059978466
0.21007194,1.060630842
0.21007194,1.06123937
0.21007194,1.061864781
0.21007194,1.062543486
0.21007194,1.063299534
0.21007194,1.06404111
0.21007194,1.064811913
0.21007194,1.065633195
0.21007194,1.066473988
0.21007194,1.067305312
0.21007194,1.068182282
0.21007194,1.06907861
0.21007194,1.070045567
0.21007194,1.071066526
0.21007194,1.072130171
0.21007194,1.073147353
0.21007194,1.074175892
0.21007194,1.075055237
0.21007194,1.075853657
0.21007194,1.07648271
0.21007194,1.07683603
0.21007194,1.076877701
0.21007194,1.076638387
0.21007194,1.076062605
0.21007194,1.075244738
0.21007194,1.074223201
0.21007194,1.07299816
0.21007194,1.071634452
0.21007194,1.070184295
0.21007194,1.068612098
0.21007194,1.066893292
0.21007194,1.065055134
0.21007194,1.063068979
0.21007194,1.060942565
0.21007194,1.058758506
0.21007194,1.056436432
0.21007194,1.054027367
0.21007194,1.051572573
0.21007194,1.049104351
0.21007194,1.046675691
0.21007194,1.04423896
0.21007194,1.04187816
0.21007194,1.039581287
0.21007194,1.037323995
0.21007194,1.035071144
0.21007194,1.032864462
0.21007194,1.03064014
0.21007194,1.02839913
0.21007194,1.026129232
0.21007194,1.02384562
0.21007194,1.021601869
0.21007194,1.019360574
0.21007194,1.017169757
0.21007194,1.01509214
0.21007194,1.013089892
0.21007194,1.01120838
0.21007194,1.009443772
0.21007194,1.007796953
0.21007194,1.006247379
0.21007194,1.004727752
0.21007194,1.003256107
0.21007194,1.001817495
0.21007194,1.000409278
0.21007194,0.999099932
0.21007194,0.997941321
0.21007194,0.996899191
0.21007194,0.995985749
0.21007194,0.995185513
0.21007194,0.994509599
0.21007194,0.993987674
0.21007194,0.993587494
0.21007194,0.993269457
0.21007194,0.993059967
0.21007194,0.992872751
0.21007194,0.992715067
0.21007194,0.992578108
0.21007194,0.992473423
0.21007194,0.992419043
0.21007194,0.992419781
0.21007194,0.992550147
0.21007194,0.992800283
0.21007194,0.993220929
0.21007194,0.993836475
0.21007194,0.994598443
0.21007194,0.99548613
0.21007194,0.996419102
0.21007194,0.997317001
0.21007194,0.998157213
0.21007194,0.998893247
0.21007194,0.999499029
0.21007194,0.99999104
0.21007194,1.000354782
0.21007194,1.000523002
0.21007194,1.000446405
0.21007194,1.000151892
0.21007194,0.999671434
0.21007194,0.999058269
0.21007194,0.998301999
0.21007194,0.99746843
0.21007194,0.996654381
0.21007194,0.995807318
0.21007194,0.994961504
0.21007194,0.994106082
0.21007194,0.993220101
0.21007194,0.992296601
0.21007194,0.99132655
0.21007194,0.990358786
0.21007194,0.989353449
0.21007194,0.988416051
0.21007194,0.987595522
0.21007194,0.986825379
0.21007194,0.986154157
0.21007194,0.98563786
0.21007194,0.985280883
0.21007194,0.985044568
0.21007194,0.984919092
0.21007194,0.984895576
0.21007194,0.98489504
0.21007194,0.984905848
0.21007194,0.984881265
0.21007194,0.984854655
0.21007194,0.984837586
0.21007194,0.984818437
0.21007194,0.984735293
0.21007194,0.984643286
0.210071266,0.984575416
0.210070552,0.98451557
0.210069786,0.984483187
0.210068979,0.98454229
0.210068123,0.984706347
0.210067225,0.984976992
0.210066286,0.985355585
0.210065297,0.985825641
0.210064268,0.986323102
0.210063193,0.9869185
0.210062069,0.987637937
0.210060905,0.988467736
0.210059697,0.989408974
0.210058444,0.990495093
0.21005714,0.99177487
0.210055792,0.99319891
0.210054403,0.994774532
0.210052965,0.996421729
0.210051483,0.998016041
0.210049957,0.999420432
0.210048386,1.000539521
0.210046771,1.001291898
0.210045111,1.001714017
0.210043405,1.001798242
0.210041653,1.001558799
0.21003986,1.000982183
0.21003802,1.000017862
0.210036135,0.998753389
0.210034208,0.997203742
0.210032233,0.995375791
0.210030217,0.993257278
0.210028156,0.99080489
0.21002605,0.988145494
0.210023898,0.985440787
0.210021702,0.982782564
0.210019461,0.980222472
0.210017174,0.977780211
0.210014844,0.975472495
0.210012467,0.973319359
0.210010046,0.971318927
0.210007579,0.969411452
0.210005064,0.967637776
0.210002509,0.965973578
0.209999907,0.964435753
0.209997261,0.963021255
0.209994571,0.961632582
0.209991833,0.960318224
0.209989055,0.959087342
0.209986228,0.957969503
0.209983359,0.956929423
0.209980441,0.956015767
0.209977481,0.955273682
0.209974478,0.954705357
0.20997143,0.954231883
0.209968334,0.953795574
0.209965192,0.953444679
0.20996201,0.953160153
0.209958778,0.952944483
0.209955501,0.952793576
0.20995218,0.952716081
0.209948813,0.952717311
0.209945403,0.952797396
0.209941946,0.952934741
0.209938444,0.953168644
0.209934899,0.953476893
0.209931309,0.953876467
0.209927679,0.95436029
0.209924001,0.954920404
0.209920277,0.955626659
0.209916507,0.956414717
0.209912693,0.957337419
0.209908838,0.958428855
0.209904938,0.959702083
0.209900993,0.96111979
0.209897002,0.96263381
0.209892967,0.964196861
0.209888884,0.965827227
0.209884754,0.967543202
0.209880584,0.969323052
0.209876369,0.971117905
0.209872106,0.972879582
0.209867802,0.974602465
0.20986345,0.976236421
0.209859053,0.977617869
0.209854612,0.978763601
0.209850128,0.979673133
0.209845596,0.980245717
0.209841022,0.980582269
0.209836401,0.980611938
0.209831737,0.980290559
0.209827026,0.979718677
0.209822273,0.978922868
0.209817471,0.97789274
0.209812628,0.976737668
0.209807737,0.975403671
0.209802802,0.973977891
0.209797823,0.972579238
0.209792799,0.97129509
0.209787731,0.970102689
0.20978262,0.969093411
0.20977746,0.968284912
0.209772259,0.96764329
0.209767009,0.967195279
0.209761717,0.966871764
0.209756378,0.966608334
0.209750993,0.966461109
0.209745563,0.966440024
0.209740094,0.966563558
0.209734576,0.96679577
0.209729016,0.967135424
0.209723406,0.967576177
0.209717752,0.968091789
0.209712052,0.968659886
0.209706312,0.969287797
0.209700524,0.969930574
0.209694695,0.970604606
0.209688821,0.971348639
0.209682901,0.972130191
0.209676935,0.972937481
0.209670922,0.97381006
0.209664869,0.974784612
0.209658771,0.975857039
0.209652624,0.977048602
0.209646434,0.978373449
0.209640199,0.979836248
0.209633921,0.981439369
0.2096276,0.983152065
0.209621234,0.985042524
0.209614816,0.987105208
0.20960836,0.989249372
0.209601858,0.991563763
0.209595311,0.994020986
0.20958872,0.996559383
0.209582079,0.999221226
0.209575398,1.001939261
0.209568672,1.004715146
0.2095619,1.007558695
0.209555082,1.01036241
