cm,K,K,K,K,K,K,K,K,K,K,K,K
r,T_1p0D              ,T_1p5D              ,T_2p0D              ,T_2p5D              ,T_3p0D              ,T_3p5D              ,T_rms_1p0D          ,T_rms_1p5D          ,T_rms_2p0D          ,T_rms_2p5D          ,T_rms_3p0D          ,T_rms_3p5D          
0,1356.838427,1315.597001,1157.199691,1038.963385,892.6833906,732.3748839,48.55090878,167.6084855,256.9944447,255.3156959,224.6849925,178.6477535
2,1313.969024,1207.214087,1058.524967,952.127864,827.9599964,699.849371,140.5434076,225.6316902,267.4683756,263.0961624,224.3282471,177.7064787
4,933.8729902,888.434402,830.3753367,762.8740102,691.7152017,619.8307117,269.2645498,272.5813741,265.7996771,249.6649996,211.6411245,165.1435658
6,511.6041062,575.1003809,601.5634585,580.3603986,555.7107728,528.3795166,189.8362901,216.3668534,217.5711314,199.5485301,171.7536388,144.1488016
8,364.9535474,406.1483842,447.0236143,451.0171584,451.6698373,450.8658168,90.19867493,125.0449394,146.8885433,137.5916993,124.8225974,115.3249152
10,322.0162891,336.8271742,361.5552392,370.4665263,380.6958173,390.4832019,46.73359158,61.97174296,85.54973446,87.76425123,85.49279041,86.41499164
12,308.6852836,311.6328098,322.2629806,328.6414972,338.6692026,348.9047283,17.44081014,24.86363861,44.15254381,52.1235256,55.60712968,62.1944545
14,304.3111484,304.4494127,307.2466522,310.3565157,315.5807745,324.6146062,3.439613147,7.909099989,19.64597068,27.96361516,32.88823109,42.29562445
16,302.9307147,302.5498237,302.5783807,302.9048424,304.6525697,309.8874983,0.520830536,1.200364591,6.470200628,11.20962315,16.12827371,24.66690542
18,302.1537615,301.8099471,301.3068386,300.8464371,300.9167065,302.3999613,0.326042443,0.377063388,1.138797483,3.016852774,6.109971038,11.44891956
20,301.5431796,301.2832436,300.8289951,300.3062382,299.9338221,299.9683727,0.262003305,0.290633594,0.284509402,0.426475964,1.660245364,4.007452029
