cm,K,K,K,K,K,K,K,K,K,K,K,K
r,T_1p0D              ,T_1p5D              ,T_2p0D              ,T_2p5D              ,T_3p0D              ,T_3p5D              ,T_rms_1p0D          ,T_rms_1p5D          ,T_rms_2p0D          ,T_rms_2p5D          ,T_rms_3p0D          ,T_rms_3p5D          
0,1151.767109,1177.688169,1112.047984,1005.478099,896.3623594,785.5326231,151.2391027,214.7443065,280.7247201,316.4526881,311.54054,281.1385131
0.5,1154.137092,1161.502329,1096.442343,999.2267765,893.5439348,784.2613325,157.5491254,226.9921135,291.6591428,318.7769642,310.6717667,280.6554666
1,1149.088677,1130.372649,1062.356868,978.2293075,878.6746872,778.1755895,177.9281427,251.461457,308.2672862,323.3739912,309.4577038,279.7260419
1.5,1129.000808,1087.817247,1016.263814,943.8662173,853.2149972,764.8531903,213.2850745,282.7627046,325.0095602,329.7150691,308.2545669,278.8440253
2,1086.216849,1031.832404,965.371008,898.8303829,820.8733139,745.694913,257.4626209,314.6068568,339.2697367,333.7114283,307.3911817,277.6899678
2.5,1022.056059,968.1018745,914.3042784,848.7980233,785.0315226,722.463167,299.541086,338.4528743,347.5761581,334.5764119,303.4139571,274.5870522
3,947.8902775,905.5353103,865.6206098,804.3738127,750.0737998,697.7634437,330.3577896,352.4685434,349.8562214,333.0029731,296.3279315,268.6927526
3.5,874.1434888,849.0265847,819.9379106,766.5853582,718.4809996,673.4429926,345.787454,357.7900058,348.8739599,328.3074659,290.2438212,261.4996755
4,807.925196,798.8853196,778.3501251,731.647822,689.6331679,649.0545947,346.8342903,354.223169,344.6013802,321.078275,286.57039,254.6291244
4.5,752.5954289,754.2920027,740.8586026,697.6422974,661.593039,623.8765489,339.1840199,344.2113724,336.7777082,310.9907528,281.6284221,247.0628214
5,704.0903593,715.7806203,707.0523529,664.2873029,633.0643472,598.3865445,329.7447244,332.9704509,326.6832193,299.3368706,272.8181977,238.322182
5.5,656.5198021,682.1522857,675.3086214,633.3467045,604.6467643,573.2314656,319.7745222,323.4657226,314.4229138,288.4124087,261.9207191,228.5635504
6,607.9625092,650.0048282,645.5113226,605.1595665,577.3541038,548.0946976,307.6780773,315.5551849,302.106664,278.4331616,250.0592476,216.2661091
6.5,559.2180565,614.5693884,617.395146,578.2156775,551.0950224,523.3812029,291.7665856,306.5140361,291.6215871,269.066883,236.9324366,201.5436097
7,512.8881703,575.4963316,590.4856284,553.516539,526.8816998,501.0577176,271.5671794,294.4387945,283.7481985,260.3029197,223.4609533,187.1328952
7.5,467.9246894,534.2940685,563.010024,530.7857617,505.1019546,480.073783,245.463934,278.2796136,277.5137552,250.3231639,210.5910413,172.9487406
8,425.709968,494.4893044,534.5974047,509.201423,484.5906028,460.3201043,213.5833191,258.1766938,269.4438592,238.8158463,198.1706658,158.0442441
8.5,388.0140155,457.9634568,505.9657108,488.2703498,465.025173,441.8539149,178.1286734,235.800964,257.4887769,227.4129754,186.7458855,143.1903069
9,357.9557892,426.3439853,477.3650235,468.7712452,447.3072598,426.073954,142.8550482,213.0403332,242.4477669,216.7965285,177.2108869,131.4778747
