cm,K,K,K,K,K,K,K,K,K,K,K,K
9.5,336.0347158,398.9443133,448.4172166,449.0429072,430.4841466,413.0596789,110.0020632,189.8397473,224.8018852,205.7628731,167.9258704,123.1979872
10,321.7404015,375.5995603,421.2467696,428.3817657,414.5057575,401.146888,81.85181065,164.9987462,205.7393134,193.3644312,158.7936476,116.1932003
10.5,313.4364926,355.4162301,397.1917204,407.7998111,399.646432,389.7285671,58.56409287,136.3723881,186.5485885,180.0803214,150.2739618,110.0394032
11,308.9838159,337.7733037,376.4018353,389.5780768,386.241338,379.3338148,39.72138537,105.3548578,166.5016694,167.3161369,141.6845851,104.3596283
11.5,306.5551633,324.01066,358.2662851,374.4269304,374.0734809,369.7424993,24.83730137,77.41966511,144.8609054,154.462606,132.8352439,97.75914114
12,305.1924753,315.1721668,343.2780862,360.8878201,363.1484994,360.8234844,13.06886566,55.55247533,125.6653959,139.6194205,124.8116691,90.8058021
12.5,304.4048205,309.7290255,332.2524923,348.2950634,353.5728727,352.5950847,4.916658052,37.1107321,111.139488,124.1440549,117.8166397,84.14901467
13,303.9356664,306.4094649,324.4753625,337.9188332,345.3719761,345.1032188,1.358044329,21.2791013,97.36556267,112.2186691,111.3336833,78.10244243
13.5,303.6062431,304.5950593,318.2533801,330.1675632,338.1020295,338.3142031,0.789829231,9.532184844,80.71285099,103.8094892,104.9445033,72.82012994
14,303.3223782,303.7409847,313.0234331,324.2035919,331.440022,332.2943197,0.712833536,3.307880506,62.04586714,96.16881345,97.82423655,67.95202621
14.5,303.0602656,303.3161562,308.9517535,319.3698285,325.5212862,327.2410099,0.666134912,1.345447731,45.10760748,87.94029517,89.28526703,63.61719897
15,302.8160508,303.0330797,306.1085236,315.525057,320.6946085,323.2084215,0.625991878,0.99766113,32.00126768,79.20040425,79.90366128,60.24399253
15.5,302.5873446,302.7898838,304.2702427,312.24727,316.6083183,319.9196424,0.589942232,0.912829867,21.23957228,69.54033128,69.35669001,57.58022967
16,302.3734332,302.5635517,303.1309445,309.248769,312.7743093,317.013393,0.557122466,0.853593133,11.54238088,57.93690452,57.27050012,54.83017685
16.5,302.1726188,302.3503275,302.4796534,306.634106,309.3543416,314.229534,0.527027531,0.800960453,4.279108001,44.32934456,45.33478453,51.16533698
17,301.9843133,302.1491738,302.1539607,304.5569607,306.6033957,311.5523098,0.499271242,0.752565157,1.371436844,30.30499792,34.71325722,45.84144238
17.5,301.8072205,301.9590196,301.9494439,303.0389613,304.4733288,309.0180925,0.473508234,0.707745245,0.937522752,18.16491126,25.20551225,38.83873375
18,301.6405735,301.7799063,301.7758067,302.0466291,302.9513081,306.7814857,0.449581413,0.666354834,0.853093728,9.197076988,17.51588706,31.60866051
18.5,301.4831721,301.6109928,301.613904,301.4880691,301.9491109,305.0337019,0.42735277,0.628129936,0.798573668,3.419014989,11.74530163,25.51665257
19,301.3344025,301.4520809,301.460174,301.2203938,301.2962716,303.8337436,0.406673751,0.592861253,0.751295274,1.044283116,7.022146217,21.2993168
19.5,301.1933006,301.3026053,301.3136907,301.0708288,300.8910665,303.0372613,0.387359596,0.560323022,0.707943128,0.753006554,3.30303553,18.79970322
20,301.0591991,301.1620133,301.1740594,300.9485292,300.6639342,302.4516096,0.369313571,0.530371499,0.667845154,0.695998109,1.268970863,16.97658485
