XO2                    ,eta
0.21007194,0.932428602
0.21007194,0.932548728
0.21007194,0.932757536
0.21007194,0.932872712
0.21007194,0.933279979
0.21007194,0.933586221
0.21007194,0.933746285
0.21007194,0.933876544
0.21007194,0.934130751
0.21007194,0.934569602
0.21007194,0.93487676
0.21007194,0.935232467
0.21007194,0.935482734
0.21007194,0.935829858
0.21007194,0.936151702
0.21007194,0.936444204
0.21007194,0.936775148
0.21007194,0.936845163
0.21007194,0.936916143
0.21007194,0.937050549
0.21007194,0.93719331
0.21007194,0.93731295
0.21007194,0.937399301
0.21007194,0.937907801
0.21007194,0.938359793
0.21007194,0.939085409
0.21007194,0.939937094
0.21007194,0.940783241
0.21007194,0.941755545
0.21007194,0.942795211
0.21007194,0.943711192
0.21007194,0.944624
0.21007194,0.945541533
0.21007194,0.946531689
0.21007194,0.947377746
0.21007194,0.948098664
0.21007194,0.948702052
0.21007194,0.949243336
0.21007194,0.949719459
0.21007194,0.949891024
0.21007194,0.950071927
0.21007194,0.950112786
0.21007194,0.949978517
0.21007194,0.949962781
0.21007194,0.95003413
0.21007194,0.950069024
0.21007194,0.950042911
0.21007194,0.949831996
0.21007194,0.949570086
0.21007194,0.949294536
0.21007194,0.948859768
0.21007194,0.948331593
0.21007194,0.947720665
0.21007194,0.947192007
0.21007194,0.946537018
0.21007194,0.945874962
0.21007194,0.945076017
0.21007194,0.944144348
0.21007194,0.943081995
0.21007194,0.942058296
0.21007194,0.940893904
0.21007194,0.939728428
0.21007194,0.938587045
0.21007194,0.937420263
0.21007194,0.936514835
0.21007194,0.935621548
0.21007194,0.934807818
0.21007194,0.933778371
0.21007194,0.932887147
0.21007194,0.932139472
0.21007194,0.931217439
0.21007194,0.930630428
0.21007194,0.930079558
0.21007194,0.929649228
0.21007194,0.929448117
0.21007194,0.929392818
0.21007194,0.92932124
0.21007194,0.929455612
0.21007194,0.92972311
0.21007194,0.929928308
0.21007194,0.930153825
0.21007194,0.930192174
0.21007194,0.930332942
0.21007194,0.930592501
0.21007194,0.931058866
0.21007194,0.931619707
0.21007194,0.932208403
0.21007194,0.932830117
0.21007194,0.933296641
0.21007194,0.933796288
0.21007194,0.934259382
0.21007194,0.934642853
0.21007194,0.934987864
0.21007194,0.935434804
0.21007194,0.935782311
0.21007194,0.93621059
0.21007194,0.936719545
0.21007194,0.937076231
0.21007194,0.937138698
0.21007194,0.93724509
