Time                   ,Chi_r               
0,0
0.003597122,4.56442E-05
0.007911805,1.77858E-14
0.013084954,1.04766E-14
0.019287584,6.05506E-15
0.026721483,3.68061E-15
0.035634169,2.38627E-15
0.045622833,1.79549E-15
0.055611496,1.46848E-15
0.06560016,1.19722E-15
0.075588824,9.74715E-16
0.085577487,8.02608E-16
0.095566151,6.49575E-16
0.105554814,5.06385E-16
0.115543478,3.71698E-16
0.125532142,2.53406E-16
0.135520805,1.79112E-16
0.145509469,1.37145E-16
0.155498133,1.15094E-16
0.165486796,1.04862E-16
0.17547546,0.336432222
0.185464124,0.329697941
0.195452787,0.3245955
0.205441451,0.322231779
0.215430115,0.318572035
0.225418778,0.3073448
0.235407442,0.279195389
0.245396105,0.239019229
0.255384769,0.203637821
0.265373433,0.175971809
0.275362096,0.156813754
0.285123745,0.142858802
0.293969667,0.131210841
0.30224037,0.121835306
0.310149056,0.112635158
0.31777483,0.104128134
0.325011654,0.096577934
0.331624085,0.090311429
0.337758613,0.084605189
0.343521581,0.079417364
0.349025693,0.326050831
0.35435327,0.312344653
0.359632414,0.301337021
0.364799861,0.292582572
0.369838122,0.281781394
0.374753368,0.273788615
0.379576357,0.264943311
0.384215337,0.25602087
0.3887054,0.24309087
0.393072156,0.234462299
0.401560535,0.220002523
0.405707009,0.216742574
0.409754844,0.213725904
0.41367478,0.209174531
0.421240861,0.197545492
0.424874797,0.193023302
0.428429672,0.1898276
0.43517169,0.321578778
0.441456256,0.30780096
0.444457272,0.300758464
0.450188467,0.285727517
0.455647684,0.272457386
0.460892596,0.2609555
0.465947566,0.255954201
0.470825946,0.249807884
0.475529483,0.24496609
0.480069163,0.239491927
0.484437709,0.233993218
0.490837584,0.308006342
0.494945477,0.294652291
0.50064014,0.275146892
0.50437745,0.268382266
0.509688166,0.276989812
0.514804326,0.275952682
0.519928685,0.294178671
0.524793224,0.316993164
0.529417832,0.321469928
0.535402724,0.3307886
0.539933228,0.342572578
0.544624485,0.348472112
0.549473545,0.354039341
0.555748263,0.321886375
0.56031898,0.343950254
0.564868875,0.365395893
0.569454339,0.379278269
0.575604322,0.385397504
0.580464602,0.385251508
0.585527983,0.316460136
0.590529417,0.316434501
