cm,K,m/s,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol
z,T_CL,w_CL,T_CL_RMS,w_CL_RMS,X_O2,X_CO2,X_FUEL,X_H2O,X_N2
0,343,0.0049864,0,0.000109545,0.013466051,0.018148831,0.783596041,0.024198441,0.160590637
4,1351.85536,0.75346662,38.18330976,0.251777939,0.041397064,0.087563569,0.050071262,0.116751426,0.704216679
8,1392.466299,1.4850766,51.80975373,0.310793728,0.047129391,0.086463658,0.032252743,0.115284877,0.718869331
12,1422.692885,2.12981916,72.22963462,0.400967608,0.049564711,0.086289498,0.022201238,0.115052663,0.72689189
16,1421.422481,2.60482701,105.621959,0.488989014,0.054831366,0.084208871,0.015085349,0.112278494,0.73359592
20,1382.62627,2.94185707,141.5673552,0.571641091,0.064221836,0.079597124,0.010107957,0.106129498,0.739943585
24,1314.981168,3.16287733,172.9538981,0.647563746,0.076690978,0.073110148,0.006595513,0.097480198,0.746123162
28,1231.497908,3.30433638,194.768657,0.703221431,0.090412553,0.065798548,0.004203963,0.087731398,0.751853539
32,1143.085172,3.38977566,207.3556022,0.752212791,0.103924209,0.058504316,0.002662284,0.078005754,0.756903436
36,1056.763701,3.42702157,214.350637,0.812896519,0.116416638,0.051705887,0.001695427,0.068941183,0.761240865
40,977.8307988,3.43418056,215.550336,0.880052402,0.127405206,0.045696275,0.001083293,0.060928367,0.764886858
44,909.9079424,3.42460594,210.7512668,0.949748213,0.136604889,0.040650376,0.000695103,0.054200502,0.76784913
48,851.0240252,3.40857842,201.1256716,1.001684,0.144405874,0.03636202,0.000448609,0.048482693,0.770300804
52,799.2763591,3.3840883,189.4532365,1.047880524,0.151121939,0.032663206,0.000291426,0.043550941,0.772372488
56,753.8052714,3.35694977,176.9405674,1.068804047,0.156920493,0.029465767,0.000188559,0.039287689,0.774137493
60,713.92678,3.33310257,164.3803072,1.07409384,0.161920471,0.026705526,0.000122148,0.035607368,0.775644487
64,679.1213733,3.30508136,152.7554697,1.07188694,0.166213659,0.024333207,7.98E-05,0.032444276,0.776929091
68,648.6655599,3.28115254,142.3697322,1.065796433,0.169915599,0.022286376,5.23E-05,0.029715168,0.778030564
72,621.3781693,3.24711431,132.882874,1.058363249,0.17319144,0.020474056,3.42E-05,0.027298742,0.779001516
76,596.7777665,3.21477547,124.3032196,1.059891373,0.176112383,0.018857324,2.25E-05,0.025143099,0.779864723
80,574.5794968,3.17533646,116.0524628,1.054329132,0.178725064,0.017411022,1.47E-05,0.023214696,0.780634488
84,554.34722,3.13376802,108.3969029,1.060682208,0.181084802,0.016104478,9.78E-06,0.021472638,0.781328304
88,536.125173,3.08328387,102.3069913,1.075142838,0.183189777,0.014938662,6.63E-06,0.019918216,0.781946719
92,519.8821173,3.04495528,96.78266243,1.083693726,0.185056571,0.013904448,4.51E-06,0.018539265,0.782495209
96,505.1485431,3.00074177,91.48940275,1.080160606,0.186741133,0.01297096,3.04E-06,0.017294613,0.782990252
100,491.5330589,2.96414929,86.50254303,1.077898587,0.188290905,0.012111871,2.03E-06,0.016149161,0.78344603
104,478.755392,2.91930989,81.66160825,1.064441557,0.189739718,0.011308495,1.35E-06,0.015077993,0.78387244
108,466.9601122,2.88143382,76.96980267,1.055128966,0.191072732,0.010569204,9.01E-07,0.014092272,0.78426489
112,456.180137,2.83775043,72.68072871,1.049503482,0.192285161,0.009896766,5.98E-07,0.013195688,0.784621786
116,446.3913507,2.79759708,68.70819789,1.048120862,0.193381903,0.009288393,3.98E-07,0.012384523,0.784944783
120,437.5527204,2.75163105,64.99592646,1.047063356,0.194369118,0.008740632,2.65E-07,0.011654176,0.785235809
124,429.5937353,2.71857805,61.66318428,1.03503273,0.195255261,0.008248908,1.78E-07,0.010998544,0.785497111
128,422.2369417,2.67822379,58.78863397,1.024769644,0.196071247,0.00779607,1.19E-07,0.01039476,0.785737804
132,415.4489019,2.64121661,55.88401711,1.008314678,0.19682236,0.007379315,7.83E-08,0.009839087,0.78595916
136,409.1527569,2.60189504,53.04625039,0.996060538,0.197517411,0.006993483,5.20E-08,0.009324644,0.786164411
140,403.2898097,2.56506924,50.50719621,0.97839364,0.198162735,0.00663505,3.49E-08,0.008846734,0.786355446
144,397.8294479,2.51588917,48.49115467,0.979651043,0.198762238,0.006301944,2.34E-08,0.008402593,0.786533201
148,392.8104762,2.47144259,46.56817259,0.98649879,0.199313048,0.005995823,1.57E-08,0.007994431,0.786696683
152,388.2276001,2.43624461,44.61311081,0.98403611,0.199815954,0.005716331,1.05E-08,0.007621774,0.786845931
156,384.0163828,2.41332104,42.63175321,0.951201089,0.200277994,0.005459528,6.96E-09,0.007279371,0.7869831
160,380.1051593,2.38602685,40.57542541,0.929601297,0.200706728,0.005221216,4.62E-09,0.006961622,0.787110429
164,376.4098741,2.35597594,38.50644792,0.916247794,0.201111331,0.004996272,3.10E-09,0.006661697,0.787230697
168,373.1070805,2.32692138,36.45773856,0.900646083,0.201472323,0.004795606,2.10E-09,0.006394141,0.787337928
172,370.009677,2.29814181,34.65420552,0.892002934,0.20180985,0.004607979,1.42E-09,0.006143972,0.787438197
176,366.9862953,2.26049441,33.0783479,0.892365436,0.202138638,0.004425216,9.63E-10,0.005900288,0.787535856
180,364.1131839,2.23260111,31.70189724,0.887384745,0.202450289,0.004251966,6.58E-10,0.005669288,0.787628456
184,361.5750126,2.20677545,30.40446204,0.875305056,0.202725348,0.00409906,4.54E-10,0.005465413,0.787710178
188,359.2175606,2.19821563,29.10842173,0.85148888,0.20298066,0.003957105,3.14E-10,0.00527614,0.787786095
192,357.0050866,2.18028201,27.77401323,0.831396544,0.203220165,0.003823911,2.16E-10,0.005098548,0.787857376
196,354.7103453,2.1688011,26.56250678,0.812008776,0.203468302,0.003685878,1.48E-10,0.004914504,0.787931316
200,352.4176402,2.13839536,25.44006008,0.808479385,0.203716,0.003548081,1.01E-10,0.004730775,0.788005144
204,350.1908515,2.10885328,24.37541918,0.808035594,0.203956689,0.003414188,6.89E-11,0.004552251,0.788076871
208,348.1429448,2.07889395,23.3953442,0.798770817,0.204177922,0.003291095,4.72E-11,0.004388126,0.788142857
212,346.3197471,2.05884967,22.4740484,0.789843388,0.204374765,0.00318155,3.27E-11,0.004242067,0.788201617
