cm,K,m/s,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol
z,T_CL,w_CL,T_CL_RMS,w_CL_RMS,X_O2,X_CO2,X_FUEL,X_H2O,X_N2
0,343,0.0112661,0,0.000444072,0.000839567,0.024261455,0.740680375,0.048525601,0.185693003
1.829268293,886.5044861,0.25475132,100.7779953,0.112268418,0.003185107,0.052253177,0.501789773,0.104506354,0.33826559
3.658536585,1206.89185,0.616740393,113.7001068,0.174071721,0.006570245,0.065574748,0.278868454,0.131149496,0.517837058
5.487804878,1309.574563,1.029524455,103.1362977,0.24302617,0.010199079,0.069591389,0.219337109,0.139182778,0.561689645
7.317073171,1365.039821,1.44145364,92.21511666,0.324106438,0.013810433,0.071325759,0.18390038,0.142651518,0.58831191
9.146341463,1397.716608,1.815825007,85.14948939,0.41128079,0.017649613,0.071940514,0.159158984,0.143881028,0.607369861
10.97560976,1417.726221,2.151714485,84.89877259,0.501077611,0.021847674,0.071904446,0.139556548,0.143808891,0.622882442
12.80487805,1429.037441,2.442605093,93.14151092,0.591776604,0.026434559,0.071419887,0.122821791,0.142839774,0.636483989
14.63414634,1433.14142,2.691417912,109.9499682,0.680513541,0.031352915,0.070586472,0.108180071,0.141172944,0.648707598
16.46341463,1430.900521,2.899064631,133.7791001,0.765606116,0.036522435,0.069469173,0.095330191,0.138938346,0.659739855
18.29268293,1423.127867,3.073316962,160.9536322,0.845143096,0.041899592,0.068118009,0.083952237,0.136236017,0.669794145
20.12195122,1410.470177,3.21995713,188.6962753,0.919157813,0.047457836,0.066565148,0.073834236,0.133130296,0.679012484
21.95121951,1393.430669,3.343086778,215.5221751,0.988838378,0.053170994,0.064835182,0.064842398,0.129670364,0.687481062
23.7804878,1372.478657,3.445913927,240.8284375,1.054047087,0.059008369,0.062953317,0.056857144,0.125906634,0.695274536
25.6097561,1348.152917,3.531214096,264.4153329,1.114600378,0.064928274,0.060947887,0.049778716,0.121895775,0.702449348
27.43902439,1321.136551,3.601583508,286.0195031,1.169744444,0.070877583,0.058852212,0.043509921,0.117704425,0.709055858
29.26829268,1292.177894,3.659434289,305.299712,1.218835588,0.076794342,0.05670312,0.037958202,0.11340624,0.715138096
31.09756098,1261.890593,3.706594265,322.0908038,1.262349189,0.082620538,0.054533514,0.033052883,0.109067029,0.720726036
32.92682927,1230.641862,3.743747936,336.4840867,1.300527433,0.088325656,0.052362814,0.028735598,0.104725627,0.725850305
34.75609756,1198.999212,3.772772399,348.5031604,1.332535254,0.093849815,0.050221796,0.024967836,0.100443593,0.73051696
36.58536585,1167.519716,3.794684074,358.2244202,1.35921951,0.09914522,0.048137323,0.021694177,0.096274645,0.734748635
38.41463415,1136.632091,3.810964039,366.1770635,1.381997204,0.104205548,0.046123425,0.018795663,0.092246849,0.738628516
40.24390244,1106.556586,3.822395082,372.4336279,1.400968441,0.109020706,0.044189007,0.016234129,0.088378013,0.742178145
42.07317073,1077.268154,3.829773777,376.9846074,1.416249135,0.113602222,0.042331243,0.013983081,0.084662485,0.74542097
