cm,K,m/s,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol
z,T_CL,w_CL,T_CL_RMS,w_CL_RMS,X_O2,X_CO2,X_FUEL,X_H2O,X_N2
0,338,0.013684845,0,0.000163341,0.003212692,0.008265053,0.97199215,0.016530105,0
8,1469.84688,1.081521998,77.15623819,0.419019594,0.038658,0.084617023,0.084997659,0.169234045,0.622493273
16,1505.732113,2.152727609,126.4761084,0.542640834,0.049245998,0.083433418,0.044872201,0.166866837,0.655581546
24,1481.586872,3.033931533,180.8525013,0.718827463,0.060023726,0.07965337,0.02625618,0.15930674,0.674759985
32,1417.189632,3.688177499,227.06577,0.897393658,0.072861526,0.073810667,0.015650015,0.147621333,0.690056459
40,1329.122648,4.121273525,257.8532511,1.057650473,0.086969757,0.066765209,0.009382044,0.133530418,0.703352571
48,1233.673431,4.406360846,271.5890574,1.183496266,0.100891268,0.059529279,0.005644359,0.119058557,0.714876538
56,1141.241689,4.587802157,271.8932314,1.283802808,0.113662256,0.05275401,0.003403256,0.105508021,0.724672457
64,1056.87333,4.703419812,264.251035,1.372615078,0.12485256,0.046744776,0.002066198,0.093489552,0.732846915
72,981.4782814,4.769219138,253.1244982,1.451518724,0.134517879,0.041513206,0.001267015,0.083026411,0.739675489
80,915.1191716,4.800605255,240.4805143,1.515220082,0.142779885,0.037017758,0.00078577,0.074035517,0.745381069
88,857.5852663,4.811534705,227.4989287,1.567661451,0.14976341,0.033204627,0.000492296,0.066409254,0.750130412
96,807.8228907,4.80842076,214.6467393,1.612780088,0.15567607,0.029968228,0.000310576,0.059936457,0.754108669
104,764.3829423,4.797400857,201.7157885,1.643258925,0.160751485,0.027185036,0.000196674,0.054370072,0.757496732
112,726.5948465,4.782913598,188.9053887,1.66245598,0.165101045,0.024796638,0.000125392,0.049593276,0.76038365
120,693.7960814,4.766671595,176.4373105,1.675909586,0.168826733,0.022748805,8.06E-05,0.045497611,0.762846233
128,665.1329774,4.750522359,164.7210648,1.67734468,0.172038967,0.020981895,5.23E-05,0.04196379,0.764963034
136,639.9516497,4.734336516,154.2365243,1.676373348,0.174822219,0.01945009,3.44E-05,0.03890018,0.76679314
144,617.593054,4.713192642,144.9795667,1.674989594,0.177261969,0.018106774,2.28E-05,0.036213549,0.768394956
152,597.3968524,4.686295075,136.8360576,1.674651306,0.179441161,0.016906503,1.51E-05,0.033813005,0.769824249
160,578.9593542,4.655415761,129.6336873,1.677398959,0.181411567,0.015820905,1.00E-05,0.03164181,0.7711157
168,562.0748846,4.61971503,123.116406,1.685463004,0.18320089,0.014834833,6.63E-06,0.029669667,0.772287975
176,546.595855,4.581342049,117.1169747,1.694844866,0.184829531,0.013937111,4.37E-06,0.027874223,0.773354764
184,532.3601111,4.542873475,111.5448634,1.697992255,0.186316897,0.013117098,2.88E-06,0.026234196,0.774328931
192,519.1588005,4.501647954,106.0755759,1.700805137,0.18768933,0.012360343,1.89E-06,0.024720686,0.775227751
200,506.8776682,4.464092029,100.5619507,1.694707131,0.188960644,0.011659266,1.24E-06,0.023318532,0.776060323
