cm,K,m/s,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol
96,558.9597058,3.243258445,122.2441072,1.254730913,0.177226904,0.020050233,2.60E-05,0.020050233,0.782646638
100,542.3771688,3.212659082,114.6899321,1.235689087,0.179373831,0.018743539,1.80E-05,0.018743539,0.783121097
104,527.1268296,3.177145575,107.7257928,1.226491966,0.181335582,0.017549086,1.24E-05,0.017549086,0.783553845
108,513.2565742,3.133253611,101.3803359,1.230889713,0.183109161,0.016468907,8.56E-06,0.016468907,0.78394447
112,500.4429373,3.093447723,95.54366407,1.229929742,0.184738498,0.015476454,5.91E-06,0.015476454,0.784302681
116,488.5418073,3.053008281,89.82434873,1.225916169,0.186245848,0.01455825,4.09E-06,0.01455825,0.784633564
120,477.7051208,3.015471528,84.09038348,1.216319368,0.187613946,0.013724737,2.82E-06,0.013724737,0.784933756
124,467.6683299,2.978146592,78.58148706,1.202530129,0.188875898,0.012955722,1.95E-06,0.012955722,0.785210707
128,458.1073031,2.939712785,73.56927219,1.183766586,0.190072296,0.012226415,1.34E-06,0.012226415,0.785473532
132,449.0764243,2.902572056,69.18960328,1.159080211,0.191196851,0.01154063,9.21E-07,0.01154063,0.785720969
136,440.5596187,2.856363473,65.49884241,1.147097908,0.192252708,0.010896689,6.36E-07,0.010896689,0.785953278
140,432.6250633,2.813702965,62.35047312,1.143132572,0.193232567,0.01029902,4.38E-07,0.01029902,0.786168954
144,425.1291868,2.771025571,59.45145516,1.13549823,0.194155985,0.009735715,3.04E-07,0.009735715,0.786372282
148,418.3514231,2.733293162,56.85217299,1.114557588,0.194989179,0.009227517,2.09E-07,0.009227517,0.786555578
152,412.1574505,2.693866705,54.27364383,1.098389841,0.195749693,0.008763612,1.43E-07,0.008763612,0.78672294
156,406.3702373,2.657774804,52.19535062,1.079274138,0.196457951,0.008331465,9.91E-08,0.008331465,0.786879021
160,401.0744996,2.622618015,50.03918211,1.061131387,0.197105515,0.007936267,6.90E-08,0.007936267,0.787021883
164,396.1926986,2.590363266,47.91878424,1.043772379,0.197701313,0.007572544,4.81E-08,0.007572544,0.787153551
168,391.7062383,2.555426016,45.84925895,1.025546666,0.198248159,0.007238669,3.35E-08,0.007238669,0.787274469
172,387.4891241,2.520908952,43.79379298,1.005820186,0.198761373,0.006925306,2.28E-08,0.006925306,0.787387992
176,383.3863865,2.479744619,41.73900378,0.991245549,0.199260204,0.006620758,1.51E-08,0.006620758,0.787498265
180,379.5156822,2.442427543,39.61681409,0.969230261,0.199730812,0.00633347,9.94E-09,0.00633347,0.787602238
184,375.9115812,2.407344338,37.447515,0.945324158,0.200168837,0.00606607,6.50E-09,0.00606607,0.787699016
188,372.4380753,2.367518123,35.3098392,0.929069075,0.20059046,0.005808679,4.26E-09,0.005808679,0.787792178
192,369.0521626,2.327877847,33.2709476,0.913591923,0.201000816,0.005558152,2.79E-09,0.005558152,0.787882877
196,365.7072532,2.285204527,31.44585225,0.904687135,0.201405405,0.005311118,1.83E-09,0.005311118,0.787972358
200,362.3000212,2.245095332,29.80590633,0.889758454,0.20181669,0.005060016,1.20E-09,0.005060016,0.788063277
