cm,K,m/s,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol
z,T_CL,w_CL,T_CL_RMS,w_CL_RMS,X_O2,X_CO2,X_FUEL,X_H2O,X_N2
0,343,0.0030929,0,0.00016421,0.008478451,0.056735457,0.471723387,0.0756444,0.387418304
1.829268293,1101.306051,0.320996204,56.69120439,0.113681922,0.018141726,0.097303908,0.184436389,0.129738543,0.570379434
3.658536585,1445.404917,0.711942342,61.57186426,0.160735447,0.023376764,0.097196826,0.052918532,0.129595769,0.696912108
5.487804878,1479.371728,1.113751766,65.36402389,0.210018703,0.029172691,0.095456304,0.040298202,0.127275072,0.707797731
7.317073171,1490.611268,1.502887436,84.09996472,0.272547167,0.034756947,0.093301848,0.032245417,0.124402464,0.715293324
9.146341463,1487.696264,1.844301004,110.8051252,0.341161312,0.040655585,0.090728315,0.026299788,0.120971087,0.721345225
10.97560976,1475.831223,2.138786016,141.833716,0.411730487,0.046771993,0.087894853,0.021552874,0.117193138,0.726587142
12.80487805,1456.830432,2.386014958,174.252988,0.484000877,0.053050676,0.084868125,0.017695664,0.1131575,0.731228035
14.63414634,1431.84375,2.590542538,205.7056124,0.555685823,0.059455296,0.081689666,0.014544158,0.108919554,0.735391326
16.46341463,1401.922923,2.75773062,234.4396433,0.624058825,0.065907777,0.078414295,0.011998171,0.104552394,0.739127362
18.29268293,1368.498911,2.895477183,259.427506,0.688627735,0.072357681,0.075087125,0.009909788,0.100116166,0.74252924
20.12195122,1332.58493,3.009363383,280.6481577,0.748654418,0.078768699,0.071740267,0.008176091,0.095653689,0.745661255
21.95121951,1295.004649,3.103974836,298.1396822,0.804332836,0.085088854,0.068409531,0.00673617,0.091212709,0.748552736
23.7804878,1256.520985,3.182654212,311.9052402,0.856234078,0.091264781,0.065130162,0.005540633,0.086840215,0.751224209
25.6097561,1217.722358,3.247677014,322.178961,0.904562463,0.09726135,0.061926513,0.004547355,0.082568684,0.753696098
27.43902439,1179.10598,3.300796756,329.2792023,0.948976763,0.103049996,0.058818431,0.003721869,0.078424574,0.75598513
29.26829268,1141.062763,3.343436517,333.4689661,0.98937454,0.108608549,0.055821262,0.003037607,0.074428349,0.758104233
31.09756098,1103.766631,3.376712725,335.0246156,1.026185422,0.113936263,0.052937874,0.002473131,0.070583832,0.7600689
32.92682927,1067.25516,3.401882513,334.3810371,1.05899548,0.119046712,0.050163136,0.002008312,0.066884181,0.761897659
34.75609756,1031.675805,3.420383552,331.9517622,1.08765058,0.123930693,0.047503769,0.001629084,0.063338358,0.763598096
36.58536585,997.4185891,3.432919886,327.9523673,1.113707595,0.128548375,0.044983086,0.001324719,0.059977448,0.765166372
38.41463415,964.4284645,3.440076463,322.6982646,1.137062044,0.132930894,0.042586217,0.001075466,0.056781623,0.7666258
40.24390244,932.5548627,3.442473533,316.4026625,1.157323659,0.137109156,0.040297179,0.000870897,0.053729572,0.767993196
42.07317073,901.9307307,3.440459945,309.0774174,1.175057127,0.141078561,0.038119448,0.000703162,0.05082593,0.769272899
43.90243902,872.7310586,3.434266085,300.7878267,1.190576095,0.144825709,0.036061239,0.000565909,0.048081652,0.77046549
45.73170732,844.9819553,3.424698266,291.788675,1.203043267,0.148351374,0.034122706,0.000453989,0.045496942,0.771574989
47.56097561,818.6076179,3.41255199,282.4092405,1.212158443,0.151667552,0.032297641,0.000363238,0.043063521,0.772608047
49.3902439,793.5653155,3.397787631,272.8922948,1.219307128,0.154783211,0.030581515,0.00029011,0.040775354,0.77356981
51.2195122,769.8624003,3.380144407,263.4076373,1.225452434,0.157701545,0.028972998,0.000231378,0.038630663,0.774463416
53.04878049,747.5060527,3.360530965,254.0162205,1.229627275,0.160427292,0.027469665,0.000184213,0.03662622,0.775292609
54.87804878,726.6178845,3.3391552,244.722084,1.2322351,0.162949034,0.026078201,0.000147116,0.034770935,0.776054714
56.70731707,706.971731,3.316572168,235.4573074,1.232979291,0.165303203,0.02477856,0.000117169,0.03303808,0.776762988
58.53658537,688.4093411,3.293559801,226.1014734,1.231117686,0.16751442,0.023557241,9.30E-05,0.031409654,0.777425719
60.36585366,670.8570401,3.26948515,216.654995,1.227842153,0.169593083,0.022408872,7.35E-05,0.029878496,0.778046024
62.19512195,654.2203921,3.244609864,207.3160275,1.224196798,0.171549949,0.021327546,5.80E-05,0.028436728,0.778627812
