cm,K,m/s,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol
z,T_CL,w_CL,T_CL_RMS,w_CL_RMS,X_O2,X_CO2,X_FUEL,X_H2O,X_N2
0,338,0.013898851,0,1.43E-06,0.002436303,0.000921627,0.994798817,0.001843253,0
19.999975,1024.232518,1.48216237,137.277413,0.81552657,0.127089665,0.044092471,0.015038915,0.088184943,0.725594006
39.999975,932.3160957,2.741272648,142.8276967,0.907584831,0.140626963,0.037722731,0.005582775,0.075445462,0.740622069
60.000025,810.4534872,3.323275023,142.8961633,1.048855925,0.155555891,0.029854684,0.002380385,0.059709369,0.752499671
79.999975,711.5904143,3.656198783,127.0491916,1.124315738,0.167009246,0.023676634,1.14E-03,0.047353269,0.760823091
99.999975,636.5606129,3.828510392,111.3108778,1.193291969,0.175357097,0.01913368,5.63E-04,0.038267361,0.766678718
119.999975,579.9881055,3.920204987,98.31100554,1.280973198,0.181442985,0.015804517,0.00028647,0.031609034,0.770856994
139.999975,536.9249722,3.96262242,86.46094989,1.304648289,0.185972033,0.013318415,0.000154333,0.026636831,0.773918387
159.999975,504.5483982,3.985633832,76.57458917,1.340569136,0.189316958,0.011477877,9.02364E-05,0.022955754,0.776159174
179.999975,478.7351477,3.973144663,69.07546496,1.402324086,0.191944946,0.010029599,5.55633E-05,0.020059197,0.777910695
199.999975,458.0820724,3.98273735,62.97699326,1.411608926,0.194025038,0.008882234,3.49869E-05,0.017764469,0.779293272
