cm,K,m/s,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol
z,T_CL,w_CL,T_CL_RMS,w_CL_RMS,X_O2,X_CO2,X_FUEL,X_H2O,X_N2
0,338,0.01340419,3.23688E-05,4.12E-05,0.000937317,0.010262248,0.968275939,0.020524496,0
2,825.797843,-0.021807957,140.5377923,0.111195435,0.00481431,0.052264156,0.525527735,0.104528313,0.312865485
4,1034.224002,0.074424472,171.5294496,0.178568792,0.008656951,0.067774799,0.373222584,0.135549599,0.414796067
6,1112.672069,0.280085383,183.3358874,0.23049288,0.01198099,0.071967565,0.321172626,0.143935131,0.450943688
8,1165.658802,0.54634133,186.2239394,0.286364242,0.014849557,0.074533772,0.285344574,0.149067544,0.476204553
10,1204.69392,0.830560485,186.5157402,0.344678424,0.017344853,0.076234999,0.258767395,0.152469998,0.495182754
12,1233.72448,1.121061754,185.6298182,0.408322575,0.019766852,0.077319665,0.237866433,0.15463933,0.51040772
14,1254.922509,1.408192736,184.1004109,0.475277775,0.022245592,0.077926486,0.220824076,0.155852972,0.523150873
16,1270.716266,1.68801629,183.492249,0.543747313,0.024718488,0.078230014,0.206430085,0.156460029,0.534161383
18,1283.29805,1.954693102,184.9391607,0.615020911,0.027130172,0.078370348,0.193737508,0.156740696,0.544021276
20,1293.459053,2.208815871,187.4948705,0.684937047,0.029542676,0.078369881,0.18225764,0.156739762,0.553090041
22,1301.084274,2.447481562,190.5247939,0.75581208,0.03201231,0.078219773,0.171798876,0.156439546,0.561529495
24,1306.229502,2.67163037,194.1600601,0.824644298,0.034594385,0.077916094,0.162131669,0.155832188,0.569525664
26,1308.877676,2.879226681,199.1878143,0.895949167,0.037326245,0.077454004,0.153120401,0.154908008,0.577191342
28,1309.434937,3.073098631,205.7592244,0.964281742,0.040142927,0.076871963,0.144741826,0.153743926,0.584499358
30,1308.720664,3.253150363,213.1038205,1.031731321,0.042964407,0.076224949,0.136901991,0.152449898,0.591458755
32,1307.252158,3.41995731,220.7749796,1.098280454,0.045737322,0.075549992,0.129534673,0.151099983,0.59807803
34,1304.956273,3.575270261,228.9352821,1.163239354,0.048465461,0.074846836,0.122624108,0.149693672,0.604369923
36,1301.706863,3.718997573,237.2284281,1.227562861,0.051177147,0.07410257,0.116147378,0.14820514,0.610367765
38,1297.499613,3.853731256,245.181561,1.288309617,0.05389694,0.073310411,0.110045864,0.146620822,0.616125963
40,1292.403475,3.979026661,252.8825341,1.347242196,0.056622469,0.072475133,0.104289572,0.144950265,0.621662561
42,1286.417175,4.096408658,260.2989372,1.403460057,0.059351592,0.071598973,0.098869108,0.143197947,0.626982381
44,1279.309688,4.20571389,267.6669202,1.456821703,0.062108282,0.070669456,0.093778716,0.141338913,0.632104633
46,1271.086568,4.308013094,275.0656575,1.507532632,0.064891304,0.069688667,0.089006556,0.139377334,0.63703614
48,1262.002682,4.402950995,282.5326757,1.556254565,0.067679638,0.068673401,0.084506498,0.137346801,0.641793662
50,1252.12456,4.491423448,290.2478362,1.60275605,0.070476054,0.067626072,0.080244903,0.135252144,0.646400827
52,1241.375085,4.573357854,298.3558796,1.647361431,0.073300568,0.066538993,0.076193114,0.133077987,0.650889337
