cm,K,m/s,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol
z,T_CL,w_CL,T_CL_RMS,w_CL_RMS,X_O2,X_CO2,X_FUEL,X_H2O,X_N2
0,338,0.013533361,0,0.000135105,0.000794895,0.027692729,0.916126917,0.055385459,0
4,1077.091536,0.257704349,138.1224777,0.196397373,0.00592336,0.073517927,0.336613393,0.147035854,0.436909467
8,1276.453341,0.787568855,141.234532,0.282285449,0.013217827,0.082958043,0.220330895,0.165916087,0.517577147
12,1366.243299,1.366726461,131.8156348,0.379131334,0.01907113,0.085982217,0.166341846,0.171964434,0.556640373
16,1412.642386,1.954501987,126.5748593,0.490676331,0.024067084,0.086912135,0.134527556,0.173824269,0.580668957
20,1436.885145,2.49070681,130.3677961,0.614554169,0.029040661,0.086724288,0.112477004,0.173448576,0.598309471
24,1448.040265,2.972690904,142.8920851,0.738229392,0.034052331,0.085904501,0.095704923,0.171809002,0.612529242
28,1450.210323,3.398380127,161.7018303,0.861026126,0.039188144,0.084645097,0.082140317,0.169290194,0.624736249
32,1445.644299,3.7674602,183.6965067,0.982054035,0.044458519,0.083058236,0.070764422,0.166116471,0.635602352
36,1434.979321,4.08474427,206.8922063,1.097607629,0.049872826,0.081189864,0.061135517,0.162379728,0.645422065
40,1418.47477,4.354817683,230.2760775,1.206783056,0.055477549,0.079051079,0.052936539,0.158102158,0.654432675
44,1397.128927,4.584272704,253.1150009,1.307842098,0.06121585,0.076702084,0.045918072,0.153404168,0.662759825
48,1371.874339,4.778820409,275.0374529,1.401664827,0.06703246,0.07419583,0.039885712,0.148391661,0.670494336
52,1343.494167,4.943053148,295.5654879,1.488687824,0.072884801,0.071573683,0.034684679,0.143147366,0.67770947
56,1312.811875,5.080301603,314.3491147,1.571518303,0.078705835,0.068886724,0.030192732,0.137773448,0.684441262
60,1280.39779,5.195279764,331.1992325,1.648664458,0.084470157,0.066161279,0.02630303,0.132322558,0.690742977
64,1246.832491,5.289815001,345.8752551,1.721068948,0.090148992,0.063423736,0.022924177,0.126847472,0.696655622
68,1212.85454,5.365469531,358.1055729,1.788594947,0.095695843,0.060710857,0.019960393,0.121421714,0.702211193
72,1179.046849,5.426549956,367.8831937,1.848112746,0.101071096,0.05805304,0.017337966,0.11610608,0.707431817
76,1145.699485,5.474490375,375.4244143,1.902157278,0.106259738,0.055464341,0.015006551,0.110928682,0.712340688
80,1112.990685,5.511222547,380.8996563,1.950550075,0.111258823,0.052951483,0.01292212,0.105902967,0.716964607
84,1080.879998,5.537925534,384.357655,1.994069419,0.116088055,0.050507019,0.011054297,0.101014039,0.721336589
88,1049.449925,5.556375205,385.9233992,2.031227519,0.120736534,0.048138324,0.009401085,0.096276648,0.725447409
92,1018.803084,5.567015236,385.8300009,2.063322183,0.125181561,0.045857385,0.007951697,0.09171477,0.729294587
96,988.6606911,5.568778541,384.1525522,2.090487487,0.129471543,0.043640146,0.006679679,0.087280291,0.732928342
100,959.088125,5.564524025,380.9121264,2.111879235,0.133614541,0.041486002,0.005568498,0.082972005,0.736358954
104,930.4358227,5.55543792,376.1850838,2.128479199,0.137569803,0.039418181,0.004605462,0.078836362,0.739570191
108,902.8541492,5.541950504,370.0775166,2.141521411,0.141322462,0.037446053,0.003780817,0.074892105,0.742558563
112,876.4267441,5.525582916,362.6972471,2.147809414,0.144865448,0.035574455,0.003086397,0.07114891,0.745324791
