cm,K,m/s,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol
118,459.0071294,2.604462783,108.0637379,1.291365224,0.189980234,0.012237017,2.37E-06,0.012237016,0.785543366
120,454.0352679,2.587722438,104.6270278,1.270550918,0.190602404,0.011858604,1.97E-06,0.011858602,0.785678419
122,449.0983939,2.569333694,101.1725079,1.25426373,0.191219792,0.011483078,1.64E-06,0.011483076,0.785812416
124,444.2494825,2.549526249,97.75855841,1.242305879,0.191825337,0.011114739,1.35E-06,0.011114738,0.785943838
126,439.567279,2.533718701,94.41079016,1.222859471,0.192408946,0.010759752,1.09E-06,0.01075975,0.786070461
128,435.141046,2.518091526,90.98458566,1.199881359,0.192960396,0.010424317,8.60E-07,0.010424315,0.786190111
130,431.0382663,2.499708467,87.40462852,1.183605804,0.193471918,0.010113169,6.58E-07,0.010113167,0.786301087
132,427.2106061,2.480750585,83.7616337,1.166995243,0.193949071,0.009822913,4.88E-07,0.009822911,0.786404616
134,423.4633288,2.459893389,80.27599311,1.153702216,0.194414995,0.009539457,3.53E-07,0.009539455,0.786505739
136,419.7582467,2.438537278,77.05783388,1.144867711,0.1948742,0.009260073,2.53E-07,0.00926007,0.786605404
138,416.2104443,2.417318458,74.12686251,1.136790375,0.195312696,0.008993268,1.81E-07,0.008993266,0.786700589
140,412.8729903,2.397393877,71.50079693,1.125654393,0.195723933,0.008743039,1.32E-07,0.008743037,0.786789859
142,409.7250929,2.378436097,69.16599418,1.113113739,0.196110586,0.008507749,9.79E-08,0.008507747,0.78687382
144,406.7238036,2.358376508,67.01183134,1.103979131,0.19647883,0.008283639,7.40E-08,0.008283636,0.786953821
146,403.832876,2.340118053,64.94658335,1.092445068,0.196833268,0.008067933,5.66E-08,0.00806793,0.787030812
148,401.0587504,2.32595587,62.93919482,1.074744185,0.197173407,0.007860957,4.36E-08,0.007860955,0.787104637
150,398.4940912,2.312652638,60.92720508,1.060242922,0.19748821,0.007669348,3.38E-08,0.007669346,0.787173062
152,396.1382922,2.299378485,58.86398129,1.050655475,0.197777406,0.007493295,2.63E-08,0.007493293,0.787235979
154,393.8739765,2.288498107,56.84001759,1.040532367,0.198054848,0.007324436,2.04E-08,0.007324435,0.787296261
156,391.6527261,2.276116774,54.93473553,1.035952608,0.198326381,0.007159167,1.60E-08,0.007159167,0.78735527
158,389.4397702,2.26292286,53.18744172,1.03310306,0.198596725,0.006994611,1.25E-08,0.006994612,0.78741404
160,387.2762483,2.252186153,51.62502928,1.028771015,0.198860753,0.006833887,9.80E-09,0.006833888,0.787471463
162,385.2252749,2.243342699,50.18208747,1.025680896,0.199110669,0.006681754,7.72E-09,0.006681756,0.787525813
164,383.2823527,2.234774006,48.83592751,1.024529663,0.199346808,0.006538003,6.08E-09,0.006538005,0.787577178
166,381.4298063,2.22744447,47.58234492,1.02310649,0.1995712,0.006401397,4.79E-09,0.006401399,0.787625999
168,379.6132643,2.22077998,46.39842009,1.020541847,0.199790982,0.006267601,3.77E-09,0.006267603,0.78767381
170,377.8225615,2.211187326,45.23959472,1.02095541,0.200007832,0.006135591,2.96E-09,0.006135593,0.787720981
172,376.0704617,2.20011229,44.08719952,1.020791234,0.200220152,0.006006338,2.31E-09,0.00600634,0.787767168
174,374.3710477,2.189878334,42.90962722,1.013971614,0.200426098,0.005880965,1.80E-09,0.005880966,0.787811969
176,372.759193,2.177430756,41.67470065,1.009347245,0.200621344,0.0057621,1.39E-09,0.005762101,0.787854453
178,371.1880546,2.162849753,40.486008,1.009310613,0.200811425,0.005646373,1.07E-09,0.005646374,0.787895826
180,369.5568795,2.149691929,39.43807247,1.006104975,0.201008541,0.005526359,8.21E-10,0.00552636,0.787938739
182,367.8495579,2.136448576,38.52219909,1.003068869,0.201214942,0.005400692,6.30E-10,0.005400692,0.787983673
184,366.1645537,2.12575021,37.69523675,0.998990994,0.20141846,0.005276777,4.84E-10,0.005276777,0.788027985
186,364.5758803,2.115423867,36.88998103,0.987321408,0.201609988,0.005160153,3.72E-10,0.005160153,0.788069706
188,363.0731545,2.104540356,36.08880067,0.976824153,0.201790972,0.005049938,2.88E-10,0.005049938,0.788109152
190,361.6641626,2.094397759,35.27247376,0.974960491,0.201960693,0.004946582,2.24E-10,0.004946581,0.788146144
192,360.3415127,2.084004063,34.47427873,0.974856523,0.202120315,0.004849379,1.74E-10,0.004849378,0.788180928
194,359.0725985,2.074393791,33.74910122,0.969269291,0.20227346,0.004756121,1.37E-10,0.00475612,0.788214299
196,357.8792155,2.06408011,33.04803523,0.962806951,0.202417271,0.004668549,1.08E-10,0.004668548,0.788245631
198,356.7832743,2.053337663,32.34662164,0.961400272,0.202549415,0.004588083,8.58E-11,0.004588082,0.788274421
200,355.7630377,2.043776606,31.66402358,0.959140197,0.202672566,0.004513092,6.86E-11,0.004513091,0.788301251
