cm,K,m/s,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol
z,T_CL,w_CL,T_CL_RMS,w_CL_RMS,X_O2,X_CO2,X_FUEL,X_H2O,X_N2
0,338,0.011926411,2.97937E-05,3.52E-05,0.005531461,0.008503375,0.968958414,0.01700675,0
4,1376.35926,0.783780854,61.31958586,0.331821535,0.05237978,0.077580002,0.080934423,0.155160005,0.63394579
8,1411.505722,1.610738245,98.48113433,0.370633265,0.05962578,0.077662938,0.045778366,0.155325876,0.66160704
12,1387.198454,2.164303645,142.1910029,0.467543322,0.069491847,0.074298636,0.027931064,0.148597271,0.679681183
16,1310.996954,2.530767439,180.0182728,0.55961492,0.083720992,0.067648826,0.017713059,0.135297651,0.695619472
20,1206.826415,2.760895054,200.5639535,0.630436613,0.10031674,0.059282935,0.011049441,0.11856587,0.710785014
24,1101.299439,2.888088778,204.5232056,0.689677763,0.11585141,0.051213157,0.006854457,0.102426314,0.723654662
28,1005.127124,2.97327514,199.8307934,0.731251454,0.129188226,0.044164583,0.004267678,0.088329166,0.734050347
32,922.8223664,3.006281304,190.7982611,0.775299567,0.140085014,0.038340657,0.002702187,0.076681314,0.742190828
36,852.6400247,3.029088949,180.6505831,0.81631098,0.148996435,0.03354099,0.001739704,0.06708198,0.748640889
40,792.3463302,3.019633643,170.5416979,0.862537965,0.156399442,0.029531391,0.001124186,0.059062781,0.7538822
44,739.0536166,2.998610274,159.6365736,0.904718492,0.162756846,0.026072313,0.000725325,0.052144625,0.758300892
48,692.5840145,2.960482778,149.1384644,0.938921971,0.168156701,0.023123799,0.000470631,0.046247598,0.762001272
52,652.086522,2.919277089,139.2164834,0.964756918,0.172759485,0.02060374,0.000307616,0.041207481,0.765121677
56,617.3703157,2.86929497,130.0165492,0.994240151,0.176633064,0.018478865,0.000202195,0.03695773,0.767728147
60,588.0504211,2.823716512,121.5627067,1.020290717,0.179854215,0.016709379,0.000133184,0.033418758,0.769884464
64,563.2919675,2.786176397,114.0612185,1.035515568,0.182537387,0.015233793,8.80E-05,0.030467587,0.771673201
68,542.1005521,2.753132206,107.3432872,1.044211467,0.184806656,0.013984635,5.88E-05,0.027969271,0.773180661
72,523.5946307,2.727365874,100.7970799,1.045654865,0.186770952,0.012902357,3.95E-05,0.025804714,0.774482458
76,507.3829612,2.700904194,94.54495607,1.036661243,0.188479668,0.01196006,2.68E-05,0.023920121,0.775613327
80,493.272469,2.682796301,88.42734145,1.02847307,0.189959011,0.011143474,1.83E-05,0.022286949,0.776592292
84,480.4896776,2.65830653,82.6192374,1.017342502,0.191291995,0.010407117,1.25E-05,0.020814234,0.777474183
88,469.0133519,2.640478449,77.01140062,1.003434303,0.192482928,0.0097489,8.51E-06,0.019497799,0.778261864
92,458.8739162,2.620698066,71.97689605,0.987845698,0.19353083,0.009169614,5.85E-06,0.018339228,0.778954476
96,449.736021,2.60336024,67.38913879,0.977841679,0.194470647,0.008649937,4.08E-06,0.017299874,0.779575464
100,441.1832692,2.57819029,62.97531589,0.967609809,0.195347036,0.008165179,2.83E-06,0.016330358,0.780154601
104,433.0448676,2.553481393,58.94790723,0.963626815,0.196177368,0.007705864,1.95E-06,0.015411729,0.780703092
108,425.2799186,2.522223991,55.27131069,0.954720803,0.196966663,0.007269309,1.33E-06,0.014538618,0.781224085
112,418.0704144,2.49083172,51.82696215,0.949948493,0.197697158,0.006865358,9.01E-07,0.013730716,0.781705867
116,411.3767916,2.459949956,48.77554262,0.942522441,0.198373377,0.00649142,6.16E-07,0.012982841,0.782151746
120,405.1460545,2.43336137,46.16516528,0.929361047,0.199001005,0.006144267,4.25E-07,0.012288534,0.782565768
124,399.3402562,2.409545555,43.91226544,0.913570873,0.19958425,0.005821656,2.97E-07,0.011643312,0.782950486
128,393.9095983,2.386962232,41.94918996,0.896174634,0.2001286,0.005520598,2.09E-07,0.011041195,0.783309399
132,388.8781724,2.364677626,40.18251859,0.882787214,0.200632225,0.00524204,1.46E-07,0.01048408,0.78364151
136,384.2681688,2.334727104,38.52699415,0.883470201,0.201093417,0.004986953,1.01E-07,0.009973907,0.783945623
140,379.9585316,2.305048307,36.98780015,0.892054055,0.201524026,0.004748735,6.93E-08,0.00949747,0.7842297
144,375.9427831,2.272574711,35.58714679,0.891996943,0.201924813,0.004526956,4.78E-08,0.009053913,0.78449427
148,372.0900435,2.248024293,34.23324521,0.894337692,0.202309086,0.004314255,3.28E-08,0.00862851,0.784748116
152,368.3997974,2.211353516,32.91662023,0.884687342,0.202676626,0.004110794,2.25E-08,0.008221589,0.784990969
156,364.8011126,2.18057085,31.69003173,0.88870077,0.203034448,0.003912597,1.55E-08,0.007825194,0.785227745
160,361.3941213,2.14164038,30.45731628,0.887531201,0.203372644,0.003725252,1.07E-08,0.007450504,0.78545159
164,358.1138463,2.110510902,29.21232214,0.88358511,0.203697772,0.003545126,7.38E-09,0.007090251,0.785666844
168,355.218664,2.079660551,27.96355677,0.873997127,0.203984426,0.003386323,5.15E-09,0.006772646,0.7858566
172,352.5249972,2.057174788,26.70555311,0.854578093,0.204250876,0.003238671,3.61E-09,0.006477342,0.786033107
176,350.0092868,2.034989123,25.54640062,0.830201845,0.204499408,0.003100877,2.54E-09,0.006201753,0.78619796
180,347.6576301,2.015969204,24.5459229,0.802792071,0.204731395,0.002972201,1.79E-09,0.005944402,0.786352
184,345.4267726,1.992855723,23.69556377,0.783742943,0.204951202,0.00285025,1.27E-09,0.0057005,0.786498048
188,343.3009805,1.965202322,22.90521258,0.772212246,0.205160535,0.002734097,9.03E-10,0.005468194,0.786637173
192,341.2776153,1.938581201,22.0727027,0.760428387,0.205359742,0.002623561,6.33E-10,0.005247123,0.786769573
196,339.3807094,1.900737497,21.23660625,0.762141025,0.205546372,0.002519992,4.41E-10,0.005039985,0.786893651
200,337.6258682,1.876684766,20.41145206,0.757832457,0.205718872,0.002424272,3.03E-10,0.004848544,0.787008312
