cm,K,m/s,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol
160,398.9699618,2.714384728,44.69604822,1.005038437,0.19931279,0.004896339,1.53E-08,0.009792678,0.785998178
164,394.3329448,2.687614113,42.96327104,0.990390574,0.19979265,0.004678589,1.08E-08,0.009357177,0.786171573
168,389.8611803,2.644151842,41.39883305,0.978202605,0.200254475,0.004469034,7.63E-09,0.008938067,0.786338416
172,385.7573596,2.614924827,39.86981891,0.969579179,0.200677829,0.004276922,5.45E-09,0.008553845,0.786491399
176,382.129453,2.572909258,38.24264516,0.964459053,0.201051819,0.00410722,3.88E-09,0.00821444,0.786626518
180,378.8369897,2.554734783,36.62864319,0.953761411,0.20139053,0.00395353,2.78E-09,0.007907061,0.786748876
184,375.8217673,2.52286068,35.03044952,0.933136383,0.201700154,0.003813008,1.96E-09,0.007626017,0.786860819
188,372.9987247,2.506149664,33.48239901,0.918302255,0.201989453,0.003681671,1.38E-09,0.007363341,0.786965533
192,370.3712154,2.467546848,32.07506332,0.91409784,0.202258303,0.003559605,9.67E-10,0.007119211,0.78706288
196,367.8119857,2.450784484,30.73528812,0.901188219,0.202520065,0.003440795,6.80E-10,0.00688159,0.787157549
200,365.2785927,2.406612781,29.52054269,0.900788412,0.202778923,0.003323264,4.82E-10,0.006646528,0.787251285
204,362.6835249,2.384610883,28.41412887,0.896161948,0.20304374,0.003202995,3.43E-10,0.006405989,0.787347276
208,359.9323864,2.335337937,27.5021124,0.90277581,0.203324099,0.003075633,2.48E-10,0.006151266,0.787449003
212,357.2274602,2.306263778,26.75688017,0.908490872,0.203599312,0.002950608,1.82E-10,0.005901215,0.787548865
216,354.6684338,2.263767828,26.07026415,0.909520553,0.203859442,0.002832443,1.34E-10,0.005664886,0.787643228
220,352.309171,2.24589068,25.34486621,0.903642599,0.204099135,0.002723564,9.60E-11,0.005447128,0.787730173
224,350.1500455,2.216007308,24.53148517,0.892989717,0.204318502,0.002623889,6.75E-11,0.005247779,0.787809829
228,348.184624,2.200330334,23.71965619,0.881511172,0.204518136,0.002533155,4.66E-11,0.005066311,0.787882397
232,346.3357076,2.179940441,22.93225819,0.865150206,0.204705901,0.002447798,3.16E-11,0.004895595,0.787950706
236,344.5692886,2.164709708,22.22106426,0.856162926,0.204885237,0.002366249,2.10E-11,0.004732499,0.788016015
240,342.9110147,2.144393062,21.54893214,0.845850684,0.205053562,0.002289696,1.38E-11,0.004579391,0.788077351
244,341.4211721,2.140147818,20.91380999,0.834778501,0.205204737,0.002220936,8.98E-12,0.004441872,0.788132454
248,340.0086972,2.120007638,20.20479237,0.824095119,0.205348011,0.002155773,5.87E-12,0.004311547,0.788184668
252,338.5969331,2.108967971,19.45002109,0.817885041,0.205491171,0.002090657,3.87E-12,0.004181314,0.788236858
256,337.2260026,2.081569821,18.73118098,0.812042925,0.205630074,0.002027467,2.59E-12,0.004054934,0.788287525
260,335.9614696,2.068046194,18.05568848,0.805391948,0.205758171,0.001969185,1.77E-12,0.003938371,0.788334273
264,334.7816585,2.046981478,17.42393142,0.787994192,0.205877698,0.001914801,1.24E-12,0.003829603,0.788377898
268,333.6488062,2.028399685,16.83441471,0.781633639,0.205992452,0.001862586,8.68E-13,0.003725172,0.788419791
272,332.5697878,2.002005197,16.27303086,0.767979058,0.206101726,0.001812858,6.05E-13,0.003625716,0.788459701
276,331.5572801,1.97252984,15.7532242,0.767115005,0.206204207,0.001766215,4.17E-13,0.003532431,0.788497147
280,330.6364661,1.940732691,15.24518291,0.754586411,0.206297405,0.001723791,2.83E-13,0.003447581,0.788531223
284,329.7662874,1.913699222,14.82721006,0.753104276,0.206385413,0.001683719,1.88E-13,0.003367438,0.788563431
288,328.8841393,1.879811759,14.40191341,0.735574594,0.206474631,0.001643102,1.24E-13,0.003286204,0.788596063
292,327.9769292,1.840665206,14.04689713,0.74988854,0.206566345,0.001601353,8.13E-14,0.003202706,0.788629597
296,326.8390531,1.787319991,13.57656379,0.762316897,0.20668134,0.001548992,5.31E-14,0.003097984,0.788671685
300,326.1352966,1.751071675,13.30385497,0.739279201,0.20675266,0.001516509,4.24E-14,0.003033018,0.788697813
