cm,K,m/s,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol
z,T_CL,w_CL,T_CL_RMS,w_CL_RMS,X_O2,X_CO2,X_FUEL,X_H2O,X_N2
0,343,0.0030328,0,4.35E-05,0.02945483,0.020577583,0.682885872,0.027437192,0.239644523
4,1391.812639,0.765832959,73.22291232,0.263611757,0.06640943,0.077228838,0.019955608,0.102971784,0.73343434
8,1373.700858,1.478818471,124.0093649,0.329024742,0.073987291,0.073927214,0.012335489,0.098569618,0.741180389
12,1335.38651,2.044571386,172.7219847,0.441004916,0.082441378,0.06982815,0.00741168,0.0931042,0.747214592
16,1259.308199,2.4131795,205.086672,0.543383439,0.094381503,0.063543211,0.004669331,0.084724281,0.752681675
20,1163.704984,2.645851182,219.0092095,0.627581216,0.108114382,0.056142633,0.002975383,0.074856844,0.757910758
24,1066.909909,2.783059803,219.4221849,0.697492169,0.121375684,0.048929453,0.001900584,0.065239271,0.762555009
28,977.343247,2.859450054,212.9296382,0.76028419,0.133168043,0.042481748,0.001220398,0.056642331,0.76648748
32,897.3585427,2.892846989,202.6618898,0.817036239,0.143344461,0.036898132,0.000789327,0.049197509,0.769770571
36,828.8792235,2.900180366,192.2644978,0.870683233,0.151780946,0.032259529,0.000515635,0.043012706,0.772431185
40,770.9134296,2.891034825,182.7669989,0.921079085,0.158729349,0.028433034,0.0003382,0.037910712,0.774588707
44,721.4536585,2.872282489,173.3757485,0.963831799,0.164522799,0.025238521,0.000223038,0.033651361,0.776364281
48,679.5391556,2.849129241,163.23135,0.994135204,0.169348605,0.022574875,0.000148033,0.030099833,0.777828654
52,644.2099586,2.833947162,152.3331209,1.011085418,0.173360911,0.020358579,9.88E-05,0.027144772,0.779036946
56,614.7243252,2.817990951,141.6811863,1.027537564,0.176668533,0.018530676,6.66E-05,0.024707568,0.780026586
60,589.4866681,2.807423754,131.6187819,1.035360025,0.179469076,0.016982321,4.53E-05,0.022643094,0.780860206
64,567.6126759,2.801788384,122.2508995,1.028573892,0.181870052,0.015654567,3.08E-05,0.020872756,0.781571775
68,548.0809484,2.793037427,113.6060157,1.018661669,0.18399041,0.014481511,2.09E-05,0.019308681,0.78219845
72,530.675512,2.781334842,105.4150533,1.012437795,0.18586146,0.013445977,1.43E-05,0.017927969,0.782750255
76,515.4970645,2.773739689,97.66564242,0.999288478,0.187482366,0.012548558,9.85E-06,0.01673141,0.783227813
80,501.9171276,2.766002478,90.84181791,0.981054865,0.188921139,0.011751619,6.82E-06,0.015668825,0.783651598
84,489.0588846,2.745045812,84.77979911,0.974570542,0.190274824,0.011001704,4.70E-06,0.014668939,0.784049831
88,477.035342,2.716452439,79.7540246,0.972433513,0.191530592,0.010305789,3.25E-06,0.013741052,0.784419319
92,465.866302,2.681524288,75.11510142,0.978868983,0.192692292,0.009661884,2.26E-06,0.012882512,0.784761053
96,455.7461167,2.649058337,70.66049708,0.985171684,0.19374113,0.00908047,1.59E-06,0.012107294,0.785069515
100,446.3934829,2.617930872,66.54971994,0.993572987,0.194706487,0.008545199,1.14E-06,0.011393599,0.785353571
104,437.9003937,2.588033376,62.9408199,0.998016765,0.195579568,0.008061054,8.26E-07,0.010748072,0.785610482
108,429.9747276,2.56554669,59.59819725,1.001746529,0.196391929,0.007610477,5.98E-07,0.010147302,0.785849693
112,422.7561674,2.544730994,56.59297993,0.995124978,0.197129461,0.007201231,4.25E-07,0.009601641,0.786067241
116,415.9799582,2.529613433,53.68452102,0.983458318,0.197820524,0.006817729,2.95E-07,0.009090306,0.786271146
120,409.5666187,2.508592444,50.872227,0.968083193,0.198473304,0.006455492,1.98E-07,0.008607323,0.786463683
124,403.4517464,2.493376292,48.26346913,0.944604367,0.199094316,0.006110832,1.31E-07,0.008147776,0.786646945
128,397.816649,2.463868929,45.8171438,0.937703707,0.199665294,0.005793915,8.75E-08,0.00772522,0.786815483
132,392.7232591,2.443814213,43.55757491,0.926732566,0.200180378,0.00550796,5.92E-08,0.007343946,0.786967657
136,388.0506248,2.412144191,41.58559948,0.925022058,0.200651548,0.005246394,4.07E-08,0.006995192,0.787106824
140,383.8365731,2.391925993,39.8575834,0.911454469,0.201075769,0.005010852,2.86E-08,0.006681136,0.787232215
144,379.9363871,2.36352789,38.24258185,0.905507043,0.201468072,0.004793019,2.01E-08,0.006390692,0.787348198
148,376.2435166,2.340584934,36.61295022,0.90049152,0.201838692,0.004587144,1.41E-08,0.006116192,0.787457958
152,372.6962715,2.313668197,34.96204914,0.890273305,0.202194322,0.004389529,9.88E-09,0.005852706,0.787563433
156,369.4107404,2.295576749,33.33917934,0.871391698,0.202523538,0.004206561,6.85E-09,0.005608748,0.787661146
160,366.3983229,2.269088996,31.76213982,0.853609069,0.202825109,0.004038937,4.70E-09,0.005385249,0.787750701
164,363.5214711,2.250587789,30.26565301,0.838400466,0.203112807,0.003879028,3.24E-09,0.005172037,0.787836125
