cm,K,m/s,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol
z,T_CL,w_CL,T_CL_RMS,w_CL_RMS,X_O2,X_CO2,X_FUEL,X_H2O,X_N2
0,338,0.01161938,0,5.37E-05,0.003633102,0.015180714,0.950824755,0.030361429,0
1,779.8478582,0.040662759,162.4748236,0.089360833,0.015972082,0.047817992,0.511007441,0.095635985,0.3295665
2,993.3908912,0.187076599,147.5851564,0.129842936,0.027952821,0.061750992,0.333670251,0.123501985,0.453123951
3,1084.823887,0.37183209,147.0233353,0.16524927,0.034577417,0.066245207,0.263337899,0.132490413,0.503349065
4,1140.993868,0.579171662,145.9074815,0.210540657,0.038837395,0.068701876,0.221848768,0.137403752,0.533208209
5,1179.47772,0.781259219,146.8635691,0.264476243,0.042143641,0.070199656,0.193177253,0.140399312,0.554080137
6,1207.80071,0.980286556,150.721671,0.322760617,0.044896246,0.071177035,0.171633464,0.142354071,0.569939185
7,1230.024237,1.17017022,156.1874202,0.381313118,0.047381831,0.071831286,0.15415034,0.143662573,0.58297397
8,1247.423434,1.350285429,162.5320349,0.43868069,0.04975807,0.072221659,0.139465888,0.144443317,0.594111066
9,1261.263413,1.518189512,168.943657,0.494856667,0.052109316,0.072407035,0.126670077,0.14481407,0.603999503
10,1271.918787,1.674841334,175.5095914,0.548048522,0.054462869,0.072417341,0.115374972,0.144834681,0.612910138
11,1279.31225,1.819037778,183.0074619,0.60039694,0.056901954,0.072242397,0.105272898,0.144484795,0.621097956
12,1283.556969,1.951398614,191.6249458,0.65166864,0.059476176,0.071881044,0.096137777,0.143762087,0.628742916
13,1284.537741,2.072199586,201.7696044,0.702567112,0.062248305,0.071319459,0.087790036,0.142638918,0.636003282
14,1282.033145,2.181599652,213.9387597,0.75355814,0.065260974,0.070545135,0.080134695,0.14109027,0.642968925
15,1276.082082,2.279888396,228.0397707,0.804828082,0.068522239,0.069562531,0.073095349,0.139125063,0.649694818
16,1266.987411,2.367833475,243.4680949,0.855266438,0.072002763,0.068394789,0.066612068,0.136789577,0.656200804
17,1255.278419,2.446651691,259.2606704,0.904013917,0.075652782,0.067075672,0.060629507,0.134151344,0.662490695
18,1241.503597,2.517211827,274.428952,0.950504809,0.079416408,0.065640635,0.055107754,0.131281269,0.668553934
19,1225.950739,2.580767646,288.6985102,0.993651531,0.083253059,0.064114282,0.050027651,0.128228564,0.674376443
20,1208.777064,2.637722237,301.9455348,1.033522317,0.087133887,0.06251218,0.045391947,0.125024361,0.679937625
21,1190.238866,2.688728723,314.0161787,1.069943698,0.091035406,0.060851536,0.041163233,0.121703072,0.685246754
22,1170.596242,2.733960251,324.8829008,1.102460546,0.094935717,0.05914903,0.037302396,0.11829806,0.690314796
23,1150.041362,2.774561802,334.5339765,1.13039566,0.098824562,0.057414513,0.033773153,0.114829026,0.695158746
