cm,K,m/s,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol
z,T_CL,w_CL,T_CL_RMS,w_CL_RMS,X_O2,X_CO2,X_FUEL,X_H2O,X_N2
0,343,0.0049962,0,0.000209635,0.003116873,0.044611639,0.601544646,0.059481806,0.291245036
1.829268293,918.753871,0.25067581,66.66952778,0.087963629,0.008844963,0.088227146,0.277026018,0.117636195,0.508265678
3.658536585,1218.257893,0.5841539,70.65451886,0.120381368,0.012891498,0.095304537,0.119093565,0.127072716,0.645637685
5.487804878,1287.709399,0.96012119,62.24377659,0.150294619,0.016524895,0.096241749,0.093738908,0.128322332,0.665172115
7.317073171,1327.429258,1.34259196,58.49100026,0.191671766,0.019669481,0.096245665,0.078738121,0.128327553,0.67701918
9.146341463,1351.921359,1.69165335,57.61710279,0.241282874,0.022953528,0.095666973,0.068083925,0.127555963,0.685739611
10.97560976,1367.885824,2.00709794,61.82397588,0.294362901,0.026434527,0.09472763,0.059593711,0.126303506,0.692940626
12.80487805,1378.110377,2.28662596,71.60736114,0.349628792,0.030103647,0.093534479,0.052390934,0.124712638,0.699258303
14.63414634,1383.543054,2.53056367,86.35138611,0.406848322,0.033936921,0.092139574,0.04614206,0.122852765,0.70492868
16.46341463,1384.214488,2.73971889,105.2569564,0.464398226,0.037980779,0.090536032,0.040685319,0.120714709,0.710083161
18.29268293,1380.658804,2.91854853,126.6004818,0.524744851,0.042231789,0.088745549,0.035850335,0.118327399,0.714844928
20.12195122,1373.37379,3.07340012,149.0339495,0.585544166,0.046643346,0.086804169,0.03154881,0.115738892,0.719264782
21.95121951,1362.691355,3.20787118,171.7929596,0.646105771,0.051189222,0.084732793,0.027726048,0.112977057,0.72337488
23.7804878,1349.22284,3.32469239,194.079538,0.705224335,0.055808186,0.082571681,0.024326801,0.110095574,0.727197759
25.6097561,1333.549598,3.42634104,215.1761429,0.763100166,0.060436412,0.080360951,0.021309843,0.107147935,0.730744859
27.43902439,1316.028,3.51492106,234.7263848,0.819578535,0.065043954,0.078121565,0.018637799,0.104162086,0.734034597
29.26829268,1296.903345,3.59222282,252.6953786,0.873260282,0.069621228,0.075863358,0.016271734,0.101151144,0.737092535
31.09756098,1276.452201,3.65972288,269.1049888,0.923250479,0.074152624,0.073598879,0.014177819,0.098131838,0.739938841
32.92682927,1254.782398,3.7178034,283.869821,0.97129545,0.078648934,0.071325631,0.012326297,0.095100842,0.742598297
34.75609756,1231.912704,3.76711124,296.7599555,1.016861601,0.083129793,0.069035399,0.010694282,0.092047198,0.745093328
36.58536585,1207.862071,3.80727573,307.6912872,1.060467121,0.08759721,0.066728301,0.009271315,0.088971067,0.747432108
38.41463415,1182.72313,3.83928181,316.9347333,1.102911571,0.092066765,0.064400107,0.008019141,0.08586681,0.749647176
40.24390244,1156.648997,3.86379997,324.4600771,1.143714087,0.096537723,0.062053816,0.006915344,0.082738421,0.751754695
