cm,K,m/s,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol
z,T_CL,w_CL,T_CL_RMS,w_CL_RMS,X_O2,X_CO2,X_FUEL,X_H2O,X_N2
141,409.7721569,2.778834976,79.18962889,0.904662855,0.19623481,0.007046151,1.45E-07,0.010569227,0.786149667
142,408.3690457,2.772260989,77.74721,0.900715805,0.196406404,0.006958836,1.26E-07,0.010438255,0.786196379
143,407.0495615,2.766398921,76.26965858,0.896309098,0.19656783,0.006876689,1.09E-07,0.010315034,0.786240338
144,405.8204646,2.761809992,74.78310417,0.8916553,0.196718219,0.006800159,9.48E-08,0.010200239,0.786281288
145,404.6347804,2.758134893,73.29441954,0.887012632,0.196863236,0.006726363,8.16E-08,0.010089544,0.786320776
146,403.4426269,2.755394739,71.77564866,0.882400516,0.197009099,0.006652133,6.96E-08,0.0099782,0.786360498
147,402.2375824,2.752564648,70.2598472,0.879367783,0.197156453,0.006577153,5.93E-08,0.00986573,0.786400605
148,401.0631099,2.750265338,68.7542051,0.873285663,0.197299993,0.006504107,5.02E-08,0.00975616,0.78643969
149,399.7306886,2.745303457,67.31383691,0.877905319,0.197462483,0.006421427,4.18E-08,0.00963214,0.786483909
150,398.6651828,2.740754627,65.90597012,0.874865718,0.197593031,0.006355006,3.63E-08,0.009532509,0.786519417
151,397.2636929,2.750393108,62.49710429,0.814065158,0.197767546,0.006266187,3.06E-08,0.009399281,0.786566955
152,394.909021,2.710384364,61.21052955,0.808406576,0.198048853,0.006123032,3.11E-08,0.009184547,0.786643537
153,395.1604419,2.73005988,59.71819736,0.798485908,0.198023016,0.006136182,2.57E-08,0.009204274,0.786636502
154,392.9872814,2.691085598,58.76981299,0.798047846,0.198282138,0.006004314,2.58E-08,0.009006471,0.786707052
155,393.1877032,2.711515201,57.28647081,0.790525172,0.198262538,0.006014304,2.18E-08,0.009021457,0.786701679
156,391.1920084,2.678982062,56.69378509,0.792599884,0.198499089,0.005893901,2.16E-08,0.008840852,0.786766137
157,391.375349,2.706274994,55.22174042,0.782890698,0.19848096,0.005903144,1.87E-08,0.008854716,0.786761162
158,389.4823277,2.67165144,54.84915993,0.789770045,0.198704947,0.005789131,1.83E-08,0.008683696,0.786822208
159,389.6360005,2.696721357,53.36382888,0.781112091,0.198690727,0.005796393,1.59E-08,0.008694589,0.786818275
160,387.8437153,2.666251486,53.17937645,0.787630962,0.198902002,0.005688846,1.55E-08,0.00853327,0.786875866
161,387.9584939,2.695049263,51.7292426,0.776028221,0.198892497,0.005693701,1.36E-08,0.008540552,0.786873236
162,386.2887666,2.66065845,51.67028472,0.785516349,0.199088603,0.00559388,1.33E-08,0.008390819,0.786926685
163,386.409791,2.684066128,50.28415719,0.776177447,0.199078363,0.00559911,1.18E-08,0.008398665,0.78692385
164,384.8306233,2.654361894,50.3001495,0.7836831,0.199263269,0.005504986,1.14E-08,0.008257479,0.786974254
165,385.0046616,2.68108104,48.99801338,0.77312297,0.199246588,0.005513497,1.02E-08,0.008270245,0.78696966
166,383.4478434,2.647465589,49.05365077,0.7816807,0.199428559,0.005420861,9.68E-09,0.008131291,0.787019279
167,383.6659483,2.669100546,47.83512374,0.77196808,0.199406369,0.005432171,8.70E-09,0.008148257,0.787013194
168,382.1209979,2.640176925,47.90850302,0.780316635,0.199586861,0.00534029,8.17E-09,0.008010434,0.787062406
169,382.3790858,2.665586008,46.74549072,0.768692565,0.199559675,0.005354139,7.35E-09,0.008031209,0.787054969
170,380.8476758,2.632674021,46.85435816,0.779589165,0.199738549,0.005263086,6.84E-09,0.007894629,0.787103729
171,381.1204789,2.653024191,45.76284195,0.768126081,0.199709396,0.005277942,6.16E-09,0.007916913,0.787095743
172,379.608907,2.625137224,45.88763852,0.779365419,0.199885828,0.005188128,5.70E-09,0.007782192,0.787143847
173,379.9043293,2.648939292,44.88763509,0.765742016,0.199853754,0.005204471,5.12E-09,0.007806706,0.787135064
174,378.3786756,2.617821183,45.00674586,0.779066827,0.200031807,0.005113829,4.72E-09,0.007670744,0.787183616
175,378.6830218,2.637115242,44.18683073,0.765109636,0.199998175,0.005130961,4.26E-09,0.007696442,0.787174418
176,377.1537679,2.610709406,44.1918905,0.778334647,0.200176972,0.005039943,3.89E-09,0.007559914,0.787223168
177,377.5183222,2.633348225,43.58476514,0.764484475,0.200135509,0.005061058,3.50E-09,0.007591587,0.787211843
178,375.9207333,2.603510623,43.41175413,0.777525888,0.200323002,0.004965617,3.18E-09,0.007448425,0.787262953
179,376.2674164,2.620825677,42.92206997,0.767410044,0.200283278,0.004985849,2.87E-09,0.007478773,0.787252098
180,374.6723935,2.596342565,42.65119748,0.776823517,0.200470824,0.004890379,2.59E-09,0.007335569,0.787303225
181,375.0402268,2.617004147,42.2600274,0.770950424,0.200428114,0.004912128,2.34E-09,0.007368192,0.787291564
182,373.4214243,2.589553949,41.89663955,0.775651246,0.200618974,0.004814976,2.09E-09,0.007222464,0.787343584
183,373.7988893,2.608199697,41.56328161,0.770537919,0.200574781,0.004837482,1.88E-09,0.007256223,0.787331512
184,372.1765495,2.583259917,41.14079501,0.773579413,0.200766476,0.004739903,1.68E-09,0.007109854,0.787383765
185,372.5637938,2.609202789,40.84723303,0.765511259,0.200721034,0.004763039,1.49E-09,0.007144558,0.787371368
186,370.9431206,2.576526054,40.39875279,0.77138139,0.200912655,0.004665503,1.34E-09,0.006998254,0.787423586
187,371.3197926,2.600919113,40.1813083,0.760084291,0.200868113,0.004688188,1.16E-09,0.007032282,0.787411416
188,369.7152541,2.569292085,39.69006148,0.769959842,0.201058134,0.00459146,1.07E-09,0.00688719,0.787463214
189,370.0605984,2.599805257,39.53409892,0.755929454,0.201017102,0.004612352,9.05E-10,0.006918527,0.787452018
190,368.5013803,2.560394875,38.99981659,0.770537115,0.201201944,0.004518268,8.45E-10,0.006777403,0.787502385
191,368.8353444,2.58474398,38.84702152,0.757737986,0.201162146,0.004538535,7.06E-10,0.006807802,0.787491516
192,367.305395,2.550645421,38.31341659,0.772379789,0.201343664,0.004446139,6.70E-10,0.006669209,0.787540987
193,367.5990572,2.57774998,38.19299034,0.7628516,0.201308473,0.004464053,5.54E-10,0.00669608,0.787531393
194,366.1260045,2.54048735,37.64076195,0.774686985,0.201483436,0.004375001,5.33E-10,0.006562502,0.787579061
195,366.3589216,2.55955472,37.55646977,0.769385718,0.201455316,0.004389319,4.37E-10,0.006583978,0.787571387
196,364.9684595,2.530719305,36.98997838,0.776486022,0.201620583,0.0043052,4.26E-10,0.0064578,0.787616416
197,365.1408473,2.553607061,36.96330372,0.771604757,0.201599508,0.004315929,3.49E-10,0.006473894,0.787610669
198,363.8325932,2.521469578,36.35317193,0.777188776,0.20175513,0.004236722,3.44E-10,0.006355084,0.787653064
199,363.938202,2.537730726,36.34710723,0.77368313,0.201741942,0.004243437,2.85E-10,0.006365156,0.787649464
200,362.7173299,2.512607688,35.71472314,0.77628055,0.201887236,0.004169487,2.79E-10,0.006254231,0.787689046
