s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_ETHYLENE,MLR_INTERMEDIATE PRODUCTS,MLR_PRODUCTS
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.0957669E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.0957669E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 5.0024039E-001, 1.9478718E+000, 0.0000000E+000,-4.1471305E-001, 2.8389652E-002,-9.1019340E-002, 2.1811358E-004, 0.0000000E+000, 0.0000000E+000, 1.4630556E+000, 1.4707471E+000, 1.6705551E-002, 7.6502777E-005,-6.0207894E-099,-6.7921062E-088
 1.0000292E+000, 5.4450281E+000, 0.0000000E+000,-1.1950688E+000, 7.7551672E-002,-3.8582492E-002, 8.7475504E-004, 0.0000000E+000, 0.0000000E+000, 4.2373199E+000, 4.2898032E+000, 4.3915093E-002, 1.9834819E-004,-3.4543755E-084,-3.5814148E-076
 1.5003868E+000, 9.7293246E+000, 0.0000000E+000,-2.1298860E+000,-1.6058800E+000,-7.5186963E-002, 1.4815679E-003, 0.0000000E+000, 0.0000000E+000, 5.9032663E+000, 5.9198532E+000, 5.9044315E-002, 2.6655390E-004,-3.1997947E-077,-4.4438013E-070
 2.0003455E+000, 1.1745846E+001, 0.0000000E+000,-2.5877347E+000,-5.6869065E+000,-2.1916858E-001, 1.7277879E-003, 0.0000000E+000, 0.0000000E+000, 3.2559790E+000, 3.2537641E+000, 6.5754464E-002, 2.9681608E-004,-2.4774512E-073,-1.1948886E-066
 2.5001254E+000, 1.3708266E+001, 0.0000000E+000,-3.0143205E+000,-6.9081019E+000,-3.0772246E-001, 1.8234306E-003, 0.0000000E+000, 0.0000000E+000, 3.4732262E+000, 3.4799445E+000, 6.8414526E-002, 3.0881103E-004,-2.9896263E-071,-8.0746443E-065
 3.0002759E+000, 1.4353969E+001, 0.0000000E+000,-3.1466168E+000,-6.6119515E+000,-3.7292626E-001, 1.8447194E-003, 0.0000000E+000, 0.0000000E+000, 4.1799467E+000, 4.2243189E+000, 6.9421932E-002, 3.1335394E-004,-5.0745335E-068,-1.7147449E-062
 3.5004783E+000, 1.3401821E+001, 0.0000000E+000,-2.9471885E+000,-8.2351483E+000,-4.1865490E-001, 1.8706078E-003, 0.0000000E+000, 0.0000000E+000, 1.8336098E+000, 1.8026999E+000, 6.9796682E-002, 3.1504393E-004,-9.1755596E-064,-9.7862202E-059
 4.0001235E+000, 1.5468053E+001, 0.0000000E+000,-3.3890387E+000,-8.9287549E+000,-4.2435380E-001, 1.8740403E-003, 0.0000000E+000, 0.0000000E+000, 2.6884618E+000, 2.7277799E+000, 6.9935018E-002, 3.1566773E-004,-3.5944891E-060,-1.3918518E-055
