cm,kW/m,kW/m,cm,K,K,K,K,K,K,K,K,K,K,K,K,cm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
z,RHRRPUL,RHRRPUL_rms,r,T_1p0D,T_1p5D,T_2p0D,T_2p5D,T_3p0D,T_3p5D,T_rms_1p0D,T_rms_1p5D,T_rms_2p0D,T_rms_2p5D,T_rms_3p0D,T_rms_3p5D,x,soot_0p5D,soot_1p0D,soot_1p5D,soot_2p5D,soot_3p5D,soot_rms_0p5D,soot_rms_1p0D,soot_rms_1p5D,soot_rms_2p5D,soot_rms_3p5D
 5.0000000E-001, 8.4785085E+000, 1.0335827E+000,-5.0000000E-001, 1.0839886E+003, 1.1596157E+003, 1.1024238E+003, 1.0001371E+003, 8.7127305E+002, 7.5238241E+002, 1.9425321E+002, 2.8996282E+002, 3.5939367E+002, 4.0068285E+002, 3.8555522E+002, 3.3846574E+002,-2.0500000E+001, 1.7584606E-027, 1.4002230E-020, 4.1393698E-016, 2.7835573E-011, 2.4476710E-005, 9.5300749E-028, 5.1643799E-020, 3.2468754E-015, 1.3571863E-010, 2.2586700E-004
 9.9696970E-001, 8.4785085E+000, 1.0335827E+000,-2.0000000E-002, 1.0839886E+003, 1.1596157E+003, 1.1024238E+003, 1.0001371E+003, 8.7127305E+002, 7.5238241E+002, 1.9425321E+002, 2.8996282E+002, 3.5939367E+002, 4.0068285E+002, 3.8555522E+002, 3.3846574E+002,-2.0006024E+001, 1.7584606E-027, 1.4002230E-020, 4.1393698E-016, 2.7835573E-011, 2.4476710E-005, 9.5300749E-028, 5.1643799E-020, 3.2468754E-015, 1.3571863E-010, 2.2586700E-004
 1.4939394E+000, 9.8017158E+000, 1.0704324E+000, 4.6000000E-001, 1.0832520E+003, 1.1502810E+003, 1.1100915E+003, 1.0058363E+003, 8.6534400E+002, 7.5093465E+002, 1.9069133E+002, 2.8753026E+002, 3.5929272E+002, 3.9756420E+002, 3.8233258E+002, 3.3841514E+002,-1.9512048E+001, 7.0117350E-026, 7.7713107E-019, 5.9234431E-014, 2.6363293E-009, 2.4108981E-004, 3.7434773E-026, 3.0754569E-018, 5.1390064E-013, 1.6387058E-008, 2.0867528E-003
 1.9909091E+000, 1.0696938E+001, 1.1418199E+000, 9.4000000E-001, 1.0871300E+003, 1.1230938E+003, 1.0841171E+003, 9.9495680E+002, 8.5954725E+002, 7.4296340E+002, 2.1359566E+002, 3.0372077E+002, 3.6394380E+002, 3.9610645E+002, 3.8191254E+002, 3.3713669E+002,-1.9018072E+001, 7.0117350E-026, 7.7713107E-019, 5.9234431E-014, 2.6363293E-009, 2.4108981E-004, 3.7434773E-026, 3.0754569E-018, 5.1390064E-013, 1.6387058E-008, 2.0867528E-003
 2.4878788E+000, 1.0525573E+001, 1.3609012E+000, 1.4200000E+000, 1.0831094E+003, 1.0939158E+003, 1.0517945E+003, 9.8012374E+002, 8.4525180E+002, 7.3027567E+002, 2.5572723E+002, 3.3565100E+002, 3.8210313E+002, 3.9661335E+002, 3.8015198E+002, 3.3745539E+002,-1.8524096E+001, 2.7755083E-024, 4.2389388E-017, 8.0335150E-012, 2.2232985E-007, 8.6212305E-004, 1.4811165E-024, 1.8884863E-016, 7.4488041E-011, 1.8340830E-006, 5.5159990E-003
 2.9848485E+000, 9.6989840E+000, 1.4238975E+000, 1.9000000E+000, 1.0722680E+003, 1.0479029E+003, 1.0135519E+003, 9.5473156E+002, 8.2801966E+002, 7.1691050E+002, 3.0929384E+002, 3.6013801E+002, 3.9145376E+002, 3.9675914E+002, 3.8049186E+002, 3.4112512E+002,-1.8030120E+001, 2.7755083E-024, 4.2389388E-017, 8.0335150E-012, 2.2232985E-007, 8.6212305E-004, 1.4811165E-024, 1.8884863E-016, 7.4488041E-011, 1.8340830E-006, 5.5159990E-003
 3.4818182E+000, 8.7498066E+000, 1.4301530E+000, 2.3800000E+000, 1.0174377E+003, 1.0090538E+003, 9.7477283E+002, 9.1769260E+002, 8.0612803E+002, 7.0900833E+002, 3.4750021E+002, 3.8649585E+002, 4.0507154E+002, 3.9514056E+002, 3.7800055E+002, 3.4684774E+002,-1.7536145E+001, 1.0741525E-022, 4.0167632E-015, 7.7342885E-010, 9.3506445E-006, 1.8585203E-003, 5.8465058E-023, 2.3097509E-014, 7.5125261E-009, 8.9051011E-005, 1.0314357E-002
 3.9787879E+000, 7.8716851E+000, 1.4135003E+000, 2.8600000E+000, 9.4245926E+002, 9.7356193E+002, 9.3757957E+002, 8.7610799E+002, 7.8176924E+002, 6.9702188E+002, 3.8584543E+002, 4.1278442E+002, 4.1596901E+002, 3.9790501E+002, 3.7132446E+002, 3.4624848E+002,-1.7042169E+001, 1.0741525E-022, 4.0167632E-015, 7.7342885E-010, 9.3506445E-006, 1.8585203E-003, 5.8465058E-023, 2.3097509E-014, 7.5125261E-009, 8.9051011E-005, 1.0314357E-002
 4.4757576E+000, 7.1259612E+000, 1.4130001E+000, 3.3400000E+000, 8.7670449E+002, 9.3018695E+002, 8.9262237E+002, 8.3157017E+002, 7.5169266E+002, 6.7863918E+002, 4.1236931E+002, 4.2368903E+002, 4.1963154E+002, 3.9799800E+002, 3.6625940E+002, 3.3801864E+002,-1.6548193E+001, 4.0187070E-021, 4.5592820E-013, 4.4984349E-008, 1.8949876E-004, 3.7162837E-003, 2.2909817E-021, 2.8927203E-012, 4.4108768E-007, 1.8817403E-003, 1.5661847E-002
 4.9727273E+000, 6.4980964E+000, 1.4299324E+000, 3.8200000E+000, 8.1511240E+002, 8.8561720E+002, 8.4302204E+002, 7.8373225E+002, 7.2081420E+002, 6.5568688E+002, 4.1854932E+002, 4.3619631E+002, 4.2130429E+002, 3.9486423E+002, 3.5794836E+002, 3.2550755E+002,-1.6054217E+001, 4.0187070E-021, 4.5592820E-013, 4.4984349E-008, 1.8949876E-004, 3.7162837E-003, 2.2909817E-021, 2.8927203E-012, 4.4108768E-007, 1.8817403E-003, 1.5661847E-002
 5.4696970E+000, 5.9813076E+000, 1.4470880E+000, 4.3000000E+000, 7.6064381E+002, 8.3785267E+002, 7.9745554E+002, 7.3763023E+002, 6.8935196E+002, 6.3312165E+002, 4.1919360E+002, 4.3283896E+002, 4.1535917E+002, 3.8901222E+002, 3.4425537E+002, 3.1626286E+002,-1.5560241E+001, 1.4309245E-019, 5.0833628E-011, 1.8740096E-006, 1.1270962E-003, 6.1854842E-003, 8.9396355E-020, 3.5520413E-010, 1.8265030E-005, 8.7859231E-003, 2.0896332E-002
 5.9666667E+000, 5.5533642E+000, 1.4764874E+000, 4.7800000E+000, 7.1717558E+002, 7.7814113E+002, 7.4874128E+002, 6.9720338E+002, 6.5871158E+002, 6.1273508E+002, 4.2566153E+002, 4.1718177E+002, 3.9933199E+002, 3.7572777E+002, 3.2954442E+002, 3.0776656E+002,-1.5066265E+001, 1.4309245E-019, 5.0833628E-011, 1.8740096E-006, 1.1270962E-003, 6.1854842E-003, 8.9396355E-020, 3.5520413E-010, 1.8265030E-005, 8.7859231E-003, 2.0896332E-002
 6.4636364E+000, 5.2090215E+000, 1.5148266E+000, 5.2600000E+000, 6.7176586E+002, 7.2397027E+002, 7.0148292E+002, 6.5407460E+002, 6.2686409E+002, 5.9187873E+002, 4.1332535E+002, 3.9849774E+002, 3.8586027E+002, 3.5258269E+002, 3.1681578E+002, 2.9990737E+002,-1.4572289E+001, 4.6461212E-018, 5.9543163E-009, 4.2711037E-005, 3.0361434E-003, 9.7171322E-003, 3.4127754E-018, 4.5328065E-008, 3.9691686E-004, 1.6550277E-002, 2.5257605E-002
 6.9606061E+000, 4.9356242E+000, 1.5625321E+000, 5.7400000E+000, 6.1212075E+002, 6.7581365E+002, 6.5991253E+002, 6.1569763E+002, 5.9978812E+002, 5.7008884E+002, 3.8939024E+002, 3.8703885E+002, 3.7581568E+002, 3.3731427E+002, 3.0755002E+002, 2.8974131E+002,-1.4078313E+001, 4.6461212E-018, 5.9543163E-009, 4.2711037E-005, 3.0361434E-003, 9.7171322E-003, 3.4127754E-018, 4.5328065E-008, 3.9691686E-004, 1.6550277E-002, 2.5257605E-002
 7.4575758E+000, 4.7222080E+000, 1.6237152E+000, 6.2200000E+000, 5.4757138E+002, 6.3092724E+002, 6.2313206E+002, 5.8804961E+002, 5.7136743E+002, 5.4762969E+002, 3.5608108E+002, 3.8190425E+002, 3.6555323E+002, 3.2798241E+002, 2.9248276E+002, 2.7716784E+002,-1.3584337E+001, 1.2221294E-016, 6.5122937E-007, 5.6543584E-004, 6.2853038E-003, 1.4354697E-002, 1.2078899E-016, 5.5004201E-006, 4.6611584E-003, 2.5474832E-002, 3.0479497E-002
 7.9545455E+000, 4.5525810E+000, 1.7102584E+000, 6.7000000E+000, 4.8655737E+002, 5.9080849E+002, 5.8640546E+002, 5.6526276E+002, 5.4498225E+002, 5.2442688E+002, 3.1570285E+002, 3.7431244E+002, 3.5437338E+002, 3.1859144E+002, 2.8258921E+002, 2.5927806E+002,-1.3090361E+001, 1.2221294E-016, 6.5122937E-007, 5.6543584E-004, 6.2853038E-003, 1.4354697E-002, 1.2078899E-016, 5.5004201E-006, 4.6611584E-003, 2.5474832E-002, 3.0479497E-002
