s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.0000000E+000, 0.0000000E+000,-2.0293811E-003,-2.8843561E-011, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.0293811E-003, 0.0000000E+000, 0.0000000E+000
 5.0085706E-001, 1.9632831E+000,-3.1236790E-001, 1.5104975E-002,-1.7703292E-001,-7.5693027E-005, 0.0000000E+000, 0.0000000E+000, 1.4675700E+000, 1.4889115E+000, 8.0510956E-005, 8.0510956E-005
 1.0003049E+000, 4.9099471E+000,-1.1079724E+000, 3.8695618E-002,-1.5092888E-001,-1.1502495E-004, 0.0000000E+000, 0.0000000E+000, 3.5953525E+000, 3.6896264E+000, 2.0833331E-004, 2.0833331E-004
 1.5003588E+000, 1.0032032E+001,-2.4112453E+000,-5.0022479E+000,-1.3032187E-001,-1.4221737E-004, 0.0000000E+000, 0.0000000E+000, 2.3772794E+000, 2.4880747E+000, 2.7986358E-004, 2.7986358E-004
 2.0004616E+000, 1.2262188E+001,-3.1573705E+000,-8.2690747E+000,-1.1893196E-001,-1.3668864E-004, 0.0000000E+000, 0.0000000E+000, 5.1950134E-001, 7.1667417E-001, 3.1162304E-004, 3.1162304E-004
 2.5003772E+000, 1.3987857E+001,-3.4404349E+000,-8.6268827E+000,-1.1549739E-001,-1.3267849E-004, 0.0000000E+000, 0.0000000E+000, 1.5003494E+000, 1.8049093E+000, 3.2421727E-004, 3.2421727E-004
 3.0001085E+000, 1.5276217E+001,-3.6632247E+000,-1.1126352E+001,-1.2301074E-001,-1.3591170E-004, 0.0000000E+000, 0.0000000E+000, 4.8212753E-002, 3.6349317E-001, 3.2898452E-004, 3.2898452E-004
 3.5001271E+000, 1.4835728E+001,-3.5117146E+000,-1.0997899E+001,-1.1787173E-001,-1.3773643E-004, 0.0000000E+000, 0.0000000E+000,-1.1765883E-001, 2.0810508E-001, 3.3075784E-004, 3.3075784E-004
 4.0004272E+000, 1.4814349E+001,-3.6287534E+000,-9.7269839E+000,-1.1544800E-001,-1.3560278E-004, 0.0000000E+000, 0.0000000E+000, 9.9991821E-001, 1.3430276E+000, 3.3141319E-004, 3.3141319E-004
 4.5001068E+000, 1.5428688E+001,-3.8543881E+000,-1.0335371E+001,-1.2130453E-001,-1.3543081E-004, 0.0000000E+000, 0.0000000E+000, 7.9133415E-001, 1.1174895E+000, 3.3165455E-004, 3.3165455E-004
 5.0002298E+000, 1.5017367E+001,-3.5927945E+000,-1.2615235E+001,-1.2813962E-001,-1.3567069E-004, 0.0000000E+000, 0.0000000E+000,-1.6700658E+000,-1.3189375E+000, 3.3174336E-004, 3.3174336E-004
 5.5002575E+000, 1.4436666E+001,-3.5188830E+000,-1.1216969E+001,-1.2968014E-001,-1.3533527E-004, 0.0000000E+000, 0.0000000E+000,-6.1777397E-001,-4.2900122E-001, 3.3177605E-004, 3.3177605E-004
 6.0004153E+000, 1.4992358E+001,-3.6856937E+000,-1.1419777E+001,-1.1515436E-001,-1.3395576E-004, 0.0000000E+000, 0.0000000E+000,-4.3814636E-001,-2.2840149E-001, 3.3178808E-004, 3.3178808E-004
 6.5003390E+000, 1.5460148E+001,-3.7589341E+000,-9.8001354E+000,-1.0808332E-001,-1.3276659E-004, 0.0000000E+000, 0.0000000E+000, 1.4954277E+000, 1.7928627E+000, 3.3179251E-004, 3.3179251E-004
 7.0003047E+000, 1.4854015E+001,-3.5015075E+000,-1.1147152E+001,-1.1717059E-001,-1.3399454E-004, 0.0000000E+000, 0.0000000E+000,-1.5577317E-001, 8.8050541E-002, 3.3179413E-004, 3.3179413E-004
 7.5004182E+000, 1.5603806E+001,-3.7386283E+000,-1.0843379E+001,-1.2149842E-001,-1.3144325E-004, 0.0000000E+000, 0.0000000E+000, 5.7005657E-001, 9.0016880E-001, 3.3179473E-004, 3.3179473E-004
 8.0003853E+000, 1.5307867E+001,-3.5175443E+000,-1.1272339E+001,-1.1708329E-001,-1.3631999E-004, 0.0000000E+000, 0.0000000E+000, 1.5242677E-001, 4.0076394E-001, 3.3179495E-004, 3.3179495E-004
 8.5001640E+000, 1.4094944E+001,-3.3947119E+000,-1.0840566E+001,-1.2315327E-001,-1.3520312E-004, 0.0000000E+000, 0.0000000E+000,-5.7172959E-001,-2.6362301E-001, 3.3179503E-004, 3.3179503E-004
 9.0001068E+000, 1.5008468E+001,-3.7474380E+000,-1.0281641E+001,-1.1474955E-001,-1.3129696E-004, 0.0000000E+000, 0.0000000E+000, 5.9464598E-001, 8.6450739E-001, 3.3179506E-004, 3.3179506E-004
