s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.0000000E+000, 0.0000000E+000,-2.0340668E-003,-7.6416239E-011, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.0340669E-003, 0.0000000E+000, 0.0000000E+000
 5.0121224E-001, 2.1320831E+000,-2.5831536E-001,-1.2793601E-003,-1.0728772E-001,-1.1091782E-004, 0.0000000E+000, 0.0000000E+000, 1.7162725E+000, 1.7650897E+000, 7.9975099E-005, 7.9975099E-005
 1.0005850E+000, 6.2309196E+000,-1.1718433E+000, 8.0665021E-002,-1.1869937E-001,-2.0691656E-004, 0.0000000E+000, 0.0000000E+000, 4.7436844E+000, 5.0208350E+000, 2.0504793E-004, 2.0504793E-004
 1.5003639E+000, 1.0324228E+001,-2.1799971E+000,-7.1369552E+000,-1.1412920E-001,-2.5635392E-004, 0.0000000E+000, 0.0000000E+000, 7.7519879E-001, 8.9289002E-001, 2.7531515E-004, 2.7531515E-004
 2.0005696E+000, 1.3092910E+001,-2.7296788E+000,-9.9665659E+000,-1.0718057E-001,-2.9484879E-004, 0.0000000E+000, 0.0000000E+000, 1.6159400E-001, 2.8919005E-001, 3.0652431E-004, 3.0652431E-004
 2.5002522E+000, 1.4705606E+001,-3.1652752E+000,-1.0888804E+001,-1.1687987E-001,-3.1977584E-004, 0.0000000E+000, 0.0000000E+000, 3.1131688E-001, 5.3432747E-001, 3.1890553E-004, 3.1890553E-004
 3.0003562E+000, 1.4717273E+001,-3.0337726E+000,-1.0835340E+001,-1.2107905E-001,-3.2951632E-004, 0.0000000E+000, 0.0000000E+000, 5.1655335E-001, 7.2675202E-001, 3.2359263E-004, 3.2359263E-004
 3.5008652E+000, 1.4707369E+001,-2.9824886E+000,-1.0921432E+001,-1.2059555E-001,-3.2676520E-004, 0.0000000E+000, 0.0000000E+000, 3.2330438E-001, 6.8252639E-001, 3.2533694E-004, 3.2533694E-004
 4.0002732E+000, 1.4411145E+001,-2.9791062E+000,-1.1180586E+001,-1.1995627E-001,-3.1881659E-004, 0.0000000E+000, 0.0000000E+000,-1.8036111E-001, 1.3117742E-001, 3.2598063E-004, 3.2598063E-004
 4.5008025E+000, 1.4449269E+001,-2.8729374E+000,-1.0443912E+001,-1.1465246E-001,-3.0367299E-004, 0.0000000E+000, 0.0000000E+000, 5.4972045E-001, 1.0174635E+000, 3.2621770E-004, 3.2621770E-004
 5.0008683E+000, 1.5235155E+001,-3.1800849E+000,-1.1972092E+001,-1.1581299E-001,-3.1428201E-004, 0.0000000E+000, 0.0000000E+000,-3.2721524E-001,-3.3149612E-002, 3.2630503E-004, 3.2630503E-004
 5.5006289E+000, 1.4837517E+001,-3.0424933E+000,-1.1004536E+001,-1.1261724E-001,-3.1703536E-004, 0.0000000E+000, 0.0000000E+000, 3.1500132E-001, 6.7755361E-001, 3.2633713E-004, 3.2633713E-004
 6.0001912E+000, 1.4749655E+001,-3.0054880E+000,-1.1387825E+001,-1.1252651E-001,-3.1644933E-004, 0.0000000E+000, 0.0000000E+000,-6.9369783E-002, 2.4349889E-001, 3.2634894E-004, 3.2634894E-004
 6.5003285E+000, 1.4966250E+001,-3.0902039E+000,-1.1758227E+001,-1.1319091E-001,-3.2077718E-004, 0.0000000E+000, 0.0000000E+000,-2.7549278E-001, 4.3076091E-003, 3.2635328E-004, 3.2635328E-004
 7.0001116E+000, 1.5273063E+001,-3.0679456E+000,-1.0577353E+001,-1.1411371E-001,-3.2200963E-004, 0.0000000E+000, 0.0000000E+000, 1.1533125E+000, 1.5133287E+000, 3.2635488E-004, 3.2635488E-004
 7.5001488E+000, 1.4590240E+001,-2.9219061E+000,-1.1888740E+001,-1.1662585E-001,-3.2049612E-004, 0.0000000E+000, 0.0000000E+000,-6.7316547E-001,-3.3735239E-001, 3.2635547E-004, 3.2635547E-004
 8.0003691E+000, 1.4951777E+001,-3.1197846E+000,-1.1227318E+001,-1.1972246E-001,-3.2759006E-004, 0.0000000E+000, 0.0000000E+000, 2.0233859E-001, 4.8462433E-001, 3.2635569E-004, 3.2635569E-004
 8.5001402E+000, 1.4552730E+001,-2.9205800E+000,-1.1847908E+001,-1.1602584E-001,-3.2215837E-004, 0.0000000E+000, 0.0000000E+000,-6.5799712E-001,-3.3210598E-001, 3.2635577E-004, 3.2635577E-004
 9.0007944E+000, 1.4832447E+001,-3.0718968E+000,-1.0709568E+001,-1.1814575E-001,-3.2774391E-004, 0.0000000E+000, 0.0000000E+000, 6.4882613E-001, 9.3250890E-001, 3.2635580E-004, 3.2635580E-004
 9.5003901E+000, 1.5265688E+001,-3.0796636E+000,-1.1402634E+001,-1.1700881E-001,-3.2561151E-004, 0.0000000E+000, 0.0000000E+000, 2.7377509E-001, 6.6605592E-001, 3.2635581E-004, 3.2635581E-004
 1.0000625E+001, 1.4677239E+001,-2.9049981E+000,-1.0315321E+001,-1.1389416E-001,-3.2070790E-004, 0.0000000E+000, 0.0000000E+000, 9.3797960E-001, 1.3427056E+000, 3.2635581E-004, 3.2635581E-004
 1.0500301E+001, 1.4544666E+001,-2.9249956E+000,-1.2171270E+001,-1.1535934E-001,-3.2240253E-004, 0.0000000E+000, 0.0000000E+000,-1.0096581E+000,-6.6728202E-001, 3.2635582E-004, 3.2635582E-004
 1.1000895E+001, 1.4718926E+001,-3.0828810E+000,-1.1699945E+001,-1.1842740E-001,-3.1679323E-004, 0.0000000E+000, 0.0000000E+000,-5.0291051E-001,-1.8264478E-001, 3.2635582E-004, 3.2635582E-004
 1.1500771E+001, 1.4869615E+001,-3.0080880E+000,-1.0741826E+001,-1.1687115E-001,-3.2307333E-004, 0.0000000E+000, 0.0000000E+000, 6.1825592E-001, 1.0025064E+000, 3.2635582E-004, 3.2635582E-004
 1.2000835E+001, 1.5306285E+001,-3.1957263E+000,-1.1717134E+001,-1.1836678E-001,-3.2677803E-004, 0.0000000E+000, 0.0000000E+000,-1.3360702E-002, 2.7473156E-001, 3.2635582E-004, 3.2635582E-004
 1.2500371E+001, 1.4624846E+001,-3.0972052E+000,-1.1267712E+001,-1.1783441E-001,-3.2129836E-004, 0.0000000E+000, 0.0000000E+000,-9.0933736E-002, 1.4177314E-001, 3.2635582E-004, 3.2635582E-004
 1.3000221E+001, 1.4499220E+001,-2.9386430E+000,-1.0954542E+001,-1.1488361E-001,-3.1076064E-004, 0.0000000E+000, 0.0000000E+000, 1.7100844E-001, 4.9084056E-001, 3.2635582E-004, 3.2635582E-004
 1.3500365E+001, 1.4911306E+001,-2.9825639E+000,-1.2086556E+001,-1.1071514E-001,-3.1061025E-004, 0.0000000E+000, 0.0000000E+000,-5.2986933E-001,-2.6884000E-001, 3.2635582E-004, 3.2635582E-004
 1.4000294E+001, 1.4980537E+001,-3.0377102E+000,-1.0817844E+001,-1.1002873E-001,-3.1039037E-004, 0.0000000E+000, 0.0000000E+000, 6.0529316E-001, 1.0146433E+000, 3.2635582E-004, 3.2635582E-004
 1.4500820E+001, 1.5109846E+001,-3.0659369E+000,-1.1743074E+001,-1.1405321E-001,-3.2091035E-004, 0.0000000E+000, 0.0000000E+000,-6.9268494E-002, 1.8646105E-001, 3.2635582E-004, 3.2635582E-004
 1.5000116E+001, 1.4917997E+001,-2.8946519E+000,-1.1533652E+001,-1.1510643E-001,-3.2493459E-004, 0.0000000E+000, 0.0000000E+000, 5.9058451E-002, 3.7426203E-001, 3.2635582E-004, 3.2635582E-004
 1.5500861E+001, 1.4571980E+001,-2.7765563E+000,-1.1242155E+001,-1.1765845E-001,-3.2211961E-004, 0.0000000E+000, 0.0000000E+000, 2.9541534E-002, 4.3528794E-001, 3.2635582E-004, 3.2635582E-004
 1.6000839E+001, 1.4818571E+001,-2.9707583E+000,-1.1468988E+001,-1.1697464E-001,-3.2559034E-004, 0.0000000E+000, 0.0000000E+000,-9.3679211E-002, 2.6152391E-001, 3.2635582E-004, 3.2635582E-004
 1.6500608E+001, 1.5037007E+001,-3.0027011E+000,-1.1455201E+001,-1.1807359E-001,-3.2571811E-004, 0.0000000E+000, 0.0000000E+000, 3.9591282E-002, 4.6070556E-001, 3.2635582E-004, 3.2635582E-004
 1.7000273E+001, 1.4760343E+001,-3.0061695E+000,-1.1591597E+001,-1.1567481E-001,-3.2684829E-004, 0.0000000E+000, 0.0000000E+000,-2.2225434E-001, 4.6574982E-002, 3.2635582E-004, 3.2635582E-004
 1.7500319E+001, 1.4562154E+001,-2.9653185E+000,-1.1137108E+001,-1.1370816E-001,-3.2095755E-004, 0.0000000E+000, 0.0000000E+000,-2.6945650E-002, 3.4569886E-001, 3.2635582E-004, 3.2635582E-004
 1.8000061E+001, 1.4638858E+001,-2.8880612E+000,-1.0686336E+001,-1.1326174E-001,-3.0924023E-004, 0.0000000E+000, 0.0000000E+000, 5.9134894E-001, 9.5088969E-001, 3.2635582E-004, 3.2635582E-004
 1.8500933E+001, 1.5146493E+001,-3.0798407E+000,-1.1734578E+001,-1.0970410E-001,-3.0694077E-004, 0.0000000E+000, 0.0000000E+000,-1.7176285E-001, 2.2206270E-001, 3.2635582E-004, 3.2635582E-004
 1.9000778E+001, 1.5044310E+001,-3.1096825E+000,-1.1389791E+001,-1.1478823E-001,-3.1970035E-004, 0.0000000E+000, 0.0000000E+000,-1.6970802E-002, 4.2972829E-001, 3.2635582E-004, 3.2635582E-004
 1.9500538E+001, 1.5038318E+001,-3.0633351E+000,-1.1959770E+001,-1.1692722E-001,-3.2965019E-004, 0.0000000E+000, 0.0000000E+000,-4.2743845E-001,-1.0204342E-001, 3.2635582E-004, 3.2635582E-004
 2.0000000E+001, 1.4424092E+001,-2.9867010E+000,-1.2022713E+001,-1.1706097E-001,-3.2595435E-004, 0.0000000E+000, 0.0000000E+000,-9.1929841E-001,-7.0270824E-001, 3.2635582E-004, 3.2635582E-004
