s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.0000000E+000, 0.0000000E+000,-2.9989499E-003, 8.6102254E-013, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.9989499E-003, 0.0000000E+000, 0.0000000E+000
 1.0000961E+000, 9.8100102E-002, 2.6967619E-002, 7.6090019E-001,-3.0544679E-003,-1.1329751E-004, 0.0000000E+000, 2.4921583E-001, 3.5511851E-001, 1.1320160E+000, 1.0026982E-004, 3.2804895E-001
 2.0001638E+000, 1.0694448E+001,-2.1524878E+000, 1.5863717E-001,-7.0559102E-002,-2.2015920E-004, 0.0000000E+000, 6.5194793E-001, 9.2320639E+000, 9.2817659E+000, 2.0405819E-004, 3.2815274E-001
 3.0006192E+000, 1.0628296E+001,-2.3946407E+000,-1.0039866E+001,-1.9643521E-001,-2.3556177E-004, 0.0000000E+000, 8.2509924E-001,-1.3157416E+000,-1.1777828E+000, 2.2533125E-004, 3.2817401E-001
 4.0008078E+000, 1.0596048E+001,-2.3955198E+000,-9.4731798E+000,-2.0478059E-001,-2.3508115E-004, 0.0000000E+000, 8.4195904E-001,-7.8441045E-001,-6.3570830E-001, 2.2842505E-004, 3.2817711E-001
 5.0001040E+000, 1.0712872E+001,-2.4806600E+000,-8.2850167E+000,-2.0321859E-001,-2.3548086E-004, 0.0000000E+000, 8.4459974E-001, 4.3824958E-001, 5.8834149E-001, 2.2884766E-004, 3.2817763E-001
 6.0002055E+000, 1.0676605E+001,-2.4415777E+000,-7.6013101E+000,-2.0456969E-001,-2.3673414E-004, 0.0000000E+000, 8.4691978E-001, 1.1237309E+000, 1.2758303E+000, 2.2890494E-004, 3.3259449E-001
 7.0006528E+000, 1.0625416E+001,-2.3778402E+000,-8.6647069E+000,-2.0554299E-001,-2.3608677E-004, 0.0000000E+000, 8.5137807E-001, 7.9057382E-002, 2.2846832E-001, 2.2891271E-004, 3.4142082E-001
 8.0002184E+000, 1.0615038E+001,-2.2366170E+000,-7.8927784E+000,-1.9633716E-001,-2.3344801E-004, 0.0000000E+000, 8.5342715E-001, 9.8601917E-001, 1.1424995E+000, 2.2891376E-004, 3.5024421E-001
