cm,kW/m,kW/m,cm,K,K,K,K,K,K,K,K,K,K,K,K,cm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
z,RHRRPUL,RHRRPUL_rms,r,T_1p0D,T_1p5D,T_2p0D,T_2p5D,T_3p0D,T_3p5D,T_rms_1p0D,T_rms_1p5D,T_rms_2p0D,T_rms_2p5D,T_rms_3p0D,T_rms_3p5D,x,soot_0p5D,soot_1p0D,soot_1p5D,soot_2p5D,soot_3p5D,soot_rms_0p5D,soot_rms_1p0D,soot_rms_1p5D,soot_rms_2p5D,soot_rms_3p5D
 5.0000000E-001, 8.0873065E+000, 9.0197473E-001,-5.0000000E-001, 1.0110188E+003, 1.1121702E+003, 1.2450282E+003, 1.2403183E+003, 1.1287208E+003, 9.7176500E+002, 9.0952773E+001, 1.2163265E+002, 1.6397795E+002, 2.9760222E+002, 3.6910172E+002, 3.6597755E+002,-2.0500000E+001, 8.7414670E-016, 1.0796836E-015, 1.1395676E-014, 4.9890500E-010, 2.0906945E-006, 2.1444872E-016, 4.5463619E-016, 4.1214004E-014, 2.1527457E-009, 9.1400786E-006
 1.5000000E+000, 1.4080801E+001, 2.2579674E+000, 5.0000000E-001, 1.0195996E+003, 1.1373351E+003, 1.2411436E+003, 1.2610391E+003, 1.1507183E+003, 9.8596511E+002, 1.0680399E+002, 1.3798877E+002, 1.9063865E+002, 2.9845829E+002, 3.5644553E+002, 3.6988339E+002,-1.9500000E+001, 6.7503458E-014, 6.2645396E-014, 1.4686017E-012, 5.1574754E-008, 7.0881926E-005, 2.4413578E-014, 4.4311255E-014, 6.4294158E-012, 2.8263199E-007, 3.4235446E-004
 2.5000000E+000, 1.4032244E+001, 1.7803616E+000, 1.5000000E+000, 1.2382690E+003, 1.2607532E+003, 1.1953826E+003, 1.1741257E+003, 1.0861265E+003, 9.4321132E+002, 1.8517801E+002, 2.4503152E+002, 3.1429724E+002, 3.5092313E+002, 3.6795181E+002, 3.6973764E+002,-1.8500000E+001, 6.7503458E-014, 6.2645396E-014, 1.4686017E-012, 5.1574754E-008, 7.0881926E-005, 2.4413578E-014, 4.4311255E-014, 6.4294158E-012, 2.8263199E-007, 3.4235446E-004
 3.5000000E+000, 1.2758011E+001, 2.0165255E+000, 2.5000000E+000, 1.1125773E+003, 9.5666797E+002, 9.5455366E+002, 9.9748160E+002, 9.6675014E+002, 8.5502097E+002, 3.3682142E+002, 3.6101817E+002, 3.8385173E+002, 3.9389029E+002, 3.8493351E+002, 3.5477104E+002,-1.7500000E+001, 5.1974585E-012, 4.4423100E-012, 1.6994635E-010, 3.3359513E-006, 9.6370162E-004, 1.8583890E-012, 5.3739657E-012, 9.0055446E-010, 1.8124864E-005, 3.9390689E-003
 4.5000000E+000, 1.1365001E+001, 2.0672874E+000, 3.5000000E+000, 7.0212180E+002, 6.7475573E+002, 7.2038897E+002, 7.8901690E+002, 8.0810526E+002, 7.5747263E+002, 3.6180008E+002, 3.4781243E+002, 3.4535320E+002, 3.6028097E+002, 3.5749316E+002, 3.4713298E+002,-1.6500000E+001, 5.1974585E-012, 4.4423100E-012, 1.6994635E-010, 3.3359513E-006, 9.6370162E-004, 1.8583890E-012, 5.3739657E-012, 9.0055446E-010, 1.8124864E-005, 3.9390689E-003
 5.5000000E+000, 1.0093209E+001, 2.1796273E+000, 4.5000000E+000, 5.1332853E+002, 5.3994764E+002, 5.5630533E+002, 6.2384796E+002, 6.5966262E+002, 6.6637775E+002, 2.5753740E+002, 3.0251677E+002, 2.6703172E+002, 3.0947548E+002, 3.1752015E+002, 3.1467410E+002,-1.5500000E+001, 2.9675994E-010, 3.9152140E-010, 2.4194022E-008, 1.0439037E-004, 5.4758100E-003, 1.0408781E-010, 7.2007416E-010, 1.6084011E-007, 5.3936498E-004, 1.5858885E-002
 6.5000000E+000, 9.0516694E+000, 2.2510576E+000, 5.5000000E+000, 4.3894435E+002, 4.6143652E+002, 4.5899073E+002, 5.0087043E+002, 5.4475241E+002, 5.7702783E+002, 1.8325879E+002, 2.4638634E+002, 2.0840460E+002, 2.3220414E+002, 2.6834702E+002, 2.6818184E+002,-1.4500000E+001, 2.9675994E-010, 3.9152140E-010, 2.4194022E-008, 1.0439037E-004, 5.4758100E-003, 1.0408781E-010, 7.2007416E-010, 1.6084011E-007, 5.3936498E-004, 1.5858885E-002
 7.5000000E+000, 8.2394429E+000, 2.1878423E+000, 6.5000000E+000, 3.8986301E+002, 4.0270633E+002, 4.0622077E+002, 4.1895282E+002, 4.6528565E+002, 5.0462154E+002, 1.3649830E+002, 1.8775509E+002, 1.8330353E+002, 1.5817607E+002, 2.2169118E+002, 2.3304043E+002,-1.3500000E+001, 1.2078014E-008, 3.4371901E-008, 2.3992789E-006, 1.4406481E-003, 1.4373869E-002, 4.3050468E-009, 8.3243887E-008, 1.9341195E-005, 6.0789739E-003, 2.9641367E-002
 8.5000000E+000, 7.5911647E+000, 2.1254563E+000, 7.5000000E+000, 3.4413255E+002, 3.5347857E+002, 3.6634167E+002, 3.6828716E+002, 4.0748750E+002, 4.4940441E+002, 8.8585297E+001, 1.3826855E+002, 1.5359338E+002, 1.0016966E+002, 1.6592534E+002, 1.9459751E+002,-1.2500000E+001, 1.2078014E-008, 3.4371901E-008, 2.3992789E-006, 1.4406481E-003, 1.4373869E-002, 4.3050468E-009, 8.3243887E-008, 1.9341195E-005, 6.0789739E-003, 2.9641367E-002
 9.5000000E+000, 7.0597377E+000, 2.1121299E+000, 8.5000000E+000, 3.0890231E+002, 3.1836395E+002, 3.3496798E+002, 3.3493148E+002, 3.6114046E+002, 4.0777312E+002, 3.4980761E+001, 8.7067336E+001, 1.1327634E+002, 6.1312269E+001, 1.0774165E+002, 1.6093078E+002,-1.1500000E+001, 1.3518315E-007, 4.9709615E-007, 9.6544421E-006, 5.4203067E-003, 2.2599037E-002, 5.4957089E-008, 1.2540605E-006, 7.6250636E-005, 2.1141936E-002, 4.1486034E-002
 1.0500000E+001, 6.6464837E+000, 2.1334865E+000, 9.5000000E+000, 2.9678294E+002, 3.0092412E+002, 3.1339231E+002, 3.1536522E+002, 3.3071903E+002, 3.7388246E+002, 7.4786220E+000, 3.9231140E+001, 7.0978643E+001, 4.4002979E+001, 6.1028975E+001, 1.3394528E+002,-1.0500000E+001, 2.8920126E-006, 1.6778188E-005, 1.1921312E-004, 1.2818836E-002, 3.4105148E-002, 1.9945850E-006, 5.7493537E-005, 6.4492687E-004, 3.3428640E-002, 5.6279860E-002
 1.1500000E+001, 6.3315909E+000, 2.1669218E+000, 1.0500000E+001, 2.9479854E+002, 2.9597571E+002, 3.0075543E+002, 3.0524837E+002, 3.1439034E+002, 3.4495070E+002, 5.9618195E-001, 1.0480568E+001, 2.8532836E+001, 3.4365638E+001, 3.9892015E+001, 9.6316384E+001,-9.5000000E+000, 8.0625257E-005, 3.2591140E-004, 9.7067032E-004, 2.6440192E-002, 4.6088892E-002, 9.2133525E-005, 1.1612619E-003, 3.5173834E-003, 5.1160205E-002, 6.5086747E-002
 1.2500000E+001, 6.0996452E+000, 2.2114038E+000, 1.1500000E+001, 2.9458811E+002, 2.9494576E+002, 2.9580563E+002, 2.9854740E+002, 3.0527448E+002, 3.2338133E+002, 4.6603092E-002, 1.0790269E+000, 4.6365685E+000, 1.6244186E+001, 2.5907353E+001, 6.0783288E+001,-8.5000000E+000, 1.8399402E-003, 2.8902232E-003, 5.3252262E-003, 4.7613634E-002, 6.3319814E-002, 2.7399858E-003, 8.4219478E-003, 1.3537939E-002, 8.0576942E-002, 1.0206124E-001
 1.3500000E+001, 5.9216643E+000, 2.2474298E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-7.5000000E+000, 1.3108257E-002, 1.2209956E-002, 1.6307217E-002, 7.8502017E-002, 8.1132026E-002, 1.5668577E-002, 2.3790154E-002, 2.6360443E-002, 1.4296728E-001, 1.2445189E-001
 1.4500000E+001, 5.7922641E+000, 2.2879343E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6.5000000E+000, 3.8899787E-002, 2.8194672E-002, 3.5824429E-002, 1.1986967E-001, 1.0105679E-001, 3.5092671E-002, 3.5494282E-002, 4.0519702E-002, 2.1315534E-001, 1.4377261E-001
