cm,kW/m,kW/m,cm,K,K,K,K,K,K,K,K,K,K,K,K,cm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
z,RHRRPUL,RHRRPUL_rms,r,T_1p0D,T_1p5D,T_2p0D,T_2p5D,T_3p0D,T_3p5D,T_rms_1p0D,T_rms_1p5D,T_rms_2p0D,T_rms_2p5D,T_rms_3p0D,T_rms_3p5D,x,soot_0p5D,soot_1p0D,soot_1p5D,soot_2p5D,soot_3p5D,soot_rms_0p5D,soot_rms_1p0D,soot_rms_1p5D,soot_rms_2p5D,soot_rms_3p5D
 5.0000000E-001, 7.1512096E+000, 7.8284171E-001,-5.0000000E-001, 1.3229661E+003, 1.4011422E+003, 1.3678083E+003, 1.1324260E+003, 9.1378235E+002, 7.5436887E+002, 9.1587740E+001, 8.2700979E+001, 1.9747555E+002, 3.1381156E+002, 2.9628027E+002, 2.3776801E+002,-2.0500000E+001, 6.3303943E-009, 1.9500968E-008, 6.2445072E-007, 1.0600962E-005, 6.7524924E-005, 3.8060726E-009, 8.5292174E-009, 3.0931462E-006, 2.4315116E-005, 2.3313631E-004
 4.6000000E+000, 1.1129380E+001, 2.0564945E+000, 1.5000000E+000, 1.3502851E+003, 1.4230117E+003, 1.3859060E+003, 1.1540683E+003, 9.2406462E+002, 7.5522644E+002, 8.4453604E+001, 7.3493180E+001, 1.7554090E+002, 3.0182292E+002, 2.9178002E+002, 2.3193308E+002,-1.8450000E+001, 6.0954365E-007, 1.1227851E-006, 8.0840100E-005, 3.1431489E-004, 1.3539765E-003, 2.8032935E-007, 5.5178637E-007, 4.7224872E-004, 6.4250221E-004, 3.4685981E-003
 8.7000000E+000, 1.1204050E+001, 2.8044483E+000, 3.5000000E+000, 1.2823213E+003, 1.1155797E+003, 1.0058818E+003, 8.8948559E+002, 7.6606558E+002, 6.6622985E+002, 2.4783898E+002, 2.9290625E+002, 3.2512947E+002, 3.0417830E+002, 2.6087636E+002, 2.1381609E+002,-1.6400000E+001, 6.0954365E-007, 1.1227851E-006, 8.0840100E-005, 3.1431489E-004, 1.3539765E-003, 2.8032935E-007, 5.5178637E-007, 4.7224872E-004, 6.4250221E-004, 3.4685981E-003
 1.2800000E+001, 1.0210095E+001, 3.4911334E+000, 5.5000000E+000, 6.4488484E+002, 6.2359235E+002, 6.2738747E+002, 6.2826532E+002, 6.0644161E+002, 5.6000796E+002, 1.9757910E+002, 2.2288522E+002, 2.4507175E+002, 2.3530722E+002, 2.1588128E+002, 1.7847201E+002,-1.4350000E+001, 4.4016617E-005, 4.7479933E-005, 1.0302741E-003, 3.9485516E-003, 8.4998714E-003, 2.2039361E-005, 3.1205184E-005, 5.4060850E-003, 6.2242965E-003, 1.1261615E-002
 1.6900000E+001, 9.5253586E+000, 4.0292963E+000, 7.5000000E+000, 3.8914912E+002, 4.1100357E+002, 4.3206047E+002, 4.5795534E+002, 4.7563937E+002, 4.6356849E+002, 8.0297715E+001, 1.1245690E+002, 1.4135042E+002, 1.4647914E+002, 1.5325856E+002, 1.3601606E+002,-1.2300000E+001, 4.4016617E-005, 4.7479933E-005, 1.0302741E-003, 3.9485516E-003, 8.4998714E-003, 2.2039361E-005, 3.1205184E-005, 5.4060850E-003, 6.2242965E-003, 1.1261615E-002
 2.1000000E+001, 8.9207858E+000, 4.3959554E+000, 9.5000000E+000, 3.1411515E+002, 3.3064999E+002, 3.4761624E+002, 3.6667496E+002, 3.8718024E+002, 3.9623609E+002, 2.9029345E+001, 5.1727255E+001, 7.1266417E+001, 8.0119180E+001, 9.3482268E+001, 9.8706492E+001,-1.0250000E+001, 7.6854763E-004, 8.0702358E-004, 5.1633246E-003, 1.7105416E-002, 2.7281010E-002, 5.8247956E-004, 1.1219342E-003, 1.3177740E-002, 2.1227573E-002, 2.5958814E-002
 2.5100000E+001, 7.6926704E+000, 4.8718315E+000, 1.1500000E+001, 2.9663696E+002, 3.0166328E+002, 3.0824047E+002, 3.1614223E+002, 3.2660337E+002, 3.3753131E+002, 5.0299634E+000, 1.5427395E+001, 2.5772667E+001, 3.3837415E+001, 4.2008797E+001, 5.3821317E+001,-8.2000000E+000, 1.1024127E-002, 9.5310380E-003, 2.0612357E-002, 4.2948853E-002, 5.2731258E-002, 8.1104445E-003, 9.9057255E-003, 2.7124654E-002, 3.7182923E-002, 3.7620727E-002
 2.9200000E+001, 6.4836709E+000, 5.0241406E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6.1500000E+000, 5.9845372E-002, 5.4724588E-002, 6.5384273E-002, 8.2171410E-002, 8.0346427E-002, 2.4393989E-002, 3.3538659E-002, 5.1171616E-002, 5.4107494E-002, 4.4519854E-002
 3.3300000E+001, 4.9825566E+000, 4.6730726E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4.1000000E+000, 2.3793339E-001, 1.8627209E-001, 1.7016376E-001, 1.4349443E-001, 1.1157698E-001, 7.0800866E-002, 9.6221253E-002, 1.1070585E-001, 7.9333705E-002, 5.1131697E-002
