cm,kW/m,kW/m,cm,K,K,K,K,K,K,K,K,K,K,K,K,cm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
z,RHRRPUL,RHRRPUL_rms,r,T_1p0D,T_1p5D,T_2p0D,T_2p5D,T_3p0D,T_3p5D,T_rms_1p0D,T_rms_1p5D,T_rms_2p0D,T_rms_2p5D,T_rms_3p0D,T_rms_3p5D,x,soot_0p5D,soot_1p0D,soot_1p5D,soot_2p5D,soot_3p5D,soot_rms_0p5D,soot_rms_1p0D,soot_rms_1p5D,soot_rms_2p5D,soot_rms_3p5D
 5.0000000E-001, 1.8179381E+001, 2.0177148E+000,-5.0000000E-001, 1.1884876E+003, 1.2259537E+003, 1.1735147E+003, 1.0585972E+003, 9.1657402E+002, 7.9276709E+002, 2.3386160E+002, 3.2365392E+002, 3.8373267E+002, 4.1483172E+002, 4.1438246E+002, 3.8234320E+002,-2.0500000E+001, 2.9398197E-025, 7.0410385E-019, 5.1056470E-018, 1.0754723E-012, 6.5920419E-008, 1.0039387E-024, 3.2556850E-018, 1.8242780E-017, 7.3060637E-012, 5.0221260E-007
 9.9696970E-001, 1.8179381E+001, 2.0177148E+000,-2.0000000E-002, 1.1884876E+003, 1.2259537E+003, 1.1735147E+003, 1.0585972E+003, 9.1657402E+002, 7.9276709E+002, 2.3386160E+002, 3.2365392E+002, 3.8373267E+002, 4.1483172E+002, 4.1438246E+002, 3.8234320E+002,-2.0006024E+001, 2.9398197E-025, 7.0410385E-019, 5.1056470E-018, 1.0754723E-012, 6.5920419E-008, 1.0039387E-024, 3.2556850E-018, 1.8242780E-017, 7.3060637E-012, 5.0221260E-007
 1.4939394E+000, 1.8594130E+001, 1.6584352E+000, 4.6000000E-001, 1.1911519E+003, 1.2433092E+003, 1.1796077E+003, 1.0624149E+003, 9.1642437E+002, 7.9399330E+002, 2.3669030E+002, 3.2182435E+002, 3.9172133E+002, 4.1253934E+002, 4.1495717E+002, 3.8361009E+002,-1.9512048E+001, 1.2406587E-023, 4.2117240E-017, 1.4821143E-016, 1.3158655E-010, 2.5369241E-006, 4.4177905E-023, 2.1460613E-016, 5.6081775E-016, 1.0689505E-009, 2.2225206E-005
 1.9909091E+000, 1.9226001E+001, 1.9565164E+000, 9.4000000E-001, 1.2004539E+003, 1.2478608E+003, 1.1735037E+003, 1.0408708E+003, 9.0973736E+002, 7.8692722E+002, 2.5318314E+002, 3.2469711E+002, 3.9680773E+002, 4.1846290E+002, 4.1925257E+002, 3.8710460E+002,-1.9018072E+001, 1.2406587E-023, 4.2117240E-017, 1.4821143E-016, 1.3158655E-010, 2.5369241E-006, 4.4177905E-023, 2.1460613E-016, 5.6081775E-016, 1.0689505E-009, 2.2225206E-005
 2.4878788E+000, 1.8043732E+001, 2.4365129E+000, 1.4200000E+000, 1.1917617E+003, 1.2267456E+003, 1.1519015E+003, 1.0042534E+003, 8.9512045E+002, 7.7154233E+002, 2.7775658E+002, 3.4827901E+002, 3.9919749E+002, 4.2386871E+002, 4.1734553E+002, 3.8561006E+002,-1.8524096E+001, 5.1048280E-022, 4.2043420E-015, 7.7713639E-015, 1.5410662E-008, 4.3398242E-005, 1.8957611E-021, 2.4217917E-014, 3.3738609E-014, 1.5131596E-007, 3.6762640E-004
 2.9848485E+000, 1.5987741E+001, 2.4804961E+000, 1.9000000E+000, 1.1805149E+003, 1.1831531E+003, 1.1206962E+003, 9.6545299E+002, 8.6919471E+002, 7.5771407E+002, 3.2640730E+002, 3.7563940E+002, 4.1468217E+002, 4.2640414E+002, 4.1251457E+002, 3.8207647E+002,-1.8030120E+001, 5.1048280E-022, 4.2043420E-015, 7.7713639E-015, 1.5410662E-008, 4.3398242E-005, 1.8957611E-021, 2.4217917E-014, 3.3738609E-014, 1.5131596E-007, 3.6762640E-004
 3.4818182E+000, 1.4005994E+001, 2.3974426E+000, 2.3800000E+000, 1.1666518E+003, 1.1262153E+003, 1.0743631E+003, 9.2518322E+002, 8.4216011E+002, 7.4415761E+002, 3.8515256E+002, 4.1336582E+002, 4.3320377E+002, 4.3016234E+002, 4.1081290E+002, 3.7604384E+002,-1.7536145E+001, 1.9922375E-020, 4.8339387E-013, 4.7155376E-013, 1.2750848E-006, 4.3361566E-004, 7.7295945E-020, 2.8867612E-012, 2.1438430E-012, 1.4596346E-005, 3.2035652E-003
 3.9787879E+000, 1.2371389E+001, 2.3242147E+000, 2.8600000E+000, 1.0818150E+003, 1.0474500E+003, 1.0031449E+003, 8.7882683E+002, 8.0939308E+002, 7.3004727E+002, 4.2293130E+002, 4.3982213E+002, 4.3829122E+002, 4.3137122E+002, 4.0612534E+002, 3.7163258E+002,-1.7042169E+001, 1.9922375E-020, 4.8339387E-013, 4.7155376E-013, 1.2750848E-006, 4.3361566E-004, 7.7295945E-020, 2.8867612E-012, 2.1438430E-012, 1.4596346E-005, 3.2035652E-003
 4.4757576E+000, 1.1040619E+001, 2.2742802E+000, 3.3400000E+000, 9.4950371E+002, 9.7023336E+002, 9.2098089E+002, 8.2656090E+002, 7.6970621E+002, 7.1116528E+002, 4.3135387E+002, 4.5309289E+002, 4.3782797E+002, 4.2547587E+002, 3.9229797E+002, 3.6384664E+002,-1.6548193E+001, 7.2617334E-019, 5.4673244E-011, 3.3594156E-011, 4.2040879E-005, 1.7889308E-003, 2.9586247E-018, 3.4800998E-010, 1.7417042E-010, 5.1366454E-004, 9.8497821E-003
