s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.0000000E+000, 0.0000000E+000,-2.0311098E-003,-7.6237307E-011, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.0311099E-003, 0.0000000E+000, 0.0000000E+000
 5.0140035E-001, 2.0109979E+000,-1.9696056E-001, 8.6431494E-005,-9.6756571E-002,-1.0991360E-004, 0.0000000E+000, 0.0000000E+000, 1.6719622E+000, 1.7172573E+000, 8.0010149E-005, 8.0010149E-005
 1.0004344E+000, 5.9624573E+000,-9.2558961E-001, 6.0215478E-002,-1.0020028E-001,-2.0205223E-004, 0.0000000E+000, 0.0000000E+000, 4.7180893E+000, 4.9966809E+000, 2.0505997E-004, 2.0505997E-004
 1.5003066E+000, 1.0227245E+001,-1.7971184E+000,-7.4726695E+000,-9.7962972E-002,-2.4731295E-004, 0.0000000E+000, 0.0000000E+000, 6.9025055E-001, 8.5924717E-001, 2.7530453E-004, 2.7530453E-004
 2.0008497E+000, 1.2937680E+001,-2.2139310E+000,-9.6261547E+000,-9.3973516E-002,-2.8277177E-004, 0.0000000E+000, 0.0000000E+000, 7.1168291E-001, 1.0033382E+000, 3.0652775E-004, 3.0652775E-004
 2.5008404E+000, 1.4358736E+001,-2.5073002E+000,-1.1090656E+001,-9.7000422E-002,-2.9235900E-004, 0.0000000E+000, 0.0000000E+000, 3.4034171E-001, 6.6348697E-001, 3.1891221E-004, 3.1891221E-004
 3.0000210E+000, 1.4549636E+001,-2.5233401E+000,-1.1527272E+001,-8.9939387E-002,-2.9587438E-004, 0.0000000E+000, 0.0000000E+000, 9.8182464E-002, 4.0878866E-001, 3.2359391E-004, 3.2359391E-004
 3.5001493E+000, 1.4718236E+001,-2.6072352E+000,-1.1642386E+001,-9.2514756E-002,-3.0791037E-004, 0.0000000E+000, 0.0000000E+000, 1.1420301E-001, 3.7579166E-001, 3.2533595E-004, 3.2533595E-004
 4.0008969E+000, 1.5188201E+001,-2.6005146E+000,-1.2400634E+001,-9.5706493E-002,-3.0179946E-004, 0.0000000E+000, 0.0000000E+000,-2.4749285E-001, 9.1043824E-002, 3.2598049E-004, 3.2598049E-004
 4.5008616E+000, 1.4643679E+001,-2.4725744E+000,-1.0802639E+001,-9.3557180E-002,-2.9482191E-004, 0.0000000E+000, 0.0000000E+000, 8.1537827E-001, 1.2746134E+000, 3.2621782E-004, 3.2621782E-004
 5.0007348E+000, 1.4618287E+001,-2.4913105E+000,-1.2202730E+001,-9.6640721E-002,-2.9503863E-004, 0.0000000E+000, 0.0000000E+000,-6.1313968E-001,-1.7269010E-001, 3.2630503E-004, 3.2630503E-004
 5.5002923E+000, 1.4999413E+001,-2.5706003E+000,-1.1297733E+001,-1.0231671E-001,-3.0936230E-004, 0.0000000E+000, 0.0000000E+000, 6.5532093E-001, 1.0284537E+000, 3.2633712E-004, 3.2633712E-004
 6.0001917E+000, 1.4946083E+001,-2.7350005E+000,-1.1840922E+001,-1.0219051E-001,-3.1259427E-004, 0.0000000E+000, 0.0000000E+000,-5.4714786E-002, 2.6765703E-001, 3.2634894E-004, 3.2634894E-004
 6.5004578E+000, 1.4499468E+001,-2.4491613E+000,-1.1036535E+001,-9.5259118E-002,-2.9572747E-004, 0.0000000E+000, 0.0000000E+000, 5.1644149E-001, 9.1821703E-001, 3.2635329E-004, 3.2635329E-004
 7.0000119E+000, 1.4523711E+001,-2.5207189E+000,-1.2398364E+001,-9.5315977E-002,-2.9699808E-004, 0.0000000E+000, 0.0000000E+000,-7.9821661E-001,-4.9098485E-001, 3.2635488E-004, 3.2635488E-004
 7.5005016E+000, 1.4365743E+001,-2.5853647E+000,-1.1772600E+001,-9.0926355E-002,-2.9789951E-004, 0.0000000E+000, 0.0000000E+000,-4.3635933E-001,-8.3446269E-002, 3.2635547E-004, 3.2635547E-004
 8.0001173E+000, 1.5133215E+001,-2.7443443E+000,-1.0678356E+001,-9.1282947E-002,-2.9361936E-004, 0.0000000E+000, 0.0000000E+000, 1.2285433E+000, 1.6189376E+000, 3.2635569E-004, 3.2635569E-004
 8.5003214E+000, 1.5235467E+001,-2.6675490E+000,-1.1805981E+001,-9.0334411E-002,-2.9332773E-004, 0.0000000E+000, 0.0000000E+000, 3.4928102E-001, 6.7130938E-001, 3.2635577E-004, 3.2635577E-004
 9.0001717E+000, 1.5042233E+001,-2.5770331E+000,-1.2262520E+001,-9.6169901E-002,-2.9163124E-004, 0.0000000E+000, 0.0000000E+000,-2.4562531E-001, 1.0621829E-001, 3.2635580E-004, 3.2635580E-004
 9.5005932E+000, 1.4389957E+001,-2.4989050E+000,-1.2439686E+001,-9.2060140E-002,-2.9521677E-004, 0.0000000E+000, 0.0000000E+000,-9.7688046E-001,-6.4098975E-001, 3.2635581E-004, 3.2635581E-004
 1.0000645E+001, 1.4791373E+001,-2.6637818E+000,-1.0704594E+001,-9.2514655E-002,-2.9104394E-004, 0.0000000E+000, 0.0000000E+000, 9.5589108E-001, 1.3301921E+000, 3.2635581E-004, 3.2635581E-004
 1.0500766E+001, 1.4386513E+001,-2.5108415E+000,-1.0701592E+001,-9.4465938E-002,-2.8297023E-004, 0.0000000E+000, 0.0000000E+000, 5.5056122E-001, 1.0793311E+000, 3.2635582E-004, 3.2635582E-004
 1.1000424E+001, 1.5521469E+001,-2.8092249E+000,-1.2583912E+001,-9.0549621E-002,-2.9182445E-004, 0.0000000E+000, 0.0000000E+000,-3.8026584E-001, 3.7490798E-002, 3.2635582E-004, 3.2635582E-004
 1.1500057E+001, 1.4860682E+001,-2.7294522E+000,-1.1823200E+001,-8.5951724E-002,-2.8886301E-004, 0.0000000E+000, 0.0000000E+000,-1.7061551E-001, 2.2178938E-001, 3.2635582E-004, 3.2635582E-004
 1.2000605E+001, 1.5052263E+001,-2.7117229E+000,-1.1099429E+001,-9.2452854E-002,-2.8872137E-004, 0.0000000E+000, 0.0000000E+000, 5.5044031E-001, 1.1483694E+000, 3.2635582E-004, 3.2635582E-004
 1.2500267E+001, 1.4633013E+001,-2.5229092E+000,-1.1516145E+001,-8.8702068E-002,-2.9106026E-004, 0.0000000E+000, 0.0000000E+000, 4.9424406E-002, 5.0496587E-001, 3.2635582E-004, 3.2635582E-004
 1.3000625E+001, 1.4791175E+001,-2.6095488E+000,-1.2794035E+001,-9.3066823E-002,-2.8796439E-004, 0.0000000E+000, 0.0000000E+000,-1.0485225E+000,-7.0576366E-001, 3.2635582E-004, 3.2635582E-004
 1.3500553E+001, 1.4522785E+001,-2.5898350E+000,-1.1915118E+001,-9.1745457E-002,-2.8935004E-004, 0.0000000E+000, 0.0000000E+000,-4.1361997E-001,-7.4203138E-002, 3.2635582E-004, 3.2635582E-004
 1.4000348E+001, 1.5035223E+001,-2.6123212E+000,-1.0728049E+001,-8.2669950E-002,-2.7932019E-004, 0.0000000E+000, 0.0000000E+000, 1.3017150E+000, 1.6119036E+000, 3.2635582E-004, 3.2635582E-004
 1.4500168E+001, 1.4845434E+001,-2.6372642E+000,-1.2269151E+001,-9.0658625E-002,-2.8793864E-004, 0.0000000E+000, 0.0000000E+000,-5.6281391E-001,-1.5192828E-001, 3.2635582E-004, 3.2635582E-004
 1.5000525E+001, 1.4764270E+001,-2.7251038E+000,-1.0525462E+001,-8.7628800E-002,-2.9123427E-004, 0.0000000E+000, 0.0000000E+000, 8.8655769E-001, 1.4257836E+000, 3.2635582E-004, 3.2635582E-004
 1.5500276E+001, 1.4752309E+001,-2.5504389E+000,-1.3529421E+001,-9.4183660E-002,-2.9031500E-004, 0.0000000E+000, 0.0000000E+000,-1.6757617E+000,-1.4220246E+000, 3.2635582E-004, 3.2635582E-004
 1.6000938E+001, 1.4784680E+001,-2.5846403E+000,-1.0676048E+001,-8.9988610E-002,-2.9197883E-004, 0.0000000E+000, 0.0000000E+000, 1.1183076E+000, 1.4337117E+000, 3.2635582E-004, 3.2635582E-004
 1.6500118E+001, 1.5656077E+001,-2.7713983E+000,-1.2098540E+001,-9.4788518E-002,-3.0203033E-004, 0.0000000E+000, 0.0000000E+000, 2.4573061E-001, 6.9104770E-001, 3.2635582E-004, 3.2635582E-004
 1.7000462E+001, 1.4379946E+001,-2.5309683E+000,-1.2161739E+001,-9.5435543E-002,-2.9372443E-004, 0.0000000E+000, 0.0000000E+000,-7.9701287E-001,-4.0849007E-001, 3.2635582E-004, 3.2635582E-004
 1.7500925E+001, 1.4995142E+001,-2.6948127E+000,-1.0228780E+001,-8.8112660E-002,-2.9238639E-004, 0.0000000E+000, 0.0000000E+000, 1.5091989E+000, 1.9831439E+000, 3.2635582E-004, 3.2635582E-004
 1.8000317E+001, 1.4938014E+001,-2.5628175E+000,-1.2525945E+001,-9.1933078E-002,-2.9632856E-004, 0.0000000E+000, 0.0000000E+000,-6.5207244E-001,-2.4297767E-001, 3.2635582E-004, 3.2635582E-004
 1.8500952E+001, 1.4180097E+001,-2.5362560E+000,-1.1269255E+001,-8.7819396E-002,-2.9074350E-004, 0.0000000E+000, 0.0000000E+000,-1.0704236E-001, 2.8647607E-001, 3.2635582E-004, 3.2635582E-004
 1.9000206E+001, 1.4809881E+001,-2.5175296E+000,-1.2863659E+001,-9.1351726E-002,-2.9408477E-004, 0.0000000E+000, 0.0000000E+000,-1.0247555E+000,-6.6295304E-001, 3.2635582E-004, 3.2635582E-004
