s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.0000000E+000, 0.0000000E+000,-2.0334965E-003,-2.8934754E-011, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.0334965E-003, 0.0000000E+000, 0.0000000E+000
 5.0006753E-001, 2.1298528E+000,-4.0740465E-001, 1.5096683E-002,-2.0591976E-001,-7.7372252E-005, 0.0000000E+000, 0.0000000E+000, 1.5113989E+000, 1.5315477E+000, 8.0394064E-005, 8.0394064E-005
 1.0002775E+000, 5.1168713E+000,-1.3272249E+000, 4.9148730E-002,-1.7978677E-001,-1.1695802E-004, 0.0000000E+000, 0.0000000E+000, 3.5514385E+000, 3.6588914E+000, 2.0824180E-004, 2.0824180E-004
 1.5000579E+000, 1.0298745E+001,-2.8936895E+000,-4.8300890E+000,-1.7347573E-001,-1.4316104E-004, 0.0000000E+000, 0.0000000E+000, 2.2807057E+000, 2.4013473E+000, 2.7985043E-004, 2.7985043E-004
 2.0005293E+000, 1.2333954E+001,-3.3476006E+000,-8.6493672E+000,-1.4921963E-001,-1.4078038E-004, 0.0000000E+000, 0.0000000E+000,-3.0270190E-002, 1.8762581E-001, 3.1161723E-004, 3.1161723E-004
 2.5002708E+000, 1.4169768E+001,-4.0590921E+000,-9.3149876E+000,-1.5469314E-001,-1.3840190E-004, 0.0000000E+000, 0.0000000E+000, 3.4328346E-001, 6.4085672E-001, 3.2421716E-004, 3.2421716E-004
 3.0003412E+000, 1.5147167E+001,-4.2192533E+000,-8.1319380E+000,-1.4370204E-001,-1.4152378E-004, 0.0000000E+000, 0.0000000E+000, 2.3074262E+000, 2.6521322E+000, 3.2898470E-004, 3.2898470E-004
 3.5000446E+000, 1.5005090E+001,-4.1385858E+000,-1.1001878E+001,-1.6537063E-001,-1.4370955E-004, 0.0000000E+000, 0.0000000E+000,-5.1673358E-001,-3.0088786E-001, 3.3075800E-004, 3.3075800E-004
 4.0000978E+000, 1.5053837E+001,-4.2315868E+000,-1.0184992E+001,-1.5529652E-001,-1.4235129E-004, 0.0000000E+000, 0.0000000E+000, 2.3954154E-001, 4.8181943E-001, 3.3141305E-004, 3.3141305E-004
 4.5002370E+000, 1.4879366E+001,-4.2773694E+000,-1.0182483E+001,-1.4496445E-001,-1.4366046E-004, 0.0000000E+000, 0.0000000E+000, 5.5141747E-002, 2.7440483E-001, 3.3165451E-004, 3.3165451E-004
 5.0003538E+000, 1.4649539E+001,-3.9640646E+000,-1.1166937E+001,-1.4929146E-001,-1.4122198E-004, 0.0000000E+000, 0.0000000E+000,-8.9206270E-001,-6.3089516E-001, 3.3174337E-004, 3.3174337E-004
 5.5001531E+000, 1.6002875E+001,-4.4744344E+000,-9.3107505E+000,-1.4902368E-001,-1.4382936E-004, 0.0000000E+000, 0.0000000E+000, 1.7525046E+000, 2.0685229E+000, 3.3177606E-004, 3.3177606E-004
 6.0003362E+000, 1.4090481E+001,-3.9329173E+000,-1.0642930E+001,-1.5269914E-001,-1.4202459E-004, 0.0000000E+000, 0.0000000E+000,-9.3669700E-001,-6.3820785E-001, 3.3178808E-004, 3.3178808E-004
 6.5004196E+000, 1.5352190E+001,-4.1225380E+000,-1.0453509E+001,-1.5702848E-001,-1.3796228E-004, 0.0000000E+000, 0.0000000E+000, 3.6624346E-001, 6.1897626E-001, 3.3179251E-004, 3.3179251E-004
 7.0002584E+000, 1.5134026E+001,-4.3984418E+000,-1.0276031E+001,-1.4614251E-001,-1.3963674E-004, 0.0000000E+000, 0.0000000E+000, 4.9309304E-003, 3.1327158E-001, 3.3179413E-004, 3.3179413E-004
 7.5002599E+000, 1.5600207E+001,-4.4664095E+000,-9.2935093E+000,-1.3842469E-001,-1.4160157E-004, 0.0000000E+000, 0.0000000E+000, 1.3918007E+000, 1.7017214E+000, 3.3179473E-004, 3.3179473E-004
 8.0003042E+000, 1.4111239E+001,-3.9427687E+000,-1.1185915E+001,-1.4930629E-001,-1.4017074E-004, 0.0000000E+000, 0.0000000E+000,-1.4295482E+000,-1.1668910E+000, 3.3179495E-004, 3.3179495E-004
 8.5003490E+000, 1.5354991E+001,-4.2127438E+000,-1.0542440E+001,-1.4338158E-001,-1.3902150E-004, 0.0000000E+000, 0.0000000E+000, 1.9991377E-001, 4.5628672E-001, 3.3179503E-004, 3.3179503E-004
 9.0001907E+000, 1.5511725E+001,-4.4726217E+000,-1.0657056E+001,-1.4116664E-001,-1.4087674E-004, 0.0000000E+000, 0.0000000E+000, 2.2714666E-002, 2.4073970E-001, 3.3179506E-004, 3.3179506E-004
 9.5003128E+000, 1.4591256E+001,-4.0385458E+000,-1.0510225E+001,-1.4390126E-001,-1.4262899E-004, 0.0000000E+000, 0.0000000E+000,-3.2942962E-001,-1.0155886E-001, 3.3179507E-004, 3.3179507E-004
 1.0000214E+001, 1.5003824E+001,-4.1702438E+000,-8.7471086E+000,-1.3754391E-001,-1.3767709E-004, 0.0000000E+000, 0.0000000E+000, 1.6266125E+000, 1.9487895E+000, 3.3179508E-004, 3.3179508E-004
 1.0500319E+001, 1.5226259E+001,-4.3508822E+000,-1.1278301E+001,-1.5706389E-001,-1.3952668E-004, 0.0000000E+000, 0.0000000E+000,-8.0329482E-001,-5.6012844E-001, 3.3179508E-004, 3.3179508E-004
 1.1000351E+001, 1.5106882E+001,-4.2422666E+000,-1.0668327E+001,-1.5283453E-001,-1.4141356E-004, 0.0000000E+000, 0.0000000E+000,-2.3832402E-001, 4.3312642E-002, 3.3179508E-004, 3.3179508E-004
 1.1500370E+001, 1.5023063E+001,-4.2003065E+000,-1.0366993E+001,-1.4829813E-001,-1.4128178E-004, 0.0000000E+000, 0.0000000E+000,-4.4337446E-003, 3.0732426E-001, 3.3179508E-004, 3.3179508E-004
 1.2000120E+001, 1.5194334E+001,-4.3657804E+000,-1.0121114E+001,-1.5289706E-001,-1.3931708E-004, 0.0000000E+000, 0.0000000E+000, 2.5807299E-001, 5.5440390E-001, 3.3179508E-004, 3.3179508E-004
 1.2500404E+001, 1.5127267E+001,-4.3712421E+000,-1.0124507E+001,-1.5029767E-001,-1.3843005E-004, 0.0000000E+000, 0.0000000E+000, 2.1348133E-001, 4.8108222E-001, 3.3179508E-004, 3.3179508E-004
 1.3000391E+001, 1.4703380E+001,-4.3506822E+000,-1.0126062E+001,-1.4606035E-001,-1.3891932E-004, 0.0000000E+000, 0.0000000E+000,-1.7839489E-001, 8.0436685E-002, 3.3179508E-004, 3.3179508E-004
 1.3500269E+001, 1.5088062E+001,-4.2898390E+000,-1.0512382E+001,-1.4588570E-001,-1.3897802E-004, 0.0000000E+000, 0.0000000E+000,-1.3044712E-001, 1.3981608E-001, 3.3179508E-004, 3.3179508E-004
 1.4000430E+001, 1.5156681E+001,-4.2840972E+000,-1.0177660E+001,-1.5148139E-001,-1.3993183E-004, 0.0000000E+000, 0.0000000E+000, 2.1665995E-001, 5.4330314E-001, 3.3179508E-004, 3.3179508E-004
 1.4500357E+001, 1.5182233E+001,-4.2978886E+000,-1.0540958E+001,-1.5469459E-001,-1.4046475E-004, 0.0000000E+000, 0.0000000E+000,-2.1937641E-001, 1.8855190E-001, 3.3179508E-004, 3.3179508E-004
 1.5000292E+001, 1.5608582E+001,-4.5982024E+000,-9.5749052E+000,-1.5261890E-001,-1.4393843E-004, 0.0000000E+000, 0.0000000E+000, 9.3983582E-001, 1.2827120E+000, 3.3179508E-004, 3.3179508E-004
 1.5500209E+001, 1.4869029E+001,-4.1659509E+000,-1.1450694E+001,-1.6160996E-001,-1.4226826E-004, 0.0000000E+000, 0.0000000E+000,-1.1716816E+000,-9.0936835E-001, 3.3179508E-004, 3.3179508E-004
 1.6000418E+001, 1.4756126E+001,-4.2875407E+000,-9.2688453E+000,-1.4782557E-001,-1.4256995E-004, 0.0000000E+000, 0.0000000E+000, 6.7072687E-001, 1.0517722E+000, 3.3179508E-004, 3.3179508E-004
 1.6500391E+001, 1.5521115E+001,-4.2455307E+000,-1.1147320E+001,-1.4984556E-001,-1.4030168E-004, 0.0000000E+000, 0.0000000E+000,-2.9847110E-001,-2.1721113E-002, 3.3179508E-004, 3.3179508E-004
 1.7000233E+001, 1.4541948E+001,-4.1259927E+000,-1.1041099E+001,-1.4090202E-001,-1.4113275E-004, 0.0000000E+000, 0.0000000E+000,-9.4206928E-001,-7.6618676E-001, 3.3179508E-004, 3.3179508E-004
 1.7500444E+001, 1.4938608E+001,-4.3055008E+000,-8.9111794E+000,-1.3972732E-001,-1.3772799E-004, 0.0000000E+000, 0.0000000E+000, 1.2686683E+000, 1.5820623E+000, 3.3179508E-004, 3.3179508E-004
 1.8000347E+001, 1.5244251E+001,-4.2474763E+000,-1.1561814E+001,-1.4484181E-001,-1.4121245E-004, 0.0000000E+000, 0.0000000E+000,-9.7493914E-001,-7.1002270E-001, 3.3179508E-004, 3.3179508E-004
 1.8500080E+001, 1.5273018E+001,-4.1398720E+000,-1.0480907E+001,-1.4464233E-001,-1.4268260E-004, 0.0000000E+000, 0.0000000E+000, 2.5397636E-001, 5.0745378E-001, 3.3179508E-004, 3.3179508E-004
 1.9000402E+001, 1.4644423E+001,-3.8552826E+000,-1.0790431E+001,-1.4585332E-001,-1.4128768E-004, 0.0000000E+000, 0.0000000E+000,-3.5820640E-001,-1.4728477E-001, 3.3179508E-004, 3.3179508E-004
