s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.0000000E+000, 0.0000000E+000,-2.0383427E-003,-1.6443467E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.0383429E-003, 0.0000000E+000, 0.0000000E+000
 5.0325811E-001, 2.5900334E+000,-1.5349180E-001,-1.9593574E-002,-7.2206658E-002,-1.4615511E-004, 0.0000000E+000, 0.0000000E+000, 2.1651653E+000, 2.3445952E+000, 8.0035433E-005, 8.0035433E-005
 1.0009711E+000, 7.2870694E+000,-8.7220829E-001,-4.9710954E-001,-1.0348650E-001,-3.3748903E-004, 0.0000000E+000, 0.0000000E+000, 5.0233890E+000, 5.8139275E+000, 2.0089093E-004, 2.0089093E-004
 1.5001578E+000, 1.1410879E+001,-1.5336773E+000,-8.6205895E+000,-1.2230853E-001,-4.2723663E-004, 0.0000000E+000, 0.0000000E+000, 6.9084333E-001, 1.1338762E+000, 2.6926178E-004, 2.6926178E-004
 2.0017500E+000, 1.2830806E+001,-1.7457075E+000,-1.0490490E+001,-1.2612872E-001,-4.6061172E-004, 0.0000000E+000, 0.0000000E+000, 6.4116530E-002, 4.6801881E-001, 2.9974789E-004, 2.9974789E-004
 2.5002291E+000, 1.4274555E+001,-2.1033329E+000,-1.0819224E+001,-1.1855507E-001,-4.7795681E-004, 0.0000000E+000, 0.0000000E+000, 7.3664424E-001, 1.2329649E+000, 3.1183632E-004, 3.1183632E-004
 3.0001743E+000, 1.3791127E+001,-1.9871012E+000,-1.1124076E+001,-1.1163647E-001,-4.7309158E-004, 0.0000000E+000, 0.0000000E+000, 1.2039812E-001, 5.6784068E-001, 3.1640429E-004, 3.1640429E-004
 3.5012610E+000, 1.4790379E+001,-2.1089935E+000,-1.1440384E+001,-1.1741434E-001,-4.7983335E-004, 0.0000000E+000, 0.0000000E+000, 4.7798769E-001, 1.1231076E+000, 3.1810843E-004, 3.1810843E-004
 4.0017629E+000, 1.4545802E+001,-1.9902070E+000,-1.1755308E+001,-1.2217891E-001,-4.9391409E-004, 0.0000000E+000, 0.0000000E+000, 8.8059649E-002, 6.7761436E-001, 3.1873763E-004, 3.1873763E-004
 4.5010996E+000, 1.4665724E+001,-2.0735562E+000,-1.0842805E+001,-1.1590903E-001,-4.7862053E-004, 0.0000000E+000, 0.0000000E+000, 8.9539064E-001, 1.6329754E+000, 3.1896884E-004, 3.1896884E-004
 5.0018654E+000, 1.4124908E+001,-1.9894772E+000,-1.2430071E+001,-1.1856814E-001,-4.7515716E-004, 0.0000000E+000, 0.0000000E+000,-1.1748081E+000,-4.1368380E-001, 3.1905393E-004, 3.1905393E-004
 5.5014157E+000, 1.4681448E+001,-2.0911086E+000,-1.1238373E+001,-1.1479637E-001,-4.7990431E-004, 0.0000000E+000, 0.0000000E+000, 4.9082657E-001, 1.2366906E+000, 3.1908525E-004, 3.1908525E-004
 6.0018649E+000, 1.4637156E+001,-2.0702295E+000,-1.1847299E+001,-1.2152934E-001,-4.8638176E-004, 0.0000000E+000, 0.0000000E+000,-1.4501126E-001, 5.9761164E-001, 3.1909676E-004, 3.1909676E-004
 6.5015626E+000, 1.4716796E+001,-2.1224755E+000,-1.1220493E+001,-1.0680059E-001,-4.8103921E-004, 0.0000000E+000, 0.0000000E+000, 7.6307670E-001, 1.2665461E+000, 3.1910100E-004, 3.1910100E-004
 7.0012660E+000, 1.4045953E+001,-2.0286990E+000,-1.1755308E+001,-1.1444005E-001,-4.8118289E-004, 0.0000000E+000, 0.0000000E+000,-7.2626858E-001, 1.4702487E-001, 3.1910256E-004, 3.1910256E-004
 7.5018768E+000, 1.5103167E+001,-2.2099462E+000,-1.1180688E+001,-1.2042683E-001,-4.8206280E-004, 0.0000000E+000, 0.0000000E+000, 9.2277818E-001, 1.5916234E+000, 3.1910313E-004, 3.1910313E-004
 8.0000381E+000, 1.4556942E+001,-2.1219267E+000,-1.2490467E+001,-1.1444918E-001,-4.9712480E-004, 0.0000000E+000, 0.0000000E+000,-6.0525775E-001,-1.7039751E-001, 3.1910334E-004, 3.1910334E-004
 8.5006781E+000, 1.3946928E+001,-2.0103346E+000,-1.1814014E+001,-1.1086705E-001,-4.8510605E-004, 0.0000000E+000, 0.0000000E+000,-6.2000210E-001, 1.1227934E-002, 3.1910342E-004, 3.1910342E-004
 9.0009747E+000, 1.5107577E+001,-2.2170184E+000,-1.1407920E+001,-1.0454828E-001,-4.7891771E-004, 0.0000000E+000, 0.0000000E+000, 9.0718115E-001, 1.3776111E+000, 3.1910345E-004, 3.1910345E-004
 9.5010414E+000, 1.4129169E+001,-2.0242359E+000,-1.1976858E+001,-1.1958191E-001,-4.8131137E-004, 0.0000000E+000, 0.0000000E+000,-7.2822773E-001, 8.0125120E-003, 3.1910346E-004, 3.1910346E-004
 1.0001839E+001, 1.4818106E+001,-2.1443627E+000,-1.1795982E+001,-1.1417191E-001,-4.8322729E-004, 0.0000000E+000, 0.0000000E+000, 3.2634602E-001, 7.6310532E-001, 3.1910346E-004, 3.1910346E-004
