s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.0000000E+000, 0.0000000E+000,-2.0413085E-003,-1.6482061E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.0413087E-003, 0.0000000E+000, 0.0000000E+000
 5.0301129E-001, 2.6994026E+000,-1.9540643E-001,-2.2261301E-002,-7.7480348E-002,-1.4735331E-004, 0.0000000E+000, 0.0000000E+000, 2.2253394E+000, 2.4041071E+000, 7.9989652E-005, 7.9989652E-005
 1.0002141E+000, 7.3474513E+000,-1.0528057E+000,-8.0856049E-001,-1.1220181E-001,-3.4021946E-004, 0.0000000E+000, 0.0000000E+000, 4.6656563E+000, 5.3735431E+000, 2.0079053E-004, 2.0079053E-004
 1.5011333E+000, 1.1551718E+001,-1.8917852E+000,-8.2858497E+000,-1.2629078E-001,-4.3187440E-004, 0.0000000E+000, 0.0000000E+000, 8.8263643E-001, 1.2473601E+000, 2.6926538E-004, 2.6926538E-004
 2.0018437E+000, 1.3225874E+001,-2.3139925E+000,-1.0247220E+001,-1.3787427E-001,-4.7139872E-004, 0.0000000E+000, 0.0000000E+000, 1.8007889E-001, 5.2631545E-001, 2.9976942E-004, 2.9976942E-004
 2.5006323E+000, 1.4046560E+001,-2.3426901E+000,-1.0447534E+001,-1.3524430E-001,-4.7555476E-004, 0.0000000E+000, 0.0000000E+000, 7.7864995E-001, 1.1206157E+000, 3.1183927E-004, 3.1183927E-004
 3.0015347E+000, 1.4290432E+001,-2.4636987E+000,-1.1140745E+001,-1.3136254E-001,-4.7945909E-004, 0.0000000E+000, 0.0000000E+000, 5.7660416E-002, 5.5414605E-001, 3.1640876E-004, 3.1640876E-004
 3.5011835E+000, 1.4555930E+001,-2.5062690E+000,-1.1228068E+001,-1.3185780E-001,-4.7708775E-004, 0.0000000E+000, 0.0000000E+000, 1.2105002E-001, 6.8925892E-001, 3.1810994E-004, 3.1810994E-004
 4.0015593E+000, 1.4692933E+001,-2.5054127E+000,-1.0904296E+001,-1.3186614E-001,-4.8487166E-004, 0.0000000E+000, 0.0000000E+000, 6.8369830E-001, 1.1508732E+000, 3.1873757E-004, 3.1873757E-004
 4.5010524E+000, 1.4311324E+001,-2.3437369E+000,-1.0389579E+001,-1.3583774E-001,-4.8655480E-004, 0.0000000E+000, 0.0000000E+000, 5.8204126E-001, 1.4416834E+000, 3.1896880E-004, 3.1896880E-004
 5.0012989E+000, 1.4523059E+001,-2.4733027E+000,-1.1890922E+001,-1.3812555E-001,-4.9719306E-004, 0.0000000E+000, 0.0000000E+000,-5.6394710E-001, 2.0211191E-002, 3.1905390E-004, 3.1905390E-004
