s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.0000000E+000, 0.0000000E+000,-2.0454442E-003,-1.6534171E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.0454444E-003, 0.0000000E+000, 0.0000000E+000
 5.0279510E-001, 2.7784672E+000,-2.3681221E-001,-2.3296764E-002,-8.2708027E-002,-1.4875416E-004, 0.0000000E+000, 0.0000000E+000, 2.2546341E+000, 2.4355015E+000, 7.9953155E-005, 7.9953155E-005
 1.0009964E+000, 7.5128631E+000,-1.2840060E+000,-1.1408302E+000,-1.2700190E-001,-3.4359434E-004, 0.0000000E+000, 0.0000000E+000, 4.3525860E+000, 4.9606815E+000, 2.0083288E-004, 2.0083288E-004
 1.5020529E+000, 1.1442647E+001,-2.1709803E+000,-7.6938390E+000,-1.3204034E-001,-4.3453890E-004, 0.0000000E+000, 0.0000000E+000, 1.0900433E+000, 1.4453524E+000, 2.6934235E-004, 2.6934235E-004
 2.0019827E+000, 1.3384102E+001,-2.5871164E+000,-9.2879584E+000,-1.4210427E-001,-4.7127691E-004, 0.0000000E+000, 0.0000000E+000, 8.3808563E-001, 1.3664515E+000, 2.9979361E-004, 2.9979361E-004
 2.5001075E+000, 1.4235312E+001,-2.7330502E+000,-1.0404178E+001,-1.4066054E-001,-4.7806430E-004, 0.0000000E+000, 0.0000000E+000, 4.6663291E-001, 9.5694516E-001, 3.1183798E-004, 3.1183798E-004
 3.0005739E+000, 1.4431120E+001,-2.7688156E+000,-9.2205070E+000,-1.5640649E-001,-4.8572945E-004, 0.0000000E+000, 0.0000000E+000, 1.3538806E+000, 2.2849056E+000, 3.1640480E-004, 3.1640480E-004
 3.5000956E+000, 1.4239534E+001,-2.8317821E+000,-1.1761518E+001,-1.6529529E-001,-4.8658244E-004, 0.0000000E+000, 0.0000000E+000,-1.1444822E+000,-5.1954732E-001, 3.1810792E-004, 3.1810792E-004
 4.0013671E+000, 1.4687569E+001,-2.9086952E+000,-1.1038665E+001,-1.4493299E-001,-4.9315086E-004, 0.0000000E+000, 0.0000000E+000, 1.5524246E-001, 5.9478210E-001, 3.1873703E-004, 3.1873703E-004
 4.5006490E+000, 1.4639811E+001,-2.9750191E+000,-1.0660039E+001,-1.4572360E-001,-4.8966982E-004, 0.0000000E+000, 0.0000000E+000, 2.6709602E-001, 8.5854004E-001, 3.1896872E-004, 3.1896872E-004
 5.0010319E+000, 1.4418955E+001,-2.8792168E+000,-1.0676066E+001,-1.4309014E-001,-4.9342674E-004, 0.0000000E+000, 0.0000000E+000, 1.1228286E-001, 7.2008886E-001, 3.1905387E-004, 3.1905387E-004
 5.5001960E+000, 1.4387025E+001,-2.9254380E+000,-1.0937296E+001,-1.4984751E-001,-4.9018842E-004, 0.0000000E+000, 0.0000000E+000,-2.3605296E-001, 3.7395329E-001, 3.1908521E-004, 3.1908521E-004
 6.0001945E+000, 1.4267947E+001,-2.9573730E+000,-1.1032175E+001,-1.4688813E-001,-4.8157841E-004, 0.0000000E+000, 0.0000000E+000,-3.0760112E-001, 1.3102891E-001, 3.1909674E-004, 3.1909674E-004
 6.5010328E+000, 1.4848985E+001,-3.0178305E+000,-1.0950126E+001,-1.4421530E-001,-4.9652129E-004, 0.0000000E+000, 0.0000000E+000, 1.5440810E-001, 7.3631703E-001, 3.1910099E-004, 3.1910099E-004
