s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.0000000E+000, 0.0000000E+000,-2.0372527E-003,-2.9018212E-011, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.0372527E-003, 0.0000000E+000, 0.0000000E+000
 5.0083011E-001, 2.1825936E+000,-4.6965799E-001, 1.4073836E-002,-2.2572219E-001,-7.7125406E-005, 0.0000000E+000, 0.0000000E+000, 1.4819522E+000, 1.5012101E+000, 8.0501759E-005, 8.0501759E-005
 1.0003844E+000, 5.3097897E+000,-1.5323816E+000, 4.4905154E-002,-2.0076695E-001,-1.1774570E-004, 0.0000000E+000, 0.0000000E+000, 3.5148545E+000, 3.6214285E+000, 2.0833410E-004, 2.0833410E-004
 1.5005062E+000, 1.0312380E+001,-3.0811336E+000,-5.4853058E+000,-1.9081798E-001,-1.4581614E-004, 0.0000000E+000, 0.0000000E+000, 1.4382215E+000, 1.5549770E+000, 2.7987427E-004, 2.7987427E-004
 2.0000510E+000, 1.2757063E+001,-3.9054678E+000,-7.1804561E+000,-1.8296817E-001,-1.4427934E-004, 0.0000000E+000, 0.0000000E+000, 1.3206958E+000, 1.4880266E+000, 3.1161921E-004, 3.1161921E-004
 2.5001276E+000, 1.3617889E+001,-4.1631188E+000,-7.5266533E+000,-1.8514998E-001,-1.4169624E-004, 0.0000000E+000, 0.0000000E+000, 1.4195948E+000, 1.7428257E+000, 3.2421213E-004, 3.2421213E-004
 3.0000970E+000, 1.5000886E+001,-4.7202584E+000,-9.9000640E+000,-1.8267742E-001,-1.4134569E-004, 0.0000000E+000, 0.0000000E+000,-6.6485534E-002, 1.9774500E-001, 3.2898369E-004, 3.2898369E-004
 3.5003884E+000, 1.5313082E+001,-4.5081207E+000,-8.9221433E+000,-1.8000207E-001,-1.4292827E-004, 0.0000000E+000, 0.0000000E+000, 1.3729581E+000, 1.7026726E+000, 3.3075803E-004, 3.3075803E-004
 4.0001278E+000, 1.4819519E+001,-4.6933731E+000,-1.0132460E+001,-1.7837900E-001,-1.3866748E-004, 0.0000000E+000, 0.0000000E+000,-5.3963029E-001,-1.8483116E-001, 3.3141322E-004, 3.3141322E-004
