s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.0000000E+000, 0.0000000E+000,-2.0419537E-003,-7.6878952E-011, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.0419538E-003, 0.0000000E+000, 0.0000000E+000
 5.0106096E-001, 2.3675921E+000,-3.9827268E-001,-9.7193217E-004,-1.2948878E-001,-1.1369231E-004, 0.0000000E+000, 0.0000000E+000, 1.7848520E+000, 1.8387450E+000, 7.9937789E-005, 7.9937789E-005
 1.0004152E+000, 6.6742302E+000,-1.6659881E+000, 7.9360918E-002,-1.5841126E-001,-2.2106404E-004, 0.0000000E+000, 0.0000000E+000, 4.6321290E+000, 4.9289707E+000, 2.0501162E-004, 2.0501162E-004
 1.5000043E+000, 1.0692790E+001,-2.9106303E+000,-7.2859953E+000,-1.5771840E-001,-2.6673767E-004, 0.0000000E+000, 0.0000000E+000, 1.6810978E-001, 3.3817973E-001, 2.7529004E-004, 2.7529004E-004
 2.0003211E+000, 1.3635966E+001,-3.7273225E+000,-8.9587510E+000,-1.4266533E-001,-2.9775692E-004, 0.0000000E+000, 0.0000000E+000, 7.0514121E-001, 8.0692894E-001, 3.0651305E-004, 3.0651305E-004
 2.5008662E+000, 1.3963753E+001,-3.7835174E+000,-9.2694362E+000,-1.5026073E-001,-3.1742629E-004, 0.0000000E+000, 0.0000000E+000, 5.2004561E-001, 7.6022093E-001, 3.1890718E-004, 3.1890718E-004
 3.0005803E+000, 1.4868838E+001,-3.9607133E+000,-1.0158566E+001,-1.5733206E-001,-3.3000691E-004, 0.0000000E+000, 0.0000000E+000, 2.2641115E-001, 5.9189631E-001, 3.2359526E-004, 3.2359526E-004
 3.5003579E+000, 1.5374626E+001,-4.1694186E+000,-1.0689425E+001,-1.6355331E-001,-3.3812900E-004, 0.0000000E+000, 0.0000000E+000, 6.5101395E-002, 3.5189089E-001, 3.2533675E-004, 3.2533675E-004
 4.0000086E+000, 1.4698676E+001,-3.8628939E+000,-1.0055301E+001,-1.6310208E-001,-3.4036169E-004, 0.0000000E+000, 0.0000000E+000, 3.0414545E-001, 6.1703861E-001, 3.2598031E-004, 3.2598031E-004
