s,kW,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
34.09826001,32.45074667,38.99468789,36.47828853,31.14631282,5.435324225,41.21490019,34.38075154,24.03240098,4.515671201,35.80025356,27.23159385,16.27307778,4.926233007,26.84118769,18.72884234,12.02665672,5.441150667,21.89707988,15.49988177,9.269700896,4.237850958,18.18119826,10.06962183,7.991481506,3.001704531,15.38613958,9.334985273,6.640306453,3.589243356,1.153700587,1.252862115,1.163141673,0.957085879,0.843835665,0.706742265
34.20091508,36.45132828,38.76379801,35.32100269,30.48282795,6.340085438,40.19262693,32.26875532,21.39068791,4.306490017,35.93317949,27.09508849,17.1605299,5.596639193,28.33836123,20.95787009,13.5085921,5.485198059,23.25706367,16.77184951,10.9370465,4.916276709,18.82740786,10.53307196,8.321486925,1.973324577,15.86510438,9.663522581,6.709120007,2.584943945,1.140075788,1.243664224,1.163463886,0.965013805,0.852773867,0.713938676
34.30158329,32.75104867,38.74242031,35.30633434,30.73668988,8.088608866,39.2612589,31.21461873,20.41607483,5.116580521,34.26405917,24.73970231,14.51220272,4.035854883,28.64643686,21.3118591,13.53196771,5.440446903,24.1620385,18.02717582,11.89437625,4.919097958,19.96146263,12.05570886,9.653678358,1.985309641,16.66927282,11.24246546,7.327229464,1.685375277,1.130300002,1.228684567,1.150461495,0.961161035,0.853769953,0.717829486
34.39876948,28.04156419,39.09394781,35.57708909,31.64618966,10.16684292,39.40152187,32.12822524,22.55217123,6.44361521,34.24862937,24.18394503,13.45172931,3.118818546,27.10774963,19.32562866,11.70769047,3.871127729,23.79507773,17.54478595,11.12499807,4.872784579,20.47547956,13.44267264,10.47594543,1.973328247,17.94484,12.50224953,8.010433992,0.920467552,1.139936901,1.233007514,1.144364558,0.952323992,0.848518547,0.715261741
34.49964936,29.33139766,39.33501875,35.80709749,30.80451177,10.11801582,39.9386933,33.2814369,23.83039079,7.903277281,35.15676916,25.29114033,14.78776721,3.228953925,28.18134188,20.11589335,13.0199837,3.71974984,23.83573211,18.19673498,11.621226,3.847287195,19.33461991,12.67884202,9.385085675,1.063795366,17.19618077,11.75929777,7.379783997,0.848199886,1.149512814,1.248597216,1.158593928,0.955616819,0.843633962,0.707126141
34.60078236,29.75566431,39.19710465,35.28358039,29.49723361,9.986979426,40.02430209,32.51585763,21.97573204,7.892298363,35.87089476,26.25400267,16.23466752,4.277072443,29.53232766,20.89455937,14.53347768,3.850699744,25.03970021,19.18408031,13.190645,4.013109344,20.0794484,13.88142017,10.59115506,2.779316477,17.19894996,12.19831691,7.713263341,1.729408365,1.152835909,1.259487255,1.178187765,0.976897419,0.858541807,0.71220326
34.70147274,36.90546144,38.49355047,34.45055645,28.90927413,9.91408075,38.86191185,30.39048028,19.91460376,7.783573487,34.2805271,24.09667255,14.47161477,4.203365483,30.05344614,22.09304135,15.40340858,3.835153717,25.36648589,19.41275808,14.20919269,4.012089875,20.16322922,13.56762404,10.37635477,3.970109369,17.66592267,12.86649916,9.432686173,3.664761809,1.135655059,1.241221113,1.165101365,0.972888126,0.861320455,0.718713261
34.79896607,31.88330245,38.68209989,34.7331306,29.46635335,10.3929241,38.7895884,30.24164681,18.759922,7.86584719,31.95371039,22.26785625,13.02554297,4.144505558,28.53425898,21.1258066,14.51847793,3.783515163,24.85715294,19.41803401,14.17507688,3.990624484,20.31382335,14.46802485,10.36519817,3.957749739,17.53550297,12.62254536,9.336389052,4.546165345,1.140427831,1.238367329,1.154756152,0.962722649,0.853558258,0.715246626
34.89947435,32.09127075,39.28702977,35.60001724,30.26175083,10.87250593,39.61319773,31.67490459,20.30284854,9.970072997,31.65398959,21.78372567,13.02981133,4.177187537,26.60431354,19.46599095,13.33061073,2.512149984,22.78068439,17.91595024,12.55327823,3.868080628,19.56159526,15.12202179,10.2139927,3.887279546,16.96058405,12.67800016,9.244939117,4.499404498,1.167664243,1.255314715,1.152603489,0.945936026,0.833318032,0.699048244
34.99887664,31.93111112,39.42351482,36.01194798,29.78941172,10.93787009,40.30375843,33.29900009,21.05655889,11.45634766,32.32603904,23.59987059,14.44376873,5.934942848,26.33625035,18.49370968,13.39165859,2.559837186,22.32166047,17.96341026,12.61213268,3.550328101,18.93150386,15.92685478,10.06857137,3.831114209,16.91623875,13.44304973,9.144649502,4.452021499,1.185652859,1.279194827,1.171020516,0.947758282,0.825705599,0.688592509
35.10089356,33.97857076,39.15192556,35.21533934,29.13209691,10.84171232,39.7992294,31.75322246,18.77438472,10.50722725,33.0783083,23.87064971,14.33221166,7.508842883,27.48070271,19.52409817,14.25503537,4.008477083,22.19511562,17.41768767,12.72684961,3.616604314,19.06000052,16.50346195,10.62093336,4.930658083,17.40957204,14.52849264,10.00740572,4.462098506,1.184916331,1.286778787,1.188438643,0.965491496,0.838302514,0.69278703
35.20135099,30.68707426,39.11238229,35.51935539,29.59740074,10.91011196,39.3241921,30.76778444,17.58467402,10.45131081,31.97610367,22.45833335,12.44597564,7.453242251,26.84875199,18.40213142,12.80326116,5.246129989,22.58897117,17.10886112,12.46290201,4.557399083,19.10052357,16.52351089,10.7125641,5.696701386,17.61858307,15.59986196,11.1836871,5.502492824,1.180807429,1.280210618,1.184157776,0.967954114,0.843925869,0.698370094
35.30006911,35.16741894,39.55189079,36.74466849,30.59842043,10.04252818,39.50537578,31.04712851,17.82167392,10.5977814,31.74084859,22.46233746,12.52163724,6.834487812,26.25098261,17.82859574,12.49379554,5.237058672,21.56772289,16.52753918,11.67556303,4.833546312,18.46794212,15.95280574,10.47510108,5.682982911,16.77584587,14.22378067,10.11767211,6.276194913,1.201329429,1.298090565,1.191251795,0.964901788,0.838801691,0.693773873
35.39906447,34.59392444,39.64439346,36.90548964,30.60340432,8.294158714,40.28513517,31.95649319,19.30771684,10.60989948,31.69154366,21.75412705,12.62494398,6.89997818,25.90889356,17.67236199,12.56600536,5.294126184,21.39065697,16.95064056,12.15044501,5.723837866,18.0720519,15.97910567,10.6496735,6.659585218,16.32419138,14.09880177,9.739607938,6.272579876,1.213543367,1.31221736,1.202211741,0.969995318,0.839689301,0.692260421
35.49802021,31.00460441,39.22372511,36.45605424,29.44145704,6.209802657,40.09209724,30.86665509,17.91593563,10.07289478,32.12699162,23.025757,14.67243802,8.041010946,25.7033214,16.85460968,12.00331853,5.383663505,21.02519157,16.61261415,11.99794417,5.757317702,18.0145404,15.77405753,10.98381215,7.715069146,16.23680966,14.04646118,10.34491849,7.37676977,1.205583239,1.310041002,1.207349495,0.976285939,0.845475186,0.695137198
35.60090677,30.70159666,39.18247957,36.33311824,29.53846487,6.243783082,39.65579646,29.80185037,15.81417845,8.641488649,31.78685798,22.2922872,13.46609229,8.895168051,26.2551245,17.68601347,12.54733618,5.782353043,21.19455069,16.62004462,11.94991026,6.599973577,17.75190465,15.34512657,10.76624363,8.538518515,16.20794484,13.82822564,10.53446913,8.433370007,1.202546684,1.306332234,1.208242764,0.982733906,0.851652543,0.700631038
35.69939345,25.39563737,39.24314437,36.50795596,29.83613907,7.41374611,39.22631372,29.58227996,15.72319542,8.613534757,30.62923729,21.37138782,11.99306594,7.83845139,24.88156539,16.83195698,11.10666747,5.684205747,20.48337476,16.39144033,11.65919859,6.504822087,17.61592716,14.91205762,10.13826214,8.196128962,16.11404171,13.66558581,10.30384245,8.885942794,1.194352045,1.291846442,1.190226946,0.967298157,0.840174175,0.694879494
35.80181264,28.54104171,39.84734885,37.39796959,31.09564728,9.40708618,40.96698085,31.65119956,17.01323426,8.830220753,31.90959227,22.57750845,12.18273238,7.937673229,24.44518209,15.69531911,10.27822367,5.72060153,20.18438956,15.98574327,10.65279983,6.520814304,17.51724197,14.80373495,10.07809712,7.979738521,15.70153274,13.37436934,9.674744096,8.127639727,1.224938338,1.321509486,1.211816947,0.976156039,0.840412705,0.689269568
35.89927096,36.23276957,39.75478023,37.33162207,30.89020049,10.10963857,41.01388097,32.12405948,18.02833459,8.832502818,34.36918343,24.52749065,13.68320091,8.035501229,25.16433368,15.00372947,9.671724529,5.768209789,20.04825441,15.28078448,10.70738067,6.553767643,17.46820649,13.92447294,10.11716006,8.008132514,15.59995811,13.16018434,9.634250566,8.046261417,1.226462574,1.331787472,1.226937143,0.98880889,0.850167951,0.69435347
35.99907297,39.31781645,39.06368044,36.10949545,29.66971306,9.667038196,40.46156409,30.78090237,16.54198957,7.716952394,35.16837998,25.88528912,15.01566053,8.103635028,27.70634024,17.95120971,12.11347027,6.779896098,21.19957744,15.52033813,10.92207228,6.650576093,18.1100754,13.98290632,10.20694271,8.061361565,14.6004079,12.23836866,9.670239863,8.074104771,1.207626507,1.324953572,1.239621393,1.010616181,0.869257608,0.705957299
36.10026783,37.52847977,38.6219298,34.96596012,29.59979617,9.525333541,39.45091801,28.65714566,15.02102785,7.090528644,34.3529616,23.75931064,12.57924009,6.357614679,28.61281265,19.48258139,13.2598924,8.126666722,22.96001629,16.739988,12.18892377,7.131814968,18.63257768,13.8320473,10.33897026,8.127378848,14.73733534,12.2422456,9.734103109,8.111712236,1.187631554,1.302035384,1.227076967,1.01683576,0.88107241,0.716440998
36.19925215,32.7984006,38.33864253,35.28019447,30.23124045,11.02147885,39.32541786,28.84330577,16.54605422,7.073413863,32.86642839,22.44438524,11.99213346,4.735165749,27.03505973,17.78297363,11.30103032,7.486825271,23.6806457,17.72083724,13.18772569,8.165079117,19.12864218,13.89777386,10.27430133,8.007177807,14.72657093,12.09008975,9.900344498,8.125778778,1.181943696,1.286831251,1.20501271,1.000635654,0.872340367,0.715079111
36.30040578,36.05055009,38.13887567,35.95415462,30.97979586,12.56979633,39.61211259,29.99345887,18.78789167,8.037381624,33.02862187,22.76614041,13.45380495,5.618698098,26.96285342,18.23123048,12.4088101,6.229716299,22.79139427,16.41651799,11.96184328,7.216790777,18.95305326,14.11846775,11.11928016,8.230105936,14.89449029,12.07019802,9.71218796,7.982554693,1.198587425,1.301972685,1.210510831,0.996964756,0.865943917,0.708855924
36.40079979,32.77328539,37.85181886,35.2225319,30.22515299,12.24366262,40.24816268,31.43915295,21.21042835,9.072550115,33.69412945,24.0396805,14.6431851,6.620001207,27.01345598,18.12361955,12.67070684,6.257466172,22.94363169,16.54389748,12.59730939,7.014762416,19.15925143,14.42372944,10.54491229,8.232170287,15.30422275,13.22429924,10.68168009,7.959950422,1.193663556,1.30373121,1.217442239,1.003651444,0.870354624,0.710910034
36.50090946,33.91853787,37.09254226,34.07196612,29.39007309,11.9671363,39.99729562,30.72764029,20.11537607,8.116652636,35.2490423,26.27578284,16.32907848,7.468234097,28.78697811,19.68631051,13.63817356,7.499101346,23.20481085,16.70711136,12.93661265,7.106765349,19.37371291,14.47316058,10.48814173,8.101453978,15.31795717,13.16346782,11.27627993,8.810231222,1.1801455,1.298968619,1.224724598,1.013989417,0.877954475,0.715015747
36.60149094,28.60408811,36.62120155,33.51885869,29.23784637,11.8688344,39.62516982,30.24083385,20.08547116,7.253885619,34.08648859,24.46701895,14.0480232,6.229340263,28.96185039,20.319284,14.30648313,7.386260357,24.0128718,17.0088406,12.92985657,7.124023085,20.33499521,15.08606365,10.94974486,8.349239803,16.96116179,14.60355158,12.3444205,9.490221084,1.168733105,1.283805865,1.213324873,1.0160789,0.889431331,0.730170733
36.70080496,29.75805589,36.79054077,33.76973584,29.26176755,11.9085076,40.0938489,30.54290101,21.30499293,7.303605005,33.63992977,24.20284896,14.02681673,5.318562658,27.79988747,19.22500218,13.53270675,6.772749205,23.31187147,16.27535979,12.30787316,6.23762363,20.45921394,14.94929802,9.954865218,7.528855634,17.14346264,14.57055239,11.41388941,8.44973354,1.175602375,1.286239145,1.208233942,1.006627345,0.883998592,0.728454428
36.80006765,36.8133026,36.80482141,33.9839146,29.17437958,10.74040995,40.57246139,31.00630262,21.48751273,7.353921832,33.99248279,24.55034034,14.12225095,5.363629847,27.73332377,18.97395634,13.581815,6.79348304,23.05129149,15.98358962,12.24521631,6.412238411,19.8323619,14.63162693,9.764321623,7.250905027,16.89919904,14.17424221,10.67623384,7.066354971,1.184371026,1.297902405,1.218298245,1.009557745,0.8841565,0.728081942
36.8986754,37.21172829,36.43773828,33.43821902,28.22564847,8.806721127,39.46192979,30.43797195,20.40327221,7.218428749,33.74106059,24.35963391,14.78722076,5.32215922,28.90712685,20.56122126,14.87262538,7.518811971,22.85373532,15.23085098,12.31096139,6.441484478,19.5871807,14.74772866,10.0097176,7.474561934,16.98006867,14.37663493,11.02738469,7.164146102,1.169749273,1.287853809,1.216065599,1.014199389,0.89071858,0.733548804
37.00145304,36.56760353,36.4207253,33.10713669,27.92142911,9.344059676,39.51597762,29.89981362,19.50542522,7.195084412,33.24978093,23.85863638,14.30827422,5.284311376,29.02398556,21.53646259,14.87199105,7.510653261,23.26302899,15.24566522,12.3300118,7.329869513,19.53956564,15.47109734,10.03452663,7.488353905,16.99641532,14.55892078,11.16571476,7.368902108,1.169325348,1.285750036,1.214926309,1.015478528,0.893263214,0.736083329
37.10141049,37.90700301,36.69908506,33.76541804,28.80325883,11.28962193,39.40197501,29.58364763,18.39026252,6.288094107,32.50086893,22.6873236,13.01338457,5.211598662,28.15512085,20.22094195,13.33434691,6.568405393,23.66226061,15.78642553,13.26592668,7.303452816,19.60573235,14.63733647,10.11710247,7.475744982,17.88052834,14.56034466,11.16112551,7.364323561,1.172412165,1.284041907,1.207483997,1.007847163,0.888420015,0.734188475
37.19897112,33.92101867,37.48315322,35.27191255,29.92651901,13.32156903,40.06688206,30.98393285,19.66068459,7.196369759,31.89624438,21.71036765,13.05188042,5.245843181,27.73289609,19.8392282,13.14672956,6.026584849,22.43452094,14.8018891,11.11476203,6.914382834,20.08989457,15.25383532,11.24101721,8.372946015,18.67820255,14.91870273,12.27930733,7.371728753,1.198144324,1.303628465,1.216841992,1.008332686,0.887699768,0.734339151
37.2987898,35.75543935,38.09372251,35.39028899,29.96431542,13.97587414,40.57492678,32.24199406,20.47044922,8.81233002,32.86888177,23.54400723,14.69433639,6.496815167,27.40765253,19.97794777,14.40733691,5.238516315,21.50489692,14.43578101,10.875803,6.656703072,19.52402369,15.041166,10.76422782,7.405975917,18.71375906,15.21695377,12.02442681,8.128529368,1.211381056,1.320178472,1.228860895,1.010698609,0.886435167,0.732615489
37.40060816,35.30306698,38.44914839,34.59312283,29.18637899,13.9668099,40.80781671,31.93488316,20.14197482,8.763650911,34.06095196,25.29146572,15.94399234,7.144638764,28.57913763,21.13792192,15.26425502,6.458112356,22.0406079,16.09223976,12.14296333,6.701766967,19.68959708,15.35298463,11.48590289,7.352634051,18.40751226,15.10801117,11.85601523,7.242345711,1.209552696,1.325875139,1.242450371,1.02225391,0.893447653,0.736863753
37.50037436,31.97080607,37.81618892,33.95240837,28.80822628,13.89337752,40.12681017,30.8404282,19.10749603,7.617921768,33.27971308,24.07122306,14.9593653,6.786932024,28.96397811,21.35299967,15.43834676,7.608077625,22.58340351,16.25214956,12.23999803,6.785716914,20.06037535,15.54963691,12.18677772,7.396602747,18.95155859,15.47989762,12.41573992,7.932070526,1.195607215,1.310622928,1.234032118,1.02556492,0.901630027,0.74536951
37.5992508,28.48504814,37.4375787,33.93535105,29.08366891,13.98167199,39.34691995,30.33048229,19.40635051,7.552721806,32.53860256,23.14079442,14.21852445,5.901769442,27.92183485,20.02179039,14.35670111,7.1214266,22.62689989,16.07967304,11.99558204,6.98007093,20.07751577,15.59459889,12.33424975,6.563240348,19.22221884,15.51087915,12.12253001,7.112155532,1.188171402,1.29783216,1.219078035,1.016672812,0.899644385,0.747361855
37.70026359,31.05241709,38.02298124,34.94790854,30.59488221,16.33626741,39.1514015,30.91859455,20.79565947,7.727866404,31.2237329,22.63305526,15.30989753,5.89296235,27.45765302,20.11435936,14.61964182,7.109980179,22.09918683,15.73704633,11.98192177,7.790476932,19.44939078,15.22478928,12.10506174,6.592820625,17.55425126,14.45745519,11.49564688,6.467688339,1.20715827,1.307703301,1.21679853,1.004589997,0.881685658,0.731595443
37.80130509,29.30351314,38.85544104,36.54799889,33.0760202,18.8689736,38.65006333,31.35504563,22.18554735,8.009262086,30.50279874,22.77720406,16.67750158,5.885525119,26.12711185,19.64368715,14.62905882,6.509800202,21.41735693,15.08926369,10.79677099,7.774276667,19.28927939,15.18590739,12.92426175,7.417644294,17.42911507,14.52795784,12.58523308,7.536690234,1.228866909,1.320482706,1.214823248,0.996627405,0.873264786,0.725701665
37.89879892,32.71192964,40.11087866,38.01798321,34.919729,19.42360075,39.19699668,33.32692726,25.6022426,9.492352316,30.37160985,23.34723064,18.71062058,7.27082688,25.78136955,20.06344588,15.7290736,6.46568626,20.45834039,14.61567803,10.58638781,6.699819565,18.91916905,14.67805606,11.51664227,6.288873143,17.02778742,13.34694861,11.92987869,8.331924094,1.256296398,1.34113897,1.21850829,0.988875608,0.863910953,0.719162252
37.99870728,35.43653015,39.76081693,37.82707629,34.87934763,19.40730696,39.85429768,33.61848819,26.71035643,9.531051383,31.9153468,25.76824978,20.77903843,9.1215341,25.79597965,21.27770271,17.84199093,8.531673577,21.58456338,16.88471151,12.77198105,8.017403537,19.20862972,14.97881746,11.55645958,5.124668479,16.5802224,12.76915382,10.49241038,7.070085877,1.259822649,1.353199716,1.236584894,1.001247791,0.867472951,0.716894067
38.10158019,34.47473678,38.5676859,36.78382315,34.08756936,17.48077921,38.99540598,33.45600733,27.69040627,9.371953332,31.49704378,25.21303095,19.85086254,9.877499838,26.81894691,22.30315324,19.53933107,10.29922266,22.80719446,19.4797324,15.57431892,9.653128526,20.153938,16.50485568,13.85449109,7.148532989,16.92229291,13.19226057,11.03733685,6.885803497,1.240229718,1.339405611,1.236785961,1.014782169,0.87853789,0.722163348
38.19961547,36.46304242,39.31649475,37.15724931,34.58431686,15.96985773,38.38800809,32.97669152,29.06274867,10.92539965,30.79482114,25.25778188,20.90926927,9.824548345,25.21299055,20.62811163,18.61227373,11.12475537,21.30406865,18.52289995,15.32472128,10.73276266,19.72130502,17.439136,14.8267297,8.494838109,17.4718732,14.57536403,12.65943674,8.83011734,1.248648857,1.339633922,1.227293015,1.001884641,0.87059443,0.721095797
38.29863498,38.8692501,39.47654055,36.92533085,34.92973494,14.41215294,38.26580688,32.20350088,29.05571839,10.72239059,30.59489378,26.16309761,22.04808238,10.82583628,24.36053003,20.36421708,18.33693637,10.24536151,20.30298773,17.02196983,15.18013861,10.71342665,17.60280356,15.90459847,13.5724355,8.493389555,16.509353,14.25477122,12.43093318,9.755626762,1.247384266,1.335598687,1.216339665,0.985693524,0.854970601,0.71001205
38.40104101,36.99409851,39.48052368,37.31433547,35.22047788,12.40912324,38.43763391,32.26868177,29.15771991,10.44370745,30.25131384,25.17477926,21.34020688,11.22952413,25.05762807,20.76947272,18.28474284,11.32608615,20.826247,17.55036972,15.09399226,9.866741772,17.4605974,15.35162607,12.63461458,8.487125579,15.03345039,12.99251647,11.64555735,8.98133749,1.25114504,1.339056079,1.218321237,0.985634285,0.852930404,0.706598744
38.49847477,33.37099798,38.81008678,37.00224355,34.80774834,10.66683338,37.90568062,31.52004193,27.2312568,9.518053149,29.36380278,23.16879554,19.5175962,10.44999211,25.36368677,20.60794611,18.07734181,11.8968657,22.12181991,18.05029191,15.4594817,11.12298842,17.63598507,14.88436991,11.10277253,7.621346751,15.52963995,13.15239351,10.8747333,9.004765132,1.234474277,1.324971301,1.214968862,0.995984282,0.865523368,0.715941618
38.5990079,27.18710176,38.57486238,36.74374011,34.53960281,10.57177831,37.33465465,31.07351738,25.55720143,9.460635676,29.01555348,21.97618535,18.28622362,9.726977377,24.65988536,19.78439169,16.59155229,11.42575082,21.48107693,17.6301083,15.27722362,11.71670973,17.9917299,15.21762691,11.38807084,8.720489251,15.27817445,11.77557773,9.438709424,7.613320689,1.226842982,1.318247299,1.211785951,0.997546296,0.869183316,0.72091444
38.69906634,33.70243249,39.87113386,37.79979385,35.19762542,12.66957405,38.3851316,32.1107236,25.76082594,9.66498099,28.84856413,21.81220575,17.34628599,9.76053088,23.89455993,18.39606301,15.59294584,10.64876026,20.44407242,15.98262282,13.76771147,10.5477084,17.33783163,14.43436191,10.73959218,9.662599072,14.63816215,11.28716333,9.206024125,8.360690731,1.252871654,1.339985524,1.223073966,0.998480498,0.867079563,0.718979886
38.80147831,37.32848334,40.54541788,38.09569631,35.42203916,12.19768603,39.38229998,32.8731595,25.98636295,10.68816962,31.2056746,23.17597269,17.63215387,9.916795345,24.45822476,18.5306587,14.47864709,10.70384786,20.67885233,15.92101846,12.8598327,9.714923609,16.84975761,13.73695952,9.366438314,8.352056152,14.3862278,10.41745545,8.156798904,8.045721629,1.270229446,1.364891405,1.246035513,1.011813102,0.875467712,0.723168895
38.90143846,38.62914932,39.69855325,36.45725684,33.3718843,9.727854702,39.91435393,33.13642499,25.49770861,12.0153382,32.5707709,24.14118788,18.04756122,10.89527387,26.02650941,19.24296243,14.40859048,10.8014685,22.44762632,16.91120053,14.08450356,9.82939576,18.06766134,14.45354442,9.864230243,7.590314774,14.79797563,10.46891326,7.836876324,6.991712883,1.252901869,1.361576439,1.260401461,1.033783783,0.895413057,0.735835118
39.00147917,38.0067384,38.36377375,35.08683789,31.69204266,9.167601409,39.46531079,32.26161056,23.46456815,11.69752963,33.49199141,24.62618372,17.75324739,10.34813247,27.79600897,20.31990487,15.06907263,11.61714065,24.1459508,17.69177329,13.30393446,9.935442808,19.32957928,15.25841268,11.20354358,8.435208151,16.33851643,12.29703683,9.192585106,7.370062057,1.229597842,1.350770556,1.270705325,1.057169126,0.920913995,0.755094277
39.0993089,27.82000038,38.04826393,34.75307586,31.6384347,9.024054149,39.03460774,32.15120407,23.77266201,11.62784119,32.6634577,23.05444529,16.04174003,8.5122259,28.22244717,19.3272262,12.95640313,9.749358579,24.60321864,17.80723412,12.90463931,8.675718437,20.35376772,15.68645158,11.10995399,9.223102129,17.33739768,12.8448718,10.61263973,8.359615327,1.219014187,1.336508125,1.257441024,1.055797892,0.929599905,0.769396816
39.19909866,33.63464591,38.98359057,35.71386199,33.18928619,9.377848162,39.2918529,32.23165935,24.11767097,11.71273587,32.77498887,23.41886522,17.20056733,7.720229617,27.29451397,18.68618488,12.255017,7.969251639,23.70842357,16.29914738,10.78333038,6.137864624,19.7919943,14.56667857,9.901367495,7.190848569,17.58317326,13.05584074,10.5308727,8.568993366,1.233310928,1.345288641,1.252344102,1.0397011,0.918490415,0.767027622
39.30077776,35.48901702,38.70204374,36.05191693,33.42540169,9.338074003,40.31138347,34.0890816,25.30435278,11.05509553,33.1575495,23.56320703,17.6305441,8.600913877,27.8221726,19.86235139,13.08695484,7.092392709,24.30769349,16.88440425,10.96985428,5.011759836,20.02355509,14.62764106,8.792786913,5.821044272,17.5168024,12.65813119,8.911380539,7.325225942,1.237806434,1.354272989,1.261930267,1.046856289,0.920734914,0.765487672
39.40106194,34.63133426,37.89596937,35.36039343,31.79011273,8.89433929,40.76086922,35.36744066,25.56276441,9.709794417,34.54270986,25.60214286,19.57911285,8.967005831,29.16783929,21.17211892,14.5902865,7.223023477,24.96998208,18.4699156,12.58574581,4.935946421,21.24385193,15.70973117,9.650138356,4.868015319,17.855059,12.89702103,7.976119322,6.365213227,1.231124523,1.360567051,1.278825154,1.062468355,0.931111408,0.770006065
39.5014114,32.5343121,36.87525202,34.00761295,30.40229042,8.622143264,40.16109737,34.06834357,23.24243947,8.395630714,35.52523739,26.45274762,19.47093891,8.643394263,30.26360491,23.00365421,16.36197866,8.059270594,26.41197573,20.00575189,14.34379736,5.773664454,22.21564044,17.00736513,11.42171868,5.834944317,19.43817366,14.26923543,9.413473537,7.135775708,1.216804272,1.356501605,1.290983719,1.082978473,0.948263368,0.779943737
39.59933739,26.78854162,37.1379449,34.490859,30.40230938,9.627422515,39.68591982,33.51489286,23.1321453,8.354610747,34.47234065,25.18000473,18.51031661,7.833550993,28.63271027,21.36874088,15.47102872,7.307246264,25.1830409,19.28270789,14.29147063,5.795208963,22.98644243,18.31286819,13.35221452,7.094135248,20.11146668,15.52843279,11.8870677,8.686654607,1.212239429,1.343660606,1.27201938,1.068448385,0.944919786,0.785493081
39.70134986,43.51864335,38.24621041,35.96907734,32.14529733,12.45796556,40.31198181,33.6053592,23.53468559,8.546133151,34.81129353,26.02594808,18.5875863,7.87671241,28.58521145,20.5205258,15.40363511,6.592045279,24.58248578,18.02244019,13.61783226,5.291313089,21.65323651,17.4480465,12.91193427,5.949696032,19.72961297,16.53552375,12.90328535,9.778535248,1.23960008,1.365954576,1.280092417,1.060477048,0.931390487,0.77402941
39.79995863,36.95892321,38.10654808,36.12925212,32.58024497,12.48387159,40.67254931,34.31876881,24.30824792,8.645608015,34.51510925,25.76225819,18.67469905,7.921150871,28.97210049,21.42795093,15.43308963,6.605928912,24.96300159,18.02722371,13.61766856,5.291210285,21.817284,16.64564223,11.99401725,5.824281089,19.8068501,15.59734641,11.9336321,9.007101168,1.246662061,1.374237818,1.285359031,1.063330674,0.931210749,0.771225232
39.89932543,38.99610421,37.31618638,35.23033982,31.27536263,10.73154372,40.75873875,34.85750858,24.65996668,9.059950661,33.9401546,25.84555166,19.02618705,7.950874563,29.04107728,21.34535438,15.49709334,6.631680497,25.07811371,18.26343871,13.68827346,5.316124792,22.18237741,17.23556683,12.95770027,5.826104481,20.15287411,16.0294919,12.01281368,8.205185003,1.230115637,1.364987679,1.284246573,1.065289194,0.932742311,0.770279919
40.00090543,36.70325024,37.00812693,34.73294586,31.04460725,10.63447021,39.62075848,33.3051032,23.17646901,7.377852785,33.39531056,24.83876278,17.97888141,6.992413722,29.93394486,21.92389362,16.16978634,7.681055523,25.6782801,19.2375287,14.32746905,6.186070729,22.01540801,16.84292396,11.80630474,5.843351007,19.92692074,16.02003442,12.42551282,8.225164369,1.21538455,1.352246426,1.282048274,1.072949617,0.940544743,0.77599092
40.10025243,30.86903266,36.90943843,34.70370715,31.28968588,11.89094358,38.8004385,32.23991588,22.99696697,6.149363985,32.12532693,23.48312766,16.80400196,6.10065486,28.34375341,20.25238033,14.355871,7.727592909,24.8762134,18.85286916,15.79271623,7.572724055,22.20478427,17.10389935,12.3349705,5.975499422,19.6106312,15.79418119,12.3291713,7.130540752,1.201437544,1.33039767,1.259064027,1.059710297,0.934441344,0.775988461
40.20093655,31.85444229,37.69509979,35.90044496,32.25280744,12.1982878,39.34095583,33.38913871,24.22405422,7.754711745,32.12236576,23.3815583,17.32465564,6.123426598,27.52345966,20.32212269,13.13155703,6.805994113,23.20135553,17.05549329,13.9368211,8.506889426,20.91551557,16.26041648,12.3657655,6.419466069,18.82750498,15.44360989,12.12527106,6.88055223,1.216466145,1.338742613,1.254159047,1.043223584,0.915969336,0.760207346
40.30081276,37.44756937,37.80637694,36.50427329,31.75885366,12.34615488,40.0536483,34.76347763,24.51567528,8.899868831,32.93169466,24.51294185,18.47805002,7.730905,27.71373151,20.740479,14.01071556,6.851389964,23.23045149,16.92884379,13.26591463,8.536642814,21.11624364,16.3863329,12.04508676,7.477837159,18.51208446,15.20024787,11.87790579,7.065679352,1.233242422,1.355317444,1.267323674,1.04852348,0.915834314,0.75673583
