s,kW,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
0.901551546,5.724695206,17.21173685,8.266099136,12.41883253,8.099195516,1.80680657,1.817979474,1.826913665,1.813924143,1.73916122,1.73947938,1.746135869,1.747936254,1.732161388,1.733086437,1.733965286,1.736539256,1.730303198,1.728979728,1.729997711,1.729672861,1.728552626,1.729472854,1.728902403,1.728783684,1.729162655,1.729332533,1.729054647,1.728051628,0.57999482,0.537559063,0.473942021,0.439093264,0.430587611,0.426522924
0.999361482,4.743876546,14.33540131,15.35382331,4.263315373,15.18101569,1.717941971,1.749457697,1.751720656,1.73995268,1.656738259,1.658171544,1.660775304,1.661004483,1.64753126,1.648189875,1.649095644,1.650815465,1.645157866,1.643747152,1.644703888,1.644631287,1.643234308,1.64388867,1.6434158,1.643472279,1.643680289,1.643772536,1.643528813,1.642763522,0.559445721,0.539012584,0.480653278,0.441525185,0.430448918,0.426701434
1.101087611,4.6461742,12.0879281,13.3491341,13.36184089,15.20702389,13.59768114,1.401864597,1.613499041,1.603526414,1.564977787,1.564674816,1.561608885,1.565701585,1.562637088,1.563987659,1.565726116,1.568311724,1.564420545,1.564578936,1.56642113,1.566199063,1.565042562,1.566023279,1.565761759,1.565566498,1.566199606,1.566286612,1.566059545,1.565242328,0.563443144,0.529130113,0.472467279,0.439041549,0.428832627,0.425703828
1.197313413,4.755073832,2.860872,16.37212952,16.67620157,12.22029256,14.33104225,1.376073561,9.818623697,3.11217984,1.487198568,1.508325667,1.511846995,1.512852008,1.503183733,1.50394832,1.504996331,1.506942277,1.502979877,1.502341595,1.503277339,1.503064353,1.502455223,1.503046647,1.502680939,1.502596797,1.503334521,1.503373244,1.503095957,1.502449349,0.563443144,0.529130113,0.472467279,0.439041549,0.428832627,0.425703828
1.298147224,5.133138964,10.40361443,21.48218058,19.01843009,2.564110317,16.00161039,10.79506392,10.96148994,0.514745772,0.143108913,1.522146287,1.455762214,1.454625244,1.443961756,1.444846992,1.446908965,1.449706351,1.443936366,1.443428787,1.444578437,1.44495665,1.443680471,1.444192044,1.443937502,1.44400052,1.44468998,1.444686333,1.444393319,1.443831853,0.56532045,0.536239909,0.47497319,0.438976173,0.428594848,0.42540319
1.400466449,5.45116002,14.45102519,25.4200212,15.55064646,2.428342899,15.04966972,15.42797174,10.0381563,0.511945959,10.14726655,1.404730074,1.536486744,2.479665509,1.382527789,1.393363557,1.396907185,1.399822812,1.391033331,1.390805233,1.392202019,1.393097774,1.391085874,1.391571608,1.391406462,1.391576265,1.392182833,1.392163651,1.391867085,1.39137737,0.583745802,0.549198904,0.47991668,0.440061803,0.428870883,0.425414643
1.501820319,6.516483601,19.03404435,19.85528118,17.73088459,2.50792982,10.19908505,18.74199885,10.72631601,0.51597812,17.15001493,15.56638381,0.227045718,0.231340938,0.068821935,1.3672935,1.352780238,1.354147612,1.343533938,1.343679242,1.34555198,1.346585319,1.344082855,1.3445672,1.344505136,1.344728458,1.345245131,1.345230914,1.344886654,1.344163977,0.590496312,0.560844614,0.490120401,0.442257655,0.42940815,0.425533142
1.598873023,6.445347433,19.67210803,22.97785015,17.25790696,2.762533075,22.10145073,18.0538347,11.42366195,0.606648488,17.54270679,21.31448982,8.05674173,4.162248113,1.099756678,5.58144148,1.299228358,1.315571097,1.300320269,1.30338732,1.306417394,1.307942172,1.303442306,1.30403576,1.304354045,1.305147923,1.304711227,1.3047089,1.304380501,1.303560097,0.616725046,0.585204694,0.504481902,0.448242364,0.431164057,0.426227085
1.701269529,6.558997403,16.93550911,25.03820065,16.32768596,2.664740497,17.79671351,17.32608312,10.16559037,0.531830964,25.00827904,17.94643945,12.91522277,0.249239537,16.8381805,13.98034267,7.926514985,1.95929485,0.362745811,1.665065045,1.265084743,1.267301132,1.263015953,1.263986993,1.264475163,1.264800427,1.264882051,1.265002486,1.264749816,1.265459409,0.610960509,0.575441337,0.500442217,0.446973001,0.431686966,0.426339214
1.800157886,7.608040216,15.74727336,24.32589303,16.94098453,17.32920385,21.02280216,21.03588419,11.83003543,0.621601254,20.6442149,20.70863682,12.24233765,0.271846201,16.88470991,14.01526153,12.93453547,1.089893087,5.345826954,13.25053498,0.07183838,1.245133813,1.235732712,1.227510421,1.228330902,1.230287405,1.229092746,1.229398857,1.229403047,1.229784536,0.630115402,0.595704593,0.50799381,0.449953087,0.432894613,0.427215937
1.900649889,8.361168214,17.86267481,28.91783845,22.33152964,15.05803049,16.11823127,1.214588926,0.963490932,0.659543078,22.203139,22.33949829,13.14473734,0.299279982,16.05338883,12.74272036,0.13241267,14.48367779,0.084438871,3.630049706,0.071388838,1.200181344,12.81151565,12.81513173,14.49090756,1.212192193,1.193094876,1.194679101,1.195868101,1.196319944,0.635360659,0.603069258,0.515828306,0.453493684,0.434173862,0.428068408
1.998659803,8.594614148,19.27995209,30.45066001,23.49578837,3.616397824,22.60910456,20.1476441,15.04098515,10.25843019,17.18959352,12.98061655,0.347613484,0.304102179,17.95457209,18.33016668,0.142476605,0.180910562,0.082924346,0.083364984,14.38997854,3.086845943,0.068242651,0.067642722,6.118880417,1.197441596,0.040849364,4.294932161,1.939474615,1.158908932,0.657974408,0.620292285,0.531825318,0.45493662,0.434506906,0.428144798
2.100731288,8.446216818,19.28909206,32.29833703,23.63874743,3.200465353,21.94045688,25.30294055,14.17762386,14.01055524,22.1009939,22.71675352,0.468074964,0.343730314,14.99555763,0.17038473,0.16707197,0.183558994,14.76774437,14.18641624,0.08785896,0.102995623,0.063144912,12.90681274,0.060276712,1.189268438,0.050825041,0.052057354,14.24881085,5.493690433,0.662601506,0.629182232,0.539291286,0.462941496,0.436459235,0.428635209
2.198965335,7.919708068,21.21323925,31.42731759,17.79738373,2.963013703,22.56146479,14.86737675,10.33373023,0.665032533,24.85388206,24.57050821,0.480796635,14.65252377,24.01412026,25.78360868,13.06302602,0.190614489,13.5828607,12.84724914,5.063613586,0.834613489,0.070339239,13.01031187,14.25361055,1.187238773,0.052356717,1.388579425,14.36234005,0.044904006,0.648161277,0.615625761,0.529766448,0.462023433,0.43811296,0.428844702
2.300104937,9.089155846,25.56071315,28.39482676,19.48990052,3.881658559,20.73236213,14.19830177,1.065789526,0.702644349,26.38011378,0.450070191,0.368972081,0.318820983,22.87812891,25.89455953,0.193476958,0.197719252,17.12173619,19.53157598,1.973047996,13.04775684,3.994942845,0.087361537,0.079088381,0.065026703,4.506514746,12.88754549,0.050752346,0.044720271,0.667306968,0.630435999,0.538113248,0.463000212,0.440780138,0.431415242
2.399751156,11.07472802,26.99488119,31.48808654,28.75133755,17.61376252,20.84014284,16.94459533,11.01617053,0.82922072,21.70009239,0.40628555,0.405289369,0.337502715,18.74238812,0.284693394,0.192932738,0.209791677,18.43344454,20.87441096,0.106540102,0.120389627,14.24718843,18.93725518,0.106678184,0.076269479,0.060926355,11.67526886,0.057614335,5.565100525,0.699474255,0.662577336,0.560118291,0.465754682,0.440441197,0.431738624
2.49998282,11.80081409,26.93221526,40.79740775,30.56478021,4.35954895,24.08779662,22.07757509,14.7867913,1.100213668,22.99983388,15.88640975,0.52512503,0.409560552,12.75098903,0.204625199,0.209186722,0.226359188,14.67668011,0.144192458,0.099757948,0.128775721,13.86612388,18.64761906,0.078204034,0.948854705,0.092225778,15.6828745,0.0696052,0.050333382,0.719840205,0.688792389,0.580913523,0.477193498,0.442538487,0.43284654
2.601328928,11.68967506,27.14865482,32.09357398,19.17365683,3.74939288,31.32216285,27.58753655,16.05311701,1.143430409,25.71984499,19.28629612,0.686450235,0.475824994,15.31695595,15.08437235,0.318065046,0.27249082,0.140842165,0.129690095,0.108951958,0.12909052,6.850818599,0.101017121,0.073746122,0.806895528,13.34392632,14.05255777,0.062227493,1.336882202,0.747932373,0.712631684,0.601446618,0.484669854,0.44616732,0.432619353
2.701171065,9.48881375,25.91343772,26.32819125,19.45228415,19.79317818,26.58358846,19.87311752,1.911796473,1.060720356,28.73612548,28.53356232,20.26895352,0.528677728,25.41668673,17.81595797,4.155888009,0.280571717,15.52449566,16.90553293,13.02669932,0.144593425,0.096484677,0.098422116,0.078762785,1.027758419,0.077600683,0.090565495,0.061627821,0.41966576,0.72270101,0.698718652,0.602738378,0.494018455,0.448983837,0.433107197
2.799988881,10.57891813,30.91812014,30.31980623,31.69795044,19.86937002,23.33969959,1.756711851,1.105546971,0.713777787,20.45642331,1.129367677,0.660053924,0.40059981,20.66400761,24.29357454,4.479363254,0.283804193,24.06819149,20.18706445,0.19647788,0.181283268,14.02079847,0.213900288,0.154740468,0.964920664,12.75934022,0.089429334,4.397283213,0.874801224,0.667262378,0.649393617,0.568094309,0.487347518,0.454073763,0.436602577
2.90057951,13.79376598,32.56279292,39.02163273,35.96408843,19.33628297,24.44900682,17.02161971,10.85733509,0.99117793,18.14466353,0.509349855,0.483112211,0.362709694,13.04086972,14.40552365,14.0841488,0.230829456,18.05250291,19.74581311,0.150909974,1.035798411,21.35854915,21.6223921,0.130049122,0.932207356,13.76931571,0.166497761,12.96155614,1.252046684,0.734886731,0.713530715,0.604501315,0.484596746,0.45004405,0.438028293
3.000232832,14.05271705,26.95544893,40.10199524,30.27610025,4.904841441,32.67745581,32.87176744,26.26370877,11.11972986,28.04832459,15.15091894,0.67701384,0.489981941,13.99758092,0.307865013,0.291040524,0.252209115,0.193236068,14.89935801,0.124711318,0.28492445,16.00974081,15.51657441,0.08255038,0.916098625,17.38050471,14.87995617,0.086378271,0.813524654,0.8114675,0.78453531,0.651420899,0.502833498,0.451927376,0.436639073
3.100257302,12.76282126,30.44954678,34.17040385,28.50972862,3.716658112,28.3309703,20.38385933,12.96969445,1.191419051,33.80651865,31.77018381,16.4898854,0.854142061,25.64037555,0.58176145,0.425239228,0.320638602,0.212960441,0.187135793,0.155142939,0.244546478,0.141218849,12.64786451,0.087487914,0.855971917,0.113025941,0.10839055,0.07571155,0.899647556,0.766198065,0.757679447,0.6587664,0.524075609,0.458257039,0.436332353
3.200617547,11.60205939,27.22456203,30.07082444,24.39389767,3.105024866,29.29689723,23.92799556,8.142965604,0.96486227,26.97664453,14.3820932,19.19191097,0.544617291,24.75162655,23.05893963,1.046751637,0.553125151,22.0773775,0.37862559,0.276544183,0.751324242,0.16794307,0.123758479,0.11674091,0.772887116,0.466053939,0.100405458,5.626453518,0.894025561,0.716397524,0.714570434,0.628499224,0.526393754,0.474476294,0.440403056
3.29943664,12.964096,28.53028669,36.06851052,25.21849151,4.841305657,27.3848429,19.16459792,1.668400181,1.016732664,29.57618653,1.123102023,14.49097359,0.453455415,24.58991209,0.671971454,13.16616132,0.288323988,22.04845546,17.96882319,0.293566028,0.393433684,21.13908585,12.88956078,0.338634232,1.610897743,0.140762621,0.126791919,0.100896299,0.935936817,0.742015858,0.725967752,0.624734938,0.508073212,0.465771597,0.445899203
3.4000694,14.28864926,31.96743791,44.06156602,29.88547824,5.621731772,28.15459418,23.59969578,1.900997651,1.179517402,31.45317205,16.46422141,0.66659517,0.477448796,23.40704274,12.92189896,0.31337155,0.404472116,17.65350019,0.278935404,0.160006415,0.63149773,17.7352915,16.16540717,0.161913316,0.758738318,17.95228214,14.31162572,16.54194689,3.085434363,0.7648355,0.753018195,0.635951265,0.506247516,0.461552369,0.444747837
3.499973178,15.15912502,32.81124351,42.13900712,22.75296805,5.523581247,29.05750707,32.04402702,12.70960956,11.05850176,30.43356379,13.07115422,0.683113467,0.493210918,22.00791915,0.366470615,0.297165146,0.282543032,22.4072487,0.215941237,0.133395966,0.785318901,14.27652953,0.134169849,0.093200055,0.808738458,15.10908253,16.31414568,0.121826069,3.917600713,0.813010976,0.790571957,0.663839337,0.503133283,0.457132715,0.442106569
3.601445898,15.17687423,32.23507144,30.24026604,19.50177843,18.06796582,33.70555397,36.84585534,23.21717593,17.45446132,30.6902455,31.92116116,0.803383587,0.523017635,19.97194097,12.80420583,0.314327928,0.28958513,12.68435632,12.71848594,0.135998281,0.787814162,17.03373936,0.141632752,0.084139914,0.810840657,0.144839734,0.105129152,0.087353246,0.065849868,0.863874815,0.834766968,0.683100223,0.507722018,0.456528781,0.440333632
3.700954247,13.56715661,30.86074343,32.11415323,26.22917838,3.604254904,29.88854051,27.40137805,15.39026076,11.83301121,33.26486131,34.77321468,27.7473401,1.088162203,27.72802818,20.23511933,0.499802235,0.36048113,12.57470925,0.192319258,14.49338343,1.068536858,13.34171036,0.133843904,0.099998286,0.89930897,12.23918806,5.097669082,0.076968486,0.07072859,0.802894225,0.79797644,0.704063193,0.561476428,0.467988264,0.440451257
3.80040145,13.54467056,30.26540105,34.86422156,24.5750912,3.829121794,30.82311217,22.34572379,11.11525076,1.120387062,29.97351706,22.51954482,25.41347161,20.06437805,29.05367318,30.9578425,28.5715662,13.38155356,20.44546557,15.64585627,0.205279784,0.633724667,14.85654736,0.128416555,0.105224434,0.877476398,0.143252775,0.113619777,0.087192772,0.067802068,0.781836144,0.771252753,0.657808534,0.532477373,0.474561841,0.442263427
3.900485804,14.62484748,30.62564027,39.63723236,36.70677327,17.36135445,23.16417155,16.0522451,1.768365479,1.111738939,31.74461542,24.42190474,0.758116222,0.493761576,22.09592353,14.53129047,19.63738413,13.1547059,20.93325731,26.85915663,24.75041536,13.1134199,15.95541929,16.55625955,6.444565743,0.86231416,0.156909493,12.79441392,0.091500741,0.108140146,0.766014968,0.763756976,0.652393604,0.517025472,0.469328381,0.446525018
3.999286758,16.54547579,33.2089766,45.9995884,39.73184314,18.43901195,29.27215626,24.33337877,12.36360875,11.10921484,24.60585912,14.97360636,0.707387615,0.485382497,19.14915917,13.70108935,0.362524629,0.307864053,19.13542127,15.03820029,24.24875418,16.9022331,18.25471488,20.21445387,20.89183391,14.74433835,0.151703435,12.37080534,0.097055176,0.73717318,0.841807935,0.8242373,0.693940406,0.515071542,0.462440819,0.444260428
4.099038653,18.26020557,27.63616035,44.61530551,28.55526609,4.933844306,41.14471447,34.50029614,28.82526538,21.49293924,28.20878939,29.16253137,20.1258682,0.628028167,20.00551708,14.1366885,0.426824608,0.340375229,14.77195527,0.262587358,12.93943238,0.226886459,14.2683058,14.76756769,19.30382158,17.52913995,17.51604408,16.91192538,18.07862459,13.95859516,0.923688089,0.894282776,0.737873421,0.534576857,0.466378277,0.443467208
4.200598125,16.02779958,28.07947409,27.9637934,5.5972559,2.985011513,33.21166406,23.93754911,19.8280075,19.58325283,42.12927402,38.0180104,31.15756198,2.064832725,28.0048637,24.422098,16.58634453,8.172229223,16.87148157,0.293934675,0.336388983,0.301533846,0.239237279,0.187104828,0.193208503,0.199821953,10.99377742,0.170520912,13.50780156,14.21114912,0.867256824,0.914437343,0.838766044,0.656103219,0.498927825,0.449084113
4.299582439,13.00342809,30.23065443,35.13809043,19.84983294,4.461902673,23.96785171,11.01826584,1.533923308,0.980071486,21.91493655,19.21043973,22.05491688,13.51470176,30.30942171,28.75268797,24.94606075,19.84704992,19.85902846,14.24675089,0.415676339,0.318638277,12.97323033,0.200294469,0.205322801,0.155076083,0.15140131,0.134451165,0.134865266,1.665766418,0.729386982,0.74655353,0.663711688,0.568070786,0.515522519,0.461931702
4.401061321,15.61320465,26.02884554,41.65289324,35.46807327,22.27197187,27.53661706,23.58400713,18.0581706,1.440969371,16.46489202,0.789570748,0.761245891,0.544623676,14.97850971,15.12904245,18.22810557,14.56942336,21.14867084,22.50901342,23.98104301,18.97399475,23.32250754,20.98664488,0.218135629,0.157226671,0.148135946,0.861003677,0.120053283,0.100679799,0.787788131,0.789468521,0.663492643,0.523939568,0.480979704,0.458006517
4.500219488,18.49056121,16.22404064,47.7982011,33.66884081,20.21209169,26.14280371,36.19943762,22.2794418,2.484451437,19.07155731,1.447185668,19.03609401,0.742912395,0.614951493,0.464252781,0.451292236,0.39882237,12.53372852,14.1995007,16.45093154,0.275813964,15.46750149,18.5322795,20.35395691,19.50772071,21.0553573,18.52446484,18.30032378,0.111763787,0.938327681,0.906263297,0.750399912,0.536159328,0.471082842,0.450933425
4.599013259,19.78134699,15.61065114,35.30045029,18.82391261,4.874916674,34.8792808,42.92836007,27.24232583,15.03667207,22.99270223,38.0573613,28.50925131,14.31621495,12.71555753,15.69633794,18.25553294,13.19635032,0.391839008,0.281109598,0.250370642,0.246100845,0.328164638,5.469183905,16.01573247,17.47630089,14.23466542,13.64379319,15.85345993,18.94498414,0.972769392,0.963544413,0.780081812,0.550568449,0.472613246,0.447874451
4.700992633,16.50517105,30.93221418,35.31379458,26.3600819,3.507007227,28.30686909,22.96618233,13.77979593,2.123974237,45.50365576,42.26685536,35.95155386,21.9791879,27.76554172,28.64779113,29.99556683,20.65636221,0.458120635,14.50800832,20.31674381,18.34061658,0.274341073,0.215337043,0.184138828,0.165576216,12.4309381,0.183493117,13.73848969,14.91720598,0.83906633,0.898733298,0.826632168,0.632306506,0.492951754,0.449022687
4.799441777,15.40701825,36.64133891,38.80416635,31.63819162,4.25663723,30.25315538,23.02017847,11.80574955,1.144924073,29.80936556,20.98912058,16.31024882,18.40963406,30.03211006,29.7563565,28.35863789,24.01396839,31.65483941,28.31834853,27.88538754,25.4643598,6.684659653,12.75723828,18.46671131,21.01745975,0.17948226,0.163208128,14.02829227,0.135437365,0.766526554,0.787191059,0.704572118,0.574735711,0.499433535,0.45264791
4.900385561,16.19812609,32.88318665,44.22685592,37.02634922,6.897101538,28.18617807,22.36996282,16.50855438,1.314234496,16.78851586,1.001168876,0.812429123,0.522867179,24.44452968,0.80822172,15.20815619,18.31648935,24.77724846,19.150625,19.08602846,18.20838879,23.00631775,24.04301693,24.31136632,16.70197006,0.241961968,14.1479871,20.33652173,22.27663002,0.815197258,0.812242281,0.683900009,0.531408415,0.479840655,0.453953193
4.999537987,19.64469727,31.26880473,48.5519745,40.47111988,18.2243355,39.5919835,40.01768559,27.43568989,16.90857837,1.4406566,21.98463817,0.947840097,0.604427597,0.644565389,0.497424191,0.50026303,0.431402331,0.528329654,12.50670298,14.28532077,14.1711463,19.57556448,17.25168423,15.27958333,12.50657669,16.98134373,22.80951731,19.58730796,14.05271897,0.921480093,0.909099675,0.74716356,0.539311206,0.472670492,0.450976091
5.099857055,20.92736065,33.26891506,41.31388656,26.6007774,12.34277653,35.52856863,32.15822506,16.27590454,5.916878267,20.58958782,18.53962188,14.64834301,8.457638821,14.59929669,16.6033697,14.72102843,11.11254599,11.77145255,11.30049127,10.81661893,9.191057973,11.59045201,11.0456391,7.541280766,2.927633227,10.04543996,12.79504844,8.849543338,6.113884847,0.899471568,0.92442311,0.8057214,0.611977253,0.513387012,0.46588038
5.19911198,17.82561039,33.66368034,40.4739812,25.21018757,11.04350621,36.34209596,31.91056455,15.45844412,4.617559143,22.74749488,18.30626367,15.93705821,9.567260883,17.21517361,18.96837218,16.56085012,12.99012437,13.07379231,11.71710294,10.71655272,7.941081995,11.3154549,10.88850425,6.184683324,1.818952323,9.698690247,10.74798735,7.093966409,4.857882281,0.903195162,0.930018778,0.814117627,0.625293306,0.520653375,0.468623655
5.30006927,17.01723728,33.75277012,39.78722624,24.83990322,10.9087727,35.96653608,30.01120454,13.3000049,2.986624099,22.56319922,16.24592701,15.12615843,9.651540134,19.95892408,19.87748814,18.1950909,14.52173354,15.29213705,13.50159193,12.63267019,8.663078507,13.06719047,12.4421225,6.214129677,1.836104293,8.579268706,9.635231808,6.9031132,4.869343079,0.91238172,0.942011272,0.822016534,0.634722179,0.531304022,0.473487849
5.40066428,18.82848509,33.43907963,40.23602186,26.2754158,11.04115451,37.08495593,32.08571178,14.74280197,3.035447156,22.58639476,15.30354249,13.38440152,7.504117661,18.60711826,17.7783034,16.14489916,13.09266773,16.30740496,13.17243649,12.97353895,10.05131381,14.20102233,13.95070915,7.598825327,3.292917275,9.866071918,9.86585578,6.917675893,4.880800343,0.921492752,0.953873965,0.83534565,0.644070231,0.536995317,0.47856559
5.501175855,21.57164628,32.63021981,40.74475888,27.82163273,10.18049625,38.0419008,32.07195522,14.8917036,3.10185649,23.81852995,17.60155071,12.59721341,6.364074457,19.75420154,17.84079436,13.64012679,10.56807607,15.52900273,12.54902578,12.00347234,8.657535423,13.77171308,13.57338402,6.483606297,3.311756763,11.68870588,10.65053423,6.938615233,6.043527046,0.927055813,0.964042189,0.849247345,0.654880683,0.542363989,0.481387365
5.600270778,22.50570802,32.36155415,41.30501985,29.73765943,10.08734034,39.38451524,32.36833308,15.0307837,3.179722396,24.1886586,18.9956484,12.69927535,6.411075776,20.38626918,19.56224538,13.37255361,9.120046994,15.58886263,12.6332238,10.55574999,6.5470941,14.35962658,13.99004136,5.950394786,3.309805539,11.05854147,10.75521102,5.705391326,6.543264616,0.929727314,0.968413254,0.859273001,0.666478738,0.548530261,0.483854855
5.700236189,18.50638254,32.77557334,40.78176047,29.18938472,9.668590911,40.32593309,31.93545791,14.2258291,3.18135479,25.35220438,20.49675438,12.96059112,6.537648225,21.98390672,21.13536507,13.4433581,9.15019177,16.68015533,14.02395989,10.32316029,5.248892328,15.04520622,15.09166586,7.937782554,1.825892953,11.72853734,10.8561733,6.849536145,6.54649852,0.927632448,0.970070537,0.86944439,0.680566644,0.554671837,0.48617995
5.800205549,16.94567991,32.42348536,40.01808012,28.06567977,8.579552856,40.49488611,31.59513419,12.63546477,2.96736599,27.16865129,20.61212866,11.10319649,5.530579533,24.47870614,23.48633707,15.21121627,10.06866036,18.14128298,15.27180659,11.44355939,6.082519681,16.85376959,15.21158962,9.421785562,1.836601602,11.96827507,12.34936693,7.065832955,5.326197495,0.928026938,0.970536495,0.870081242,0.686581403,0.563119741,0.488953257
5.900117756,19.23429397,32.02820017,40.26464436,27.49824454,8.830610745,40.39496177,32.28719078,13.50237067,2.062463438,27.03394967,19.80085819,9.086341271,3.702725844,25.63629046,22.50361462,13.55680098,9.662265259,20.09560878,17.61754753,13.29448042,7.496705038,18.23115818,15.25442671,10.35947498,1.859760646,13.24390755,12.21378633,7.073434987,5.331733715,0.929768998,0.976732691,0.880099412,0.696645702,0.570385632,0.492664139
5.999280554,21.59241601,30.80689512,40.20864978,27.67406972,8.932548012,41.20043464,33.24472502,13.48790456,2.11196635,28.19270554,20.48466816,9.411806734,3.705353633,25.27948691,21.92545692,12.55800282,7.393798072,19.94807059,17.92805413,14.7064302,8.8446785,20.27717391,17.5164082,12.82436008,3.850365052,13.2323142,11.10116626,8.262790216,5.350420728,0.933465366,0.982189918,0.886265571,0.702205657,0.573661149,0.494182701
6.098914895,23.45182162,31.83662048,40.53802744,28.51642942,8.955021059,42.20976133,33.54881076,14.88612634,3.096252236,29.10501847,20.35313946,9.547304104,3.742533346,24.95574559,22.4987864,13.80943342,6.007500518,18.89621379,17.44814962,14.0351879,7.343671901,20.46410067,17.68857615,12.82914032,6.058463358,14.89031095,12.86101526,9.21928799,6.380733859,0.935395726,0.984908983,0.891392709,0.706622117,0.575958645,0.495542939
