favre_temperature,favre_u,favre_v,favre_w,favre_zmix,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2
305.74,0.3489,-0.023338,0.10891,0.00016042,1,0,-1,0,2.914
306.28,0.36409,-0.024711,0.10803,0.00017215,1,0.02,-0.98,0,2.914
306.74,0.37948,-0.02722,0.10333,0.00018214,1,0.04,-0.96,0,2.914
307.09,0.39516,-0.031227,0.093584,0.00018985,1,0.06,-0.94,0,2.914
307.46,0.40744,-0.034974,0.086507,0.00019774,1,0.08,-0.92,0,2.914
307.88,0.41694,-0.035767,0.081857,0.00020636,1,0.1,-0.9,0,2.914
308.36,0.42293,-0.03233,0.080292,0.00021601,1,0.12,-0.88,0,2.914
308.7,0.42836,-0.027722,0.082641,0.00022247,1,0.14,-0.86,0,2.914
309.04,0.43294,-0.024607,0.086316,0.00022893,1,0.16,-0.84,0,2.914
309.38,0.43617,-0.022057,0.090587,0.00023583,1,0.18,-0.82,0,2.914
309.81,0.43573,-0.015043,0.092623,0.00024449,1,0.2,-0.8,0,2.914
310.25,0.43546,-0.0051694,0.090477,0.00025358,1,0.22,-0.78,0,2.914
310.79,0.43283,0.0065217,0.087314,0.00026488,1,0.24,-0.76,0,2.914
311.64,0.42947,0.017936,0.085341,0.0002828,1,0.26,-0.74,0,2.914
313.29,0.43354,0.02346,0.088042,0.0003184,1,0.28,-0.72,0,2.914
316.45,0.43126,0.023911,0.096476,0.00038723,1,0.3,-0.7,0,2.914
320.47,0.4295,0.022445,0.11054,0.00047579,1,0.32,-0.68,0,2.914
325.58,0.42671,0.023159,0.13401,0.00059022,1,0.34,-0.66,0,2.914
332.58,0.42061,0.023894,0.16409,0.00075066,1,0.36,-0.64,0,2.914
342.06,0.4114,0.021609,0.19744,0.00097933,1,0.38,-0.62,0,2.914
353.42,0.40417,0.022897,0.24147,0.0012785,1,0.4,-0.6,0,2.914
366.66,0.39902,0.023774,0.29141,0.0016638,1,0.42,-0.58,0,2.914
385.16,0.38619,0.025184,0.33933,0.0022644,1,0.44,-0.56,0,2.914
403.85,0.37579,-0.00018328,0.38679,0.0030313,1,0.46,-0.54,0,2.914
421.87,0.35505,-0.007488,0.41638,0.0042347,1,0.48,-0.52,0,2.914
444.7,0.35446,-0.0055121,0.48687,0.0058757,1,0.5,-0.5,0,2.914
465.26,0.34574,0.0038139,0.53334,0.0073168,1,0.52,-0.48,0,2.914
495.92,0.35791,0.024778,0.59032,0.0090448,1,0.54,-0.46,0,2.914
530.75,0.36966,0.037057,0.66905,0.011239,1,0.56,-0.44,0,2.914
572.81,0.38654,0.046155,0.75041,0.014258,1,0.58,-0.42,0,2.914
623.4,0.41148,0.051167,0.83542,0.018248,1,0.6,-0.4,0,2.914
671.28,0.43428,0.040898,0.92502,0.022569,1,0.62,-0.38,0,2.914
710.42,0.43708,0.054858,1.0283,0.027186,1,0.64,-0.36,0,2.914
777.89,0.46081,0.045619,1.1896,0.034799,1,0.66,-0.34,0,2.914
830.02,0.47767,0.040689,1.2894,0.042956,1,0.68,-0.32,0,2.914
882.61,0.49916,0.040816,1.4053,0.051289,1,0.7,-0.3,0,2.914
940.6,0.52079,0.017399,1.5494,0.060003,1,0.72,-0.28,0,2.914
992.86,0.5376,-0.034108,1.6789,0.070043,1,0.74,-0.26,0,2.914
1053.7,0.55236,-0.029125,1.7891,0.082796,1,0.76,-0.24,0,2.914
1093.9,0.54971,-0.044267,1.9027,0.099836,1,0.78,-0.22,0,2.914
1126.8,0.53345,-0.076702,2.1001,0.12129,1,0.8,-0.2,0,2.914
1145.5,0.49482,-0.08319,2.2882,0.14513,1,0.82,-0.18,0,2.914
1170.3,0.44355,-0.084551,2.4811,0.17096,1,0.84,-0.16,0,2.914
1196.4,0.39017,-0.10627,2.6414,0.19536,1,0.86,-0.14,0,2.914
1193.8,0.33295,-0.079449,2.778,0.2227,1,0.88,-0.12,0,2.914
1196.3,0.28799,-0.040697,2.8835,0.24871,1,0.9,-0.1,0,2.914
1186.8,0.24712,-0.016348,2.9167,0.25423,1,0.92,-0.08,0,2.914
1179.8,0.19601,-0.0029996,2.9114,0.25797,1,0.94,-0.06,0,2.914
1181.4,0.13527,0.015071,2.8624,0.25861,1,0.96,-0.04,0,2.914
1184.8,0.059021,0.033323,2.8831,0.261,1,0.98,-0.02,0,2.914
1181.4,-0.0049449,0.055561,2.8777,0.25863,1,1,0,0,2.914
1171,-0.070292,0.078293,2.8121,0.24657,1,1.02,0.02,0,2.914
1193.4,-0.13928,0.078766,2.8285,0.24397,1,1.04,0.04,0,2.914
1217.2,-0.2084,0.075211,2.8491,0.24222,1,1.06,0.06,0,2.914
1203.2,-0.27601,0.078012,2.8434,0.23197,1,1.08,0.08,0,2.914
1184.2,-0.34166,0.033744,2.6771,0.21333,1,1.1,0.1,0,2.914
1166.4,-0.40216,-0.023511,2.4938,0.19286,1,1.12,0.12,0,2.914
1143.2,-0.44239,-0.059442,2.3369,0.17287,1,1.14,0.14,0,2.914
1100,-0.44914,-0.052843,2.2309,0.15279,1,1.16,0.16,0,2.914
1059.9,-0.47123,-0.052144,2.0884,0.13284,1,1.18,0.18,0,2.914
1033.3,-0.48787,-0.053565,1.9376,0.11646,1,1.2,0.2,0,2.914
1010.3,-0.50124,-0.077677,1.8697,0.1018,1,1.22,0.22,0,2.914
977.55,-0.50053,-0.090839,1.7551,0.08555,1,1.24,0.24,0,2.914
943.82,-0.48894,-0.098075,1.6286,0.07122,1,1.26,0.26,0,2.914
897.12,-0.49272,-0.11326,1.5044,0.057365,1,1.28,0.28,0,2.914
840.32,-0.48781,-0.10804,1.3678,0.043688,1,1.3,0.3,0,2.914
797.03,-0.46589,-0.09683,1.2373,0.034145,1,1.32,0.32,0,2.914
752.44,-0.45007,-0.10458,1.114,0.027012,1,1.34,0.34,0,2.914
693.33,-0.43682,-0.11709,1.0065,0.020782,1,1.36,0.36,0,2.914
647.3,-0.426,-0.10913,0.91531,0.016781,1,1.38,0.38,0,2.914
610.37,-0.4295,-0.099317,0.81165,0.014283,1,1.4,0.4,0,2.914
572.59,-0.42309,-0.094171,0.73987,0.012267,1,1.42,0.42,0,2.914
537.71,-0.41432,-0.075599,0.65812,0.010269,1,1.44,0.44,0,2.914
498.83,-0.39473,-0.064887,0.57878,0.0081258,1,1.46,0.46,0,2.914
462.79,-0.38941,-0.06344,0.48709,0.0063895,1,1.48,0.48,0,2.914
441.6,-0.38019,-0.05987,0.41921,0.0053051,1,1.5,0.5,0,2.914
422.3,-0.38184,-0.04882,0.38048,0.0044353,1,1.52,0.52,0,2.914
406.4,-0.38717,-0.039688,0.33816,0.0038409,1,1.54,0.54,0,2.914
387.28,-0.38584,-0.018853,0.29565,0.0032907,1,1.56,0.56,0,2.914
375.61,-0.40534,-0.021498,0.26625,0.0028029,1,1.58,0.58,0,2.914
365.82,-0.41714,-0.0075167,0.23779,0.0023931,1,1.6,0.6,0,2.914
358.7,-0.42958,0.0012486,0.2172,0.0020456,1,1.62,0.62,0,2.914
353.63,-0.43465,0.0063166,0.18694,0.0017194,1,1.64,0.64,0,2.914
347.41,-0.43489,-1.8701e-05,0.16182,0.0013948,1,1.66,0.66,0,2.914
340.51,-0.42898,-0.0077784,0.14399,0.0011214,1,1.68,0.68,0,2.914
334.45,-0.41825,-0.01033,0.12995,0.00092734,1,1.7,0.7,0,2.914
329.71,-0.40893,-0.013339,0.11919,0.00078726,1,1.72,0.72,0,2.914
326.9,-0.401,-0.014148,0.1128,0.00070079,1,1.74,0.74,0,2.914
324.76,-0.39674,-0.015471,0.10814,0.00062833,1,1.76,0.76,0,2.914
322.35,-0.39624,-0.016065,0.10428,0.00055248,1,1.78,0.78,0,2.914
319.38,-0.39919,-0.015515,0.10281,0.00046839,1,1.8,0.8,0,2.914
315.73,-0.40533,-0.013592,0.10946,0.00037693,1,1.82,0.82,0,2.914
314.33,-0.40775,-0.0081599,0.11601,0.00034437,1,1.84,0.84,0,2.914
313.34,-0.40703,-0.00767,0.11705,0.00032248,1,1.86,0.86,0,2.914
312.32,-0.40339,-0.013344,0.11197,0.0003004,1,1.88,0.88,0,2.914
310.81,-0.39808,-0.01466,0.11073,0.00026769,1,1.9,0.9,0,2.914
309.24,-0.38874,-0.014126,0.10924,0.00023399,1,1.92,0.92,0,2.914
307.72,-0.37654,-0.012087,0.10697,0.00020139,1,1.94,0.94,0,2.914
306.95,-0.36374,-0.0079898,0.099294,0.00018503,1,1.96,0.96,0,2.914
306.35,-0.34837,-0.006989,0.088063,0.00017248,1,1.98,0.98,0,2.914
305.88,-0.33105,-0.0083359,0.074138,0.00016282,1,2,1,0,2.914
