favre_temperature,favre_u,favre_v,favre_w,favre_zmix,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2
304.93,0.29615,-0.057143,0.043016,0.00014323,1,0,-1,0,3.514
305.93,0.2933,-0.06461,0.061923,0.00016408,1,0.02,-0.98,0,3.514
307.26,0.29371,-0.073884,0.079605,0.00019213,1,0.04,-0.96,0,3.514
309.04,0.29841,-0.08554,0.095668,0.00022967,1,0.06,-0.94,0,3.514
310.79,0.29846,-0.088745,0.11856,0.00026749,1,0.08,-0.92,0,3.514
312.46,0.29945,-0.086834,0.14199,0.00030315,1,0.1,-0.9,0,3.514
314,0.30253,-0.078866,0.16511,0.00033562,1,0.12,-0.88,0,3.514
316.4,0.3078,-0.071594,0.18329,0.00038681,1,0.14,-0.86,0,3.514
319.45,0.31757,-0.068557,0.20648,0.00045231,1,0.16,-0.84,0,3.514
323.12,0.33115,-0.069264,0.23519,0.00053108,1,0.18,-0.82,0,3.514
327.19,0.34451,-0.070425,0.26921,0.00061881,1,0.2,-0.8,0,3.514
331.75,0.35518,-0.06585,0.3143,0.00071708,1,0.22,-0.78,0,3.514
336.64,0.36264,-0.062695,0.36687,0.00082288,1,0.24,-0.76,0,3.514
341.63,0.36486,-0.059789,0.42582,0.00093201,1,0.26,-0.74,0,3.514
346.21,0.35691,-0.045491,0.4902,0.0010334,1,0.28,-0.72,0,3.514
350.85,0.34588,-0.050524,0.56156,0.0011365,1,0.3,-0.7,0,3.514
356.61,0.33387,-0.057492,0.64483,0.0012677,1,0.32,-0.68,0,3.514
363.31,0.32461,-0.064258,0.74367,0.0014247,1,0.34,-0.66,0,3.514
370.72,0.31831,-0.060752,0.84614,0.001605,1,0.36,-0.64,0,3.514
378.91,0.31282,-0.039211,0.93818,0.001814,1,0.38,-0.62,0,3.514
388.66,0.30887,-0.014482,1.0282,0.0020709,1,0.4,-0.6,0,3.514
400.95,0.30861,0.0026398,1.1044,0.0024053,1,0.42,-0.58,0,3.514
418.44,0.31178,0.010776,1.2104,0.0028913,1,0.44,-0.56,0,3.514
441.63,0.32145,0.009258,1.3186,0.0035602,1,0.46,-0.54,0,3.514
459.14,0.31721,0.016119,1.4318,0.0042092,1,0.48,-0.52,0,3.514
480.46,0.31961,0.0038885,1.5772,0.0050329,1,0.5,-0.5,0,3.514
497.11,0.30686,0.0090734,1.7062,0.0057019,1,0.52,-0.48,0,3.514
514.37,0.29767,0.0021605,1.8328,0.0065894,1,0.54,-0.46,0,3.514
536.43,0.29177,-0.0087277,1.9681,0.0077083,1,0.56,-0.44,0,3.514
562.6,0.28459,-0.024162,2.1043,0.009008,1,0.58,-0.42,0,3.514
593.18,0.27448,-0.043997,2.2464,0.010519,1,0.6,-0.4,0,3.514
627,0.2734,-0.060346,2.4081,0.012272,1,0.62,-0.38,0,3.514
668.7,0.25515,-0.04781,2.5669,0.014603,1,0.64,-0.36,0,3.514
720.85,0.24869,-0.048176,2.7357,0.017865,1,0.66,-0.34,0,3.514
772.03,0.25083,-0.050016,2.9459,0.021444,1,0.68,-0.32,0,3.514
816.2,0.24868,-0.048939,3.1561,0.025015,1,0.7,-0.3,0,3.514
852.81,0.23725,-0.029365,3.3398,0.02843,1,0.72,-0.28,0,3.514
887.93,0.22379,0.013678,3.4989,0.0319,1,0.74,-0.26,0,3.514
922.49,0.20632,0.046764,3.6046,0.035332,1,0.76,-0.24,0,3.514
991.63,0.20044,0.065599,3.8191,0.041337,1,0.78,-0.22,0,3.514
1049.5,0.19739,0.056881,4.0447,0.047529,1,0.8,-0.2,0,3.514
1090,0.19018,0.039852,4.2119,0.053776,1,0.82,-0.18,0,3.514
1116,0.17703,0.012233,4.371,0.061562,1,0.84,-0.16,0,3.514
1138.3,0.16029,-0.0059416,4.5903,0.071828,1,0.86,-0.14,0,3.514
1187.2,0.14179,-0.014723,4.8531,0.085152,1,0.88,-0.12,0,3.514
1244.8,0.1392,-0.0038858,5.1963,0.10031,1,0.9,-0.1,0,3.514
1294.1,0.11734,-0.0098083,5.4617,0.11356,1,0.92,-0.08,0,3.514
1326.2,0.081601,-0.025666,5.6641,0.12377,1,0.94,-0.06,0,3.514
1310.3,0.044626,-0.067307,5.6639,0.12617,1,0.96,-0.04,0,3.514
1292.1,0.016918,-0.083999,5.5908,0.12604,1,0.98,-0.02,0,3.514
1276.7,-0.014465,-0.082206,5.563,0.12476,1,1,0,0,3.514
1263,-0.041329,-0.088599,5.5603,0.12259,1,1.02,0.02,0,3.514
1269.2,-0.077223,-0.089985,5.5512,0.12082,1,1.04,0.04,0,3.514
1276,-0.11316,-0.081866,5.5066,0.11796,1,1.06,0.06,0,3.514
1258.9,-0.12686,-0.064997,5.2507,0.1092,1,1.08,0.08,0,3.514
1236.2,-0.15623,-0.053022,5.0459,0.10006,1,1.1,0.1,0,3.514
1201,-0.18309,-0.058951,4.835,0.089972,1,1.12,0.12,0,3.514
1169.5,-0.19903,-0.057147,4.6581,0.08105,1,1.14,0.14,0,3.514
1138.9,-0.18304,-0.043849,4.5029,0.073547,1,1.16,0.16,0,3.514
1104.7,-0.1869,-0.031662,4.3664,0.066011,1,1.18,0.18,0,3.514
1071.5,-0.20041,-0.034355,4.1624,0.059157,1,1.2,0.2,0,3.514
1038.2,-0.20798,-0.0062055,4.0044,0.052218,1,1.22,0.22,0,3.514
994.29,-0.2121,0.026806,3.8396,0.044826,1,1.24,0.24,0,3.514
949.66,-0.2069,0.044038,3.6503,0.038757,1,1.26,0.26,0,3.514
905.61,-0.20306,0.051009,3.4923,0.033298,1,1.28,0.28,0,3.514
857.59,-0.19722,0.040451,3.3571,0.027811,1,1.3,0.3,0,3.514
811.09,-0.18662,0.015839,3.1476,0.022952,1,1.32,0.32,0,3.514
759.31,-0.19188,6.5798e-05,2.9355,0.018798,1,1.34,0.34,0,3.514
719.47,-0.197,0.0045448,2.7889,0.015869,1,1.36,0.36,0,3.514
681.9,-0.21204,0.00024026,2.6333,0.013354,1,1.38,0.38,0,3.514
649.81,-0.21288,-0.02883,2.4809,0.011306,1,1.4,0.4,0,3.514
620.34,-0.21075,-0.036183,2.3493,0.0097189,1,1.42,0.42,0,3.514
592.68,-0.21578,-0.057283,2.219,0.0084315,1,1.44,0.44,0,3.514
