favre_temperature,favre_u,favre_v,favre_w,favre_zmix,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2
564.08,-0.21873,-0.091144,2.0888,0.0073238,1,1.46,0.46,0,3.514
533.85,-0.23385,-0.12077,1.9439,0.0063072,1,1.48,0.48,0,3.514
509.07,-0.25887,-0.12642,1.805,0.0055051,1,1.5,0.5,0,3.514
484.32,-0.27655,-0.14221,1.6712,0.0047474,1,1.52,0.52,0,3.514
463.02,-0.29508,-0.11971,1.533,0.0041538,1,1.54,0.54,0,3.514
446.75,-0.30944,-0.10685,1.4301,0.0037248,1,1.56,0.56,0,3.514
432.26,-0.30362,-0.094103,1.309,0.003362,1,1.58,0.58,0,3.514
418.27,-0.30615,-0.08431,1.2029,0.0029997,1,1.6,0.6,0,3.514
404.64,-0.30934,-0.063909,1.0973,0.0026561,1,1.62,0.62,0,3.514
392.26,-0.31604,-0.048485,0.99576,0.0023311,1,1.64,0.64,0,3.514
382.01,-0.32024,-0.045113,0.90303,0.0020438,1,1.66,0.66,0,3.514
372.58,-0.32045,-0.045107,0.81303,0.0017825,1,1.68,0.68,0,3.514
363.53,-0.31807,-0.047447,0.72631,0.0015477,1,1.7,0.7,0,3.514
356.19,-0.3148,-0.062547,0.65359,0.0013642,1,1.72,0.72,0,3.514
350.38,-0.31417,-0.062302,0.58987,0.0012041,1,1.74,0.74,0,3.514
345.13,-0.31144,-0.045213,0.53891,0.0010599,1,1.76,0.76,0,3.514
340.5,-0.30417,-0.031331,0.4916,0.00093876,1,1.78,0.78,0,3.514
336.43,-0.29591,-0.023702,0.44537,0.00083891,1,1.8,0.8,0,3.514
332.82,-0.2987,-0.013579,0.40158,0.00075296,1,1.82,0.82,0,3.514
329.08,-0.30227,-0.013977,0.36102,0.00066815,1,1.84,0.84,0,3.514
325.36,-0.30472,-0.015169,0.3199,0.00058506,1,1.86,0.86,0,3.514
321.74,-0.30546,-0.015257,0.27812,0.0005046,1,1.88,0.88,0,3.514
318.89,-0.30033,-0.017587,0.24963,0.00044217,1,1.9,0.9,0,3.514
316.51,-0.29758,-0.0189,0.22331,0.00039033,1,1.92,0.92,0,3.514
314.49,-0.29645,-0.0189,0.19825,0.00034638,1,1.94,0.94,0,3.514
312.68,-0.29508,-0.013321,0.17083,0.00030738,1,1.96,0.96,0,3.514
311.21,-0.29245,-0.0092595,0.14335,0.00027575,1,1.98,0.98,0,3.514
309.99,-0.28885,-0.0063487,0.11582,0.0002497,1,2,1,0,3.514
