favre_temperature,favre_u,favre_v,favre_w,favre_zmix,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2
861.69,-0.29128,-0.054241,3.2312,0.044316,1,1.26,0.26,0,3.514
818.13,-0.29133,-0.071665,3.0372,0.036968,1,1.28,0.28,0,3.514
773.5,-0.27226,-0.092408,2.8735,0.030632,1,1.3,0.3,0,3.514
732.05,-0.26363,-0.093624,2.7278,0.025793,1,1.32,0.32,0,3.514
693.81,-0.26552,-0.089786,2.5987,0.021526,1,1.34,0.34,0,3.514
662.09,-0.26441,-0.086161,2.503,0.017779,1,1.36,0.36,0,3.514
635.32,-0.261,-0.091502,2.3862,0.014708,1,1.38,0.38,0,3.514
605.29,-0.26075,-0.083557,2.2186,0.011952,1,1.4,0.4,0,3.514
571.48,-0.25367,-0.068676,2.0576,0.0095549,1,1.42,0.42,0,3.514
536.65,-0.25392,-0.059251,1.9179,0.0076968,1,1.44,0.44,0,3.514
506.76,-0.2589,-0.050973,1.7759,0.0063365,1,1.46,0.46,0,3.514
481.82,-0.25643,-0.040393,1.6361,0.0053011,1,1.48,0.48,0,3.514
466.22,-0.26639,-0.034403,1.5487,0.0046602,1,1.5,0.5,0,3.514
450.56,-0.25968,-0.018977,1.4534,0.0040421,1,1.52,0.52,0,3.514
436.77,-0.26952,0.0071259,1.3641,0.0034961,1,1.54,0.54,0,3.514
424.46,-0.27429,0.014979,1.2769,0.0030873,1,1.56,0.56,0,3.514
413.76,-0.28152,0.011429,1.1792,0.0027761,1,1.58,0.58,0,3.514
402.75,-0.28287,0.017016,1.0818,0.0024875,1,1.6,0.6,0,3.514
391.72,-0.28554,0.026818,0.98257,0.0022037,1,1.62,0.62,0,3.514
382.4,-0.285,0.024296,0.91485,0.0019592,1,1.64,0.64,0,3.514
374.41,-0.28424,0.018915,0.84682,0.0017504,1,1.66,0.66,0,3.514
367.13,-0.28481,0.016482,0.76973,0.0015651,1,1.68,0.68,0,3.514
360.57,-0.28728,0.018734,0.69164,0.0014029,1,1.7,0.7,0,3.514
355.19,-0.29206,0.025297,0.62023,0.0012726,1,1.72,0.72,0,3.514
349.29,-0.29348,0.01167,0.55066,0.0011314,1,1.74,0.74,0,3.514
343.22,-0.29569,0.0041852,0.48035,0.00098792,1,1.76,0.76,0,3.514
337.56,-0.29337,-0.0043573,0.41515,0.00085595,1,1.78,0.78,0,3.514
332.51,-0.28715,-0.011339,0.3583,0.00074045,1,1.8,0.8,0,3.514
328.26,-0.28288,-0.0025079,0.31504,0.00064561,1,1.82,0.82,0,3.514
324.43,-0.28487,-0.0047553,0.28062,0.00056175,1,1.84,0.84,0,3.514
321.07,-0.28792,-0.0052531,0.24609,0.0004882,1,1.86,0.86,0,3.514
318.18,-0.29101,-0.0021394,0.20992,0.00042463,1,1.88,0.88,0,3.514
315.6,-0.29597,-0.012021,0.17932,0.00036865,1,1.9,0.9,0,3.514
313.34,-0.2971,-0.0095876,0.14868,0.00031996,1,1.92,0.92,0,3.514
311.36,-0.29564,-1.1899e-05,0.11927,0.00027757,1,1.94,0.94,0,3.514
309.89,-0.29488,-0.0030459,0.10137,0.00024673,1,1.96,0.96,0,3.514
308.63,-0.29359,-0.0054338,0.084919,0.00022026,1,1.98,0.98,0,3.514
307.52,-0.2919,-0.0073319,0.069581,0.00019708,1,2,1,0,3.514
