favre_temperature,favre_u,favre_v,favre_w,favre_zmix,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2
473.72,0.3705,-0.073609,0.48476,0.0079078,1,0.52,-0.48,0,2.914
502.85,0.3888,-0.067819,0.5539,0.0099005,1,0.54,-0.46,0,2.914
538.88,0.39558,-0.065651,0.62513,0.012585,1,0.56,-0.44,0,2.914
576.35,0.39189,-0.068304,0.69587,0.016015,1,0.58,-0.42,0,2.914
617.26,0.40063,-0.049106,0.78518,0.020236,1,0.6,-0.4,0,2.914
665.4,0.42582,-0.013542,0.89242,0.02519,1,0.62,-0.38,0,2.914
724.46,0.45497,-0.0017925,0.99367,0.032844,1,0.64,-0.36,0,2.914
783.14,0.4678,-0.019196,1.1435,0.042536,1,0.66,-0.34,0,2.914
844.14,0.48001,-0.044383,1.2851,0.054741,1,0.68,-0.32,0,2.914
896.23,0.49029,-0.053611,1.4335,0.070208,1,0.7,-0.3,0,2.914
924.31,0.49738,-0.06135,1.5948,0.089157,1,0.72,-0.28,0,2.914
950.4,0.50239,-0.076357,1.7468,0.11218,1,0.74,-0.26,0,2.914
1023.9,0.52376,-0.087929,1.9397,0.14245,1,0.76,-0.24,0,2.914
1051.5,0.51437,-0.098168,2.0476,0.16897,1,0.78,-0.22,0,2.914
1074.1,0.50171,-0.064384,2.1754,0.2,1,0.8,-0.2,0,2.914
1075.8,0.46479,-0.030128,2.2744,0.22961,1,0.82,-0.18,0,2.914
1051.2,0.40852,-0.016344,2.3314,0.25912,1,0.84,-0.16,0,2.914
1040.9,0.34877,0.013261,2.4085,0.2895,1,0.86,-0.14,0,2.914
1035.7,0.30951,0.036694,2.4648,0.31637,1,0.88,-0.12,0,2.914
1036.6,0.26495,0.048426,2.4931,0.33934,1,0.9,-0.1,0,2.914
1020.8,0.24702,0.026943,2.5278,0.35789,1,0.92,-0.08,0,2.914
1001.6,0.22138,0.0088657,2.5578,0.37467,1,0.94,-0.06,0,2.914
979.5,0.17252,0.011512,2.5932,0.38559,1,0.96,-0.04,0,2.914
954.81,0.10733,-0.0097385,2.5929,0.40103,1,0.98,-0.02,0,2.914
940.15,0.039036,-0.035615,2.5919,0.41407,1,1,0,0,2.914
934.75,-0.028467,-0.069674,2.5844,0.41387,1,1.02,0.02,0,2.914
944.29,-0.087089,-0.056478,2.591,0.41079,1,1.04,0.04,0,2.914
962.08,-0.15229,-0.025308,2.5964,0.40551,1,1.06,0.06,0,2.914
988.47,-0.23283,0.010572,2.5489,0.38385,1,1.08,0.08,0,2.914
994.12,-0.31574,0.034958,2.4693,0.3537,1,1.1,0.1,0,2.914
993.77,-0.39547,0.064132,2.4019,0.32134,1,1.12,0.12,0,2.914
1000.4,-0.44763,0.079541,2.3168,0.28628,1,1.14,0.14,0,2.914
1013.7,-0.48266,0.069603,2.2521,0.25227,1,1.16,0.16,0,2.914
1005.3,-0.49911,0.027445,2.1054,0.21652,1,1.18,0.18,0,2.914
988.7,-0.52351,-0.00048381,2.0158,0.18559,1,1.2,0.2,0,2.914
978.22,-0.54528,-0.0087329,1.9456,0.15888,1,1.22,0.22,0,2.914
968.37,-0.5649,-0.010823,1.8455,0.13492,1,1.24,0.24,0,2.914
942.8,-0.5668,-0.00091455,1.7079,0.1097,1,1.26,0.26,0,2.914
892.06,-0.57461,-0.0026719,1.628,0.086049,1,1.28,0.28,0,2.914
881.96,-0.57192,-0.031605,1.5401,0.068754,1,1.3,0.3,0,2.914
857.97,-0.55199,-0.066526,1.3741,0.054444,1,1.32,0.32,0,2.914
790.71,-0.52587,-0.09892,1.2224,0.041079,1,1.34,0.34,0,2.914
742.93,-0.49361,-0.10446,1.127,0.03147,1,1.36,0.36,0,2.914
691.8,-0.47734,-0.096834,0.97489,0.023784,1,1.38,0.38,0,2.914
627.66,-0.45301,-0.097381,0.87264,0.018095,1,1.4,0.4,0,2.914
583.83,-0.44484,-0.10344,0.7766,0.014465,1,1.42,0.42,0,2.914
551.94,-0.43447,-0.1013,0.68618,0.012082,1,1.44,0.44,0,2.914
524.36,-0.42336,-0.094135,0.61176,0.010188,1,1.46,0.46,0,2.914
494.29,-0.41352,-0.085275,0.54425,0.0083347,1,1.48,0.48,0,2.914
465.84,-0.39879,-0.069222,0.47516,0.006522,1,1.5,0.5,0,2.914
438.8,-0.3988,-0.061842,0.42663,0.0048291,1,1.52,0.52,0,2.914
413.13,-0.37389,-0.059401,0.37356,0.0034921,1,1.54,0.54,0,2.914
390.37,-0.37663,-0.057786,0.32385,0.0025308,1,1.56,0.56,0,2.914
373.18,-0.38364,-0.036316,0.27149,0.0018789,1,1.58,0.58,0,2.914
358.76,-0.39743,-0.020329,0.21692,0.0014269,1,1.6,0.6,0,2.914
346.03,-0.40226,0.0094804,0.18799,0.0010912,1,1.62,0.62,0,2.914
336.57,-0.40575,0.033741,0.14453,0.00085699,1,1.64,0.64,0,2.914
329.36,-0.41431,0.040403,0.11551,0.00068352,1,1.66,0.66,0,2.914
323.45,-0.42537,0.03479,0.09661,0.00054542,1,1.68,0.68,0,2.914
318.93,-0.43433,0.026032,0.082363,0.00044297,1,1.7,0.7,0,2.914
316.54,-0.439,0.018909,0.084958,0.00038892,1,1.72,0.72,0,2.914
314.52,-0.43951,0.010854,0.079335,0.00034552,1,1.74,0.74,0,2.914
313.29,-0.44454,0.0069476,0.087063,0.00031887,1,1.76,0.76,0,2.914
312.69,-0.44735,0.0069969,0.090407,0.00030609,1,1.78,0.78,0,2.914
312.52,-0.44752,0.009648,0.088716,0.00030268,1,1.8,0.8,0,2.914
312.42,-0.44969,0.011773,0.095536,0.00030038,1,1.82,0.82,0,2.914
312.1,-0.44925,0.010024,0.097062,0.00029352,1,1.84,0.84,0,2.914
311.89,-0.4463,0.0029333,0.10336,0.00028907,1,1.86,0.86,0,2.914
311.85,-0.441,-0.0090625,0.1158,0.00028838,1,1.88,0.88,0,2.914
311.87,-0.43519,-0.01203,0.12003,0.00028904,1,1.9,0.9,0,2.914
311.62,-0.42619,-0.012433,0.12469,0.00028407,1,1.92,0.92,0,2.914
311.12,-0.4149,-0.010567,0.12898,0.00027384,1,1.94,0.94,0,2.914
310.03,-0.40273,-0.0042058,0.12713,0.00025103,1,1.96,0.96,0,2.914
308.8,-0.38815,0.0004022,0.12487,0.00022523,1,1.98,0.98,0,2.914
307.46,-0.37174,0.0036812,0.1223,0.00019715,1,2,1,0,2.914
