Time,HRR,MLR
146.0000,303.9445,0.014405
147.0000,307.8267,0.014589
148.0000,325.6722,0.015435
149.0000,310.6001,0.014720
150.0000,325.6124,0.015432
151.0000,314.8803,0.014923
152.0000,307.0017,0.014550
153.0000,336.0131,0.015925
154.0000,302.0902,0.014317
155.0000,338.8280,0.016058
156.0000,310.3550,0.014709
157.0000,313.4282,0.014854
158.0000,329.2252,0.015603
159.0000,303.1226,0.014366
160.0000,311.7472,0.014775
161.0000,320.7340,0.015201
162.0000,313.0846,0.014838
163.0000,338.7122,0.016053
164.0000,300.3261,0.014233
165.0000,323.0457,0.015310
166.0000,322.8634,0.015302
167.0000,305.2257,0.014466
168.0000,327.8054,0.015536
169.0000,308.5863,0.014625
170.0000,318.9834,0.015118
171.0000,318.7962,0.015109
172.0000,319.8234,0.015158
173.0000,324.6902,0.015388
174.0000,310.9970,0.014739
175.0000,314.5472,0.014907
176.0000,329.6642,0.015624
177.0000,318.9352,0.015115
178.0000,331.1676,0.015695
179.0000,312.5269,0.014812
180.0000,317.3411,0.015040
181.0000,325.9967,0.015450
182.0000,299.2923,0.014184
183.0000,334.5561,0.015856
184.0000,321.1375,0.015220
185.0000,305.2038,0.014465
186.0000,337.5301,0.015997
187.0000,306.1445,0.014509
188.0000,309.5731,0.014672
189.0000,324.7335,0.015390
190.0000,317.3460,0.015040
191.0000,329.8160,0.015631
192.0000,307.3991,0.014569
193.0000,308.5145,0.014622
194.0000,328.0374,0.015547
195.0000,305.6038,0.014484
196.0000,338.3468,0.016035
197.0000,309.0254,0.014646
198.0000,326.3278,0.015466
199.0000,326.9669,0.015496
200.0000,306.3659,0.014520
201.0000,337.9827,0.016018
202.0000,308.3029,0.014612
203.0000,308.3732,0.014615
204.0000,320.4331,0.015186
205.0000,307.6723,0.014582
206.0000,331.2572,0.015699
207.0000,321.2706,0.015226
208.0000,307.1247,0.014556
209.0000,338.4939,0.016042
210.0000,303.3136,0.014375
211.0000,341.8034,0.016199
212.0000,314.0739,0.014885
213.0000,317.6263,0.015053
214.0000,323.3314,0.015324
215.0000,306.4796,0.014525
216.0000,321.8042,0.015251
217.0000,318.2800,0.015084
218.0000,326.7362,0.015485
219.0000,325.3915,0.015421
220.0000,292.2995,0.013853
221.0000,349.5969,0.016569
222.0000,315.5621,0.014956
223.0000,310.4238,0.014712
224.0000,322.3034,0.015275
225.0000,310.6074,0.014721
226.0000,333.6152,0.015811
227.0000,322.3117,0.015275
228.0000,319.2642,0.015131
229.0000,333.3875,0.015800
230.0000,313.4425,0.014855
231.0000,330.1769,0.015648
232.0000,310.6408,0.014722
233.0000,330.6987,0.015673
234.0000,313.6216,0.014864
235.0000,309.8248,0.014684
236.0000,332.4844,0.015758
237.0000,307.3569,0.014567
238.0000,323.9732,0.015354
239.0000,326.4103,0.015470
240.0000,309.6025,0.014673
