Time,HRR,MLR
s,kW,kg/s
1.0000,2.0720,0.000098
2.0000,28.5517,0.001353
3.0000,29.2554,0.001387
4.0000,34.1133,0.001617
5.0000,37.3786,0.001771
6.0000,40.0400,0.001898
7.0000,43.2085,0.002048
8.0000,46.9132,0.002223
9.0000,51.1991,0.002426
10.0000,54.1432,0.002566
11.0000,57.8951,0.002744
12.0000,60.2985,0.002858
13.0000,64.4227,0.003053
14.0000,70.1693,0.003326
15.0000,80.5244,0.003816
16.0000,88.6065,0.004199
17.0000,98.0222,0.004646
18.0000,107.9301,0.005115
19.0000,118.8454,0.005632
20.0000,125.7151,0.005958
21.0000,134.9974,0.006398
22.0000,149.8045,0.007100
23.0000,156.3125,0.007408
24.0000,162.2072,0.007688
25.0000,185.4855,0.008791
26.0000,190.6831,0.009037
27.0000,193.3893,0.009165
28.0000,203.3387,0.009637
29.0000,211.0399,0.010002
30.0000,213.7567,0.010131
31.0000,222.1014,0.010526
32.0000,236.9055,0.011228
33.0000,232.1820,0.011004
34.0000,240.1123,0.011380
35.0000,245.3303,0.011627
36.0000,234.7469,0.011125
37.0000,262.6824,0.012449
38.0000,248.9912,0.011801
39.0000,249.0936,0.011805
40.0000,263.6586,0.012496
41.0000,258.3747,0.012245
42.0000,253.4388,0.012011
43.0000,273.6093,0.012967
44.0000,255.5532,0.012112
45.0000,271.1671,0.012852
46.0000,266.6847,0.012639
47.0000,262.9354,0.012461
48.0000,276.3763,0.013098
49.0000,281.4011,0.013337
50.0000,270.9093,0.012839
51.0000,292.5577,0.013865
52.0000,264.7053,0.012545
53.0000,279.5217,0.013247
54.0000,287.6385,0.013632
55.0000,271.4546,0.012865
56.0000,281.6036,0.013346
57.0000,285.5706,0.013534
58.0000,274.2334,0.012997
59.0000,303.6974,0.014393
60.0000,278.9298,0.013219
61.0000,277.8353,0.013168
62.0000,301.1061,0.014270
63.0000,274.8415,0.013026
64.0000,310.5566,0.014718
65.0000,285.8622,0.013548
66.0000,279.8933,0.013265
67.0000,305.0974,0.014460
68.0000,291.0126,0.013792
69.0000,288.2079,0.013659
70.0000,304.7102,0.014441
71.0000,287.8577,0.013643
72.0000,301.2974,0.014279
73.0000,292.6447,0.013869
74.0000,296.5210,0.014053
75.0000,303.8021,0.014398
76.0000,290.4248,0.013764
77.0000,294.3185,0.013949
78.0000,315.8263,0.014968
79.0000,288.1098,0.013654
80.0000,298.7143,0.014157
81.0000,315.9102,0.014972
82.0000,284.1679,0.013468
83.0000,318.7526,0.015107
84.0000,292.1580,0.013846
85.0000,285.5007,0.013531
86.0000,322.0949,0.015265
87.0000,293.8085,0.013925
88.0000,302.7207,0.014347
89.0000,310.7185,0.014726
90.0000,289.1152,0.013702
91.0000,312.2364,0.014798
92.0000,307.8736,0.014591
93.0000,301.4572,0.014287
94.0000,313.4115,0.014854
95.0000,284.9616,0.013505
96.0000,312.8127,0.014825
97.0000,295.1150,0.013986
98.0000,287.0807,0.013606
99.0000,322.6233,0.015290
100.0000,299.8776,0.014212
101.0000,305.9737,0.014501
102.0000,319.3420,0.015135
103.0000,301.5326,0.014291
104.0000,312.3754,0.014805
105.0000,315.6667,0.014961
106.0000,289.5358,0.013722
107.0000,329.9684,0.015638
108.0000,294.6819,0.013966
109.0000,324.5244,0.015380
110.0000,320.5199,0.015191
111.0000,292.6447,0.013869
112.0000,323.3953,0.015327
113.0000,297.2004,0.014085
114.0000,314.1388,0.014888
115.0000,319.7601,0.015155
116.0000,295.8827,0.014023
117.0000,328.4034,0.015564
118.0000,298.9939,0.014170
119.0000,299.2620,0.014183
120.0000,326.6060,0.015479
121.0000,293.4946,0.013910
122.0000,326.9265,0.015494
123.0000,303.9662,0.014406
124.0000,318.8887,0.015113
125.0000,313.0849,0.014838
126.0000,302.4862,0.014336
127.0000,314.7922,0.014919
128.0000,306.6709,0.014534
129.0000,292.5522,0.013865
130.0000,334.7476,0.015865
131.0000,309.8114,0.014683
132.0000,309.0154,0.014645
133.0000,324.7112,0.015389
134.0000,289.2144,0.013707
135.0000,329.2481,0.015604
136.0000,298.3747,0.014141
137.0000,302.9192,0.014356
138.0000,320.4303,0.015186
139.0000,309.9150,0.014688
140.0000,317.5146,0.015048
141.0000,305.0728,0.014458
142.0000,327.2159,0.015508
143.0000,312.6267,0.014816
144.0000,301.6233,0.014295
145.0000,331.1266,0.015693
