r, W_Mean, W_RMS, U_Mean, U_RMS, T_Mean, T_RMS
cm, m/s, m/s, m/s, m/s, K, K
-5.0,     1.74,     0.70,    -0.00,     0.27,   505.63,   256.97
-4.0,     2.03,     0.82,    -0.01,     0.28,   576.47,   289.24
-3.0,     2.45,     0.97,    -0.01,     0.28,   697.01,   318.82
-2.0,     2.97,     1.10,    -0.01,     0.29,   860.78,   326.31
-1.0,     3.40,     1.16,    -0.01,     0.28,   997.85,   307.56
-0.2,     3.50,     1.17,    -0.01,     0.28,  1027.97,   299.49
 0.0,     3.53,     1.17,    -0.01,     0.28,  1038.01,   296.76
 1.0,     3.30,     1.17,    -0.00,     0.29,   968.44,   316.29
 2.0,     2.83,     1.10,    -0.01,     0.29,   815.68,   330.49
 3.0,     2.33,     0.94,    -0.01,     0.29,   659.26,   317.16
 4.0,     1.96,     0.80,    -0.01,     0.29,   559.19,   293.43
 5.0,     1.73,     0.72,    -0.01,     0.29,   505.56,   270.94
 6.0,     1.55,     0.66,    -0.01,     0.28,   474.71,   248.07
 7.0,     1.40,     0.63,    -0.02,     0.27,   453.54,   224.68
 8.0,     1.25,     0.62,    -0.03,     0.27,   437.72,   204.59
 9.0,     1.12,     0.60,    -0.04,     0.27,   424.78,   188.55
10.0,     0.99,     0.58,    -0.05,     0.27,   412.62,   173.43
11.0,     0.86,     0.55,    -0.07,     0.27,   401.62,   158.32
12.0,     0.75,     0.52,    -0.08,     0.27,   391.55,   144.16
13.0,     0.65,     0.48,    -0.09,     0.26,   381.63,   130.37
14.0,     0.56,     0.45,    -0.10,     0.26,   372.51,   117.08
15.0,     0.48,     0.42,    -0.10,     0.25,   364.06,   105.08
16.0,     0.42,     0.39,    -0.11,     0.25,   355.86,    93.89
17.0,     0.36,     0.37,    -0.11,     0.24,   348.11,    84.54
18.0,     0.30,     0.34,    -0.11,     0.24,   341.07,    77.17
19.0,     0.26,     0.32,    -0.11,     0.23,   335.06,    71.50
20.0,     0.22,     0.30,    -0.11,     0.22,   330.34,    66.36
