Time,HRR,MLR
s,kW,kg/s
1.0000,0.1958,0.000009
2.0000,2.3362,0.000111
3.0000,2.6936,0.000128
4.0000,2.9426,0.000139
5.0000,3.2088,0.000152
6.0000,3.5534,0.000168
7.0000,3.8696,0.000183
8.0000,4.0837,0.000194
9.0000,4.5207,0.000214
10.0000,4.8144,0.000228
11.0000,5.0789,0.000241
12.0000,5.2982,0.000251
13.0000,5.5971,0.000265
14.0000,6.0688,0.000288
15.0000,6.8165,0.000323
16.0000,7.4181,0.000352
17.0000,7.8614,0.000373
18.0000,8.2253,0.000390
19.0000,8.4781,0.000402
20.0000,8.6223,0.000409
21.0000,8.7955,0.000417
22.0000,9.4437,0.000448
23.0000,10.4089,0.000493
24.0000,10.3521,0.000491
25.0000,10.1222,0.000480
26.0000,10.6012,0.000502
27.0000,11.7431,0.000557
28.0000,12.3410,0.000585
29.0000,12.0475,0.000571
30.0000,11.7107,0.000555
31.0000,12.3352,0.000585
32.0000,13.5913,0.000644
33.0000,13.5477,0.000642
34.0000,13.1857,0.000625
35.0000,13.1885,0.000625
36.0000,14.2676,0.000676
37.0000,14.7421,0.000699
38.0000,14.4342,0.000684
39.0000,13.3654,0.000633
40.0000,14.3720,0.000681
41.0000,15.0008,0.000711
42.0000,15.1655,0.000719
43.0000,15.3300,0.000727
44.0000,14.5330,0.000689
45.0000,14.3015,0.000678
46.0000,15.6596,0.000742
47.0000,15.8763,0.000752
48.0000,15.9038,0.000754
49.0000,15.2014,0.000720
50.0000,15.6863,0.000743
51.0000,16.1908,0.000767
52.0000,16.2452,0.000770
53.0000,16.7500,0.000794
54.0000,16.9207,0.000802
55.0000,17.0795,0.000809
56.0000,15.7464,0.000746
57.0000,15.7859,0.000748
58.0000,16.8815,0.000800
59.0000,16.9304,0.000802
60.0000,17.2296,0.000817
61.0000,18.0492,0.000855
62.0000,16.9006,0.000801
63.0000,16.6551,0.000789
64.0000,16.7340,0.000793
65.0000,16.6464,0.000789
66.0000,17.1801,0.000814
67.0000,17.6932,0.000839
68.0000,18.3541,0.000870
69.0000,18.0455,0.000855
70.0000,17.0910,0.000810
71.0000,16.8967,0.000801
72.0000,16.9985,0.000806
73.0000,16.6812,0.000791
74.0000,17.3744,0.000823
75.0000,18.3382,0.000869
76.0000,18.5117,0.000877
77.0000,17.7139,0.000840
78.0000,17.2572,0.000818
79.0000,18.1974,0.000862
80.0000,17.3382,0.000822
81.0000,17.1704,0.000814
82.0000,18.2284,0.000864
83.0000,18.5063,0.000877
84.0000,17.9580,0.000851
85.0000,17.5716,0.000833
86.0000,18.8841,0.000895
87.0000,17.3295,0.000821
88.0000,17.5772,0.000833
89.0000,18.4698,0.000875
90.0000,18.3478,0.000870
91.0000,18.7370,0.000888
92.0000,18.4165,0.000873
93.0000,18.6431,0.000884
94.0000,17.9123,0.000849
95.0000,17.6655,0.000837
96.0000,17.6692,0.000837
97.0000,18.5779,0.000880
98.0000,18.3497,0.000870
99.0000,18.5706,0.000880
100.0000,18.5452,0.000879
101.0000,18.3406,0.000869
102.0000,18.3078,0.000868
103.0000,18.6045,0.000882
104.0000,18.5989,0.000881
105.0000,18.0218,0.000854
106.0000,18.2797,0.000866
107.0000,17.9286,0.000850
108.0000,18.8080,0.000891
109.0000,19.1322,0.000907
110.0000,18.4858,0.000876
111.0000,18.4557,0.000875
112.0000,19.1715,0.000909
113.0000,18.8386,0.000893
114.0000,17.3853,0.000824
115.0000,17.5756,0.000833
116.0000,18.6623,0.000884
117.0000,18.4771,0.000876
118.0000,19.4081,0.000920
119.0000,19.1684,0.000908
120.0000,18.3542,0.000870
121.0000,18.1800,0.000862
122.0000,18.5792,0.000881
123.0000,17.8211,0.000845
124.0000,18.7872,0.000890
125.0000,18.9457,0.000898
126.0000,18.7395,0.000888
127.0000,19.7503,0.000936
128.0000,19.6342,0.000931
129.0000,18.4382,0.000874
130.0000,18.0769,0.000857
131.0000,18.7499,0.000889
132.0000,18.7560,0.000889
133.0000,19.0807,0.000904
134.0000,19.0347,0.000902
135.0000,19.4459,0.000922
136.0000,18.9397,0.000898
137.0000,19.2577,0.000913
138.0000,19.7326,0.000935
139.0000,18.0019,0.000853
140.0000,18.2611,0.000865
141.0000,19.1500,0.000908
142.0000,18.3272,0.000869
143.0000,19.1825,0.000909
144.0000,18.9972,0.000900
145.0000,19.6681,0.000932
146.0000,18.9369,0.000897
147.0000,19.7684,0.000937
148.0000,18.2603,0.000865
149.0000,18.9710,0.000899
150.0000,19.6612,0.000932
151.0000,17.8261,0.000845
152.0000,19.0955,0.000905
153.0000,18.4871,0.000876
154.0000,18.7800,0.000890
155.0000,19.8376,0.000940
156.0000,19.2237,0.000911
157.0000,20.1798,0.000956
158.0000,19.3842,0.000919
159.0000,18.6041,0.000882
160.0000,19.5604,0.000927
161.0000,18.7797,0.000890
162.0000,18.2368,0.000864
163.0000,19.0572,0.000903
164.0000,18.9540,0.000898
165.0000,19.0823,0.000904
166.0000,18.6619,0.000884
167.0000,19.2332,0.000912
168.0000,19.1322,0.000907
169.0000,19.1333,0.000907
170.0000,18.7977,0.000891
171.0000,17.8415,0.000846
172.0000,19.1613,0.000908
173.0000,20.1136,0.000953
174.0000,18.9609,0.000899
175.0000,19.0750,0.000904
176.0000,19.0304,0.000902
177.0000,20.2582,0.000960
178.0000,20.1440,0.000955
179.0000,18.9277,0.000897
180.0000,18.6935,0.000886
181.0000,17.9134,0.000849
182.0000,20.2399,0.000959
183.0000,18.1014,0.000858
184.0000,18.5951,0.000881
185.0000,19.6063,0.000929
186.0000,18.5468,0.000879
187.0000,19.7367,0.000935
188.0000,19.6725,0.000932
189.0000,19.6251,0.000930
190.0000,19.0660,0.000904
191.0000,20.1293,0.000954
192.0000,18.4592,0.000875
193.0000,18.1357,0.000860
194.0000,19.1590,0.000908
195.0000,19.9734,0.000947
196.0000,18.9341,0.000897
197.0000,19.7444,0.000936
198.0000,20.0937,0.000952
199.0000,19.6996,0.000934
200.0000,17.8333,0.000845
201.0000,21.2428,0.001007
202.0000,18.9440,0.000898
203.0000,18.3483,0.000870
204.0000,18.6405,0.000883
205.0000,19.9037,0.000943
206.0000,19.0826,0.000904
207.0000,19.3341,0.000916
208.0000,19.9084,0.000944
209.0000,19.3962,0.000919
210.0000,19.8273,0.000940
211.0000,19.6982,0.000934
212.0000,20.5240,0.000973
213.0000,18.3605,0.000870
214.0000,19.1651,0.000908
215.0000,19.9534,0.000946
216.0000,19.2326,0.000911
217.0000,19.1191,0.000906
218.0000,19.6739,0.000932
219.0000,19.2085,0.000910
220.0000,20.7288,0.000982
221.0000,19.6102,0.000929
222.0000,18.5765,0.000880
223.0000,21.3023,0.001010
224.0000,18.9017,0.000896
225.0000,18.7072,0.000887
226.0000,19.6180,0.000930
227.0000,18.5535,0.000879
228.0000,20.2820,0.000961
229.0000,19.4097,0.000920
230.0000,19.7473,0.000936
231.0000,19.8558,0.000941
232.0000,19.4425,0.000921
233.0000,20.9615,0.000993
234.0000,19.8516,0.000941
235.0000,18.5509,0.000879
236.0000,19.9679,0.000946
237.0000,19.4372,0.000921
238.0000,18.9186,0.000897
239.0000,20.3628,0.000965
240.0000,19.3265,0.000916
