r, W_Mean, W_RMS, U_Mean, U_RMS, T_Mean, T_RMS
cm, m/s, m/s, m/s, m/s, K, K
-20.0,     2.02,     0.99,     0.12,     0.51,   546.57,   310.00
-18.0,     2.24,     1.04,     0.10,     0.51,   582.91,   328.46
-16.0,     2.49,     1.09,     0.09,     0.50,   633.54,   350.06
-14.0,     2.80,     1.17,     0.09,     0.49,   704.49,   372.79
-12.0,     3.17,     1.26,     0.10,     0.47,   798.81,   391.92
-10.0,     3.59,     1.36,     0.10,     0.46,   913.74,   400.49
-8.0,     4.05,     1.44,     0.10,     0.46,  1041.53,   383.58
-6.0,     4.49,     1.45,     0.08,     0.46,  1161.77,   335.80
-4.0,     4.82,     1.41,     0.05,     0.46,  1250.67,   272.31
-2.0,     5.00,     1.37,     0.02,     0.45,  1299.98,   219.68
 0.0,     5.06,     1.35,     0.00,     0.45,  1314.14,   199.19
 2.0,     5.02,     1.35,    -0.02,     0.45,  1303.47,   210.36
 4.0,     4.87,     1.37,    -0.04,     0.46,  1260.47,   255.55
 4.5,     4.78,     1.38,    -0.05,     0.46,  1237.19,   274.09
 6.0,     4.53,     1.40,    -0.08,     0.46,  1167.81,   323.24
 8.0,     4.05,     1.39,    -0.10,     0.47,  1037.24,   378.40
10.0,     3.59,     1.35,    -0.10,     0.48,   906.70,   402.65
11.5,     3.28,     1.30,    -0.09,     0.48,   824.82,   401.80
12.0,     3.18,     1.29,    -0.09,     0.48,   797.67,   401.34
14.0,     2.82,     1.21,    -0.08,     0.49,   709.08,   384.40
16.0,     2.52,     1.13,    -0.09,     0.50,   640.56,   361.06
17.2,     2.36,     1.08,    -0.09,     0.51,   610.47,   347.45
18.0,     2.27,     1.05,    -0.10,     0.51,   592.18,   339.02
20.0,     2.05,     1.00,    -0.11,     0.52,   558.43,   319.81
21.4,     1.93,     0.97,    -0.12,     0.52,   541.88,   309.81
22.0,     1.87,     0.96,    -0.13,     0.52,   534.27,   305.15
24.0,     1.70,     0.92,    -0.14,     0.52,   518.62,   294.71
26.0,     1.55,     0.88,    -0.15,     0.53,   509.29,   286.13
28.0,     1.43,     0.85,    -0.16,     0.54,   503.58,   279.26
30.0,     1.31,     0.81,    -0.17,     0.54,   498.56,   272.80
32.0,     1.21,     0.78,    -0.19,     0.54,   492.17,   265.16
32.5,     1.18,     0.77,    -0.19,     0.55,   490.29,   262.66
34.0,     1.12,     0.74,    -0.20,     0.55,   484.99,   255.45
36.0,     1.03,     0.71,    -0.20,     0.56,   476.63,   242.86
37.6,     0.97,     0.69,    -0.20,     0.56,   468.08,   231.27
38.0,     0.96,     0.69,    -0.20,     0.56,   466.16,   228.53
40.0,     0.90,     0.68,    -0.20,     0.56,   454.63,   214.18
42.0,     0.84,     0.67,    -0.19,     0.56,   442.79,   201.32
44.0,     0.78,     0.67,    -0.19,     0.55,   431.02,   190.68
44.5,     0.76,     0.66,    -0.19,     0.55,   427.93,   188.35
46.0,     0.70,     0.65,    -0.19,     0.54,   418.27,   180.91
48.0,     0.61,     0.61,    -0.19,     0.52,   403.63,   169.79
50.0,     0.50,     0.57,    -0.19,     0.50,   387.11,   155.47
52.0,     0.39,     0.52,    -0.20,     0.47,   369.76,   138.30
54.0,     0.29,     0.47,    -0.21,     0.43,   353.06,   118.75
55.5,     0.23,     0.42,    -0.22,     0.40,   342.29,   103.18
56.0,     0.21,     0.40,    -0.22,     0.39,   339.07,    98.04
58.5,     0.13,     0.32,    -0.23,     0.34,   325.24,    74.26
60.0,     0.08,     0.25,    -0.24,     0.30,   316.12,    52.99
