Time,HRR,MLR
s,kW,kg/s
1.0000,0.2947,0.000014
2.0000,0.2338,0.000011
3.0000,0.4710,0.000022
4.0000,13.2302,0.000627
5.0000,28.2882,0.001341
6.0000,32.5708,0.001544
7.0000,34.0946,0.001616
8.0000,37.1139,0.001759
9.0000,40.4137,0.001915
10.0000,43.2915,0.002052
11.0000,46.3884,0.002199
12.0000,50.0263,0.002371
13.0000,53.1202,0.002518
14.0000,55.2201,0.002617
15.0000,58.5740,0.002776
16.0000,62.0676,0.002942
17.0000,66.0577,0.003131
18.0000,70.8444,0.003358
19.0000,76.6982,0.003635
20.0000,81.8302,0.003878
21.0000,88.8463,0.004211
22.0000,93.1596,0.004415
23.0000,100.7952,0.004777
24.0000,107.6663,0.005103
25.0000,114.0570,0.005406
26.0000,125.1512,0.005931
27.0000,131.9136,0.006252
28.0000,139.0420,0.006590
29.0000,149.8610,0.007102
30.0000,159.3051,0.007550
31.0000,167.4703,0.007937
32.0000,172.0355,0.008153
33.0000,184.2893,0.008734
34.0000,194.6719,0.009226
35.0000,206.6951,0.009796
36.0000,214.1837,0.010151
37.0000,222.4071,0.010541
38.0000,220.8513,0.010467
39.0000,237.9215,0.011276
40.0000,241.5519,0.011448
41.0000,251.6561,0.011927
42.0000,254.9061,0.012081
43.0000,255.0423,0.012087
44.0000,263.9122,0.012508
45.0000,272.4135,0.012911
46.0000,274.8156,0.013024
47.0000,283.1951,0.013422
48.0000,276.7263,0.013115
49.0000,273.6425,0.012969
50.0000,277.4287,0.013148
51.0000,289.1271,0.013703
52.0000,298.1961,0.014133
53.0000,294.7008,0.013967
54.0000,295.9609,0.014027
55.0000,296.3027,0.014043
56.0000,310.9943,0.014739
57.0000,297.2983,0.014090
58.0000,295.0128,0.013982
59.0000,290.8228,0.013783
60.0000,306.0685,0.014506
61.0000,309.8772,0.014686
62.0000,325.4108,0.015422
63.0000,302.6077,0.014342
64.0000,304.3747,0.014425
65.0000,300.5821,0.014246
66.0000,312.1880,0.014796
67.0000,319.1710,0.015127
68.0000,322.0086,0.015261
69.0000,323.0756,0.015312
70.0000,322.7277,0.015295
71.0000,311.0907,0.014744
72.0000,319.9200,0.015162
73.0000,317.4435,0.015045
74.0000,320.2719,0.015179
75.0000,323.4164,0.015328
76.0000,309.5442,0.014670
77.0000,327.1371,0.015504
78.0000,321.9770,0.015260
79.0000,338.9249,0.016063
80.0000,317.4269,0.015044
81.0000,327.6488,0.015528
82.0000,326.8778,0.015492
83.0000,333.9567,0.015827
84.0000,319.4876,0.015142
85.0000,334.0176,0.015830
86.0000,311.4591,0.014761
