Time,HRR,MLR
87.0000,331.0634,0.015690
88.0000,334.9336,0.015874
89.0000,317.1423,0.015030
90.0000,321.5709,0.015240
91.0000,336.2530,0.015936
92.0000,328.5446,0.015571
93.0000,322.8233,0.015300
94.0000,333.0002,0.015782
95.0000,329.9757,0.015639
96.0000,335.1290,0.015883
97.0000,325.3061,0.015417
98.0000,332.9753,0.015781
99.0000,341.2775,0.016174
100.0000,328.1108,0.015550
101.0000,326.8569,0.015491
102.0000,342.7396,0.016244
103.0000,325.4586,0.015425
104.0000,332.4949,0.015758
105.0000,322.5480,0.015287
106.0000,322.0188,0.015262
107.0000,325.0222,0.015404
108.0000,334.6461,0.015860
109.0000,328.5611,0.015572
110.0000,341.1667,0.016169
111.0000,339.8577,0.016107
112.0000,343.3323,0.016272
113.0000,341.0396,0.016163
114.0000,339.1372,0.016073
115.0000,342.5670,0.016235
116.0000,327.1298,0.015504
117.0000,341.4972,0.016185
118.0000,338.0095,0.016019
119.0000,341.1603,0.016169
120.0000,339.0299,0.016068
121.0000,324.9364,0.015400
122.0000,326.4383,0.015471
123.0000,343.4910,0.016279
124.0000,333.1371,0.015788
125.0000,342.8703,0.016250
126.0000,341.2781,0.016174
127.0000,348.5528,0.016519
128.0000,336.0224,0.015925
129.0000,354.2719,0.016790
130.0000,347.5125,0.016470
131.0000,344.6525,0.016334
132.0000,344.6102,0.016332
133.0000,331.1191,0.015693
134.0000,348.6142,0.016522
135.0000,327.8045,0.015536
136.0000,346.8604,0.016439
137.0000,330.8028,0.015678
138.0000,340.0425,0.016116
139.0000,328.6593,0.015576
140.0000,347.0104,0.016446
141.0000,346.7217,0.016432
142.0000,355.1144,0.016830
143.0000,333.3105,0.015797
144.0000,343.8014,0.016294
145.0000,342.7205,0.016243
146.0000,344.9401,0.016348
147.0000,346.3371,0.016414
148.0000,346.0160,0.016399
149.0000,339.9198,0.016110
150.0000,330.5222,0.015665
151.0000,328.3209,0.015560
152.0000,345.3747,0.016368
153.0000,338.6834,0.016051
154.0000,362.8366,0.017196
155.0000,357.9174,0.016963
156.0000,344.9909,0.016350
157.0000,342.1530,0.016216
158.0000,347.8063,0.016484
159.0000,349.1213,0.016546
160.0000,341.3855,0.016179
161.0000,335.0092,0.015877
162.0000,357.0445,0.016922
163.0000,360.7842,0.017099
164.0000,330.3640,0.015657
165.0000,348.4909,0.016516
166.0000,342.3801,0.016227
167.0000,336.2281,0.015935
168.0000,339.0820,0.016070
169.0000,354.2023,0.016787
170.0000,341.5389,0.016187
171.0000,347.3485,0.016462
172.0000,347.7360,0.016480
173.0000,347.2729,0.016458
174.0000,343.6593,0.016287
175.0000,340.6415,0.016144
176.0000,343.9768,0.016302
177.0000,345.2952,0.016365
178.0000,365.5876,0.017326
179.0000,342.3389,0.016225
180.0000,333.5918,0.015810
181.0000,340.9702,0.016160
182.0000,355.6443,0.016855
183.0000,336.9076,0.015967
184.0000,331.9025,0.015730
185.0000,358.0759,0.016970
186.0000,346.3105,0.016413
187.0000,355.1122,0.016830
188.0000,343.6971,0.016289
189.0000,338.4560,0.016041
190.0000,353.8537,0.016770
191.0000,341.4220,0.016181
192.0000,365.3452,0.017315
193.0000,337.1025,0.015976
194.0000,358.5637,0.016994
195.0000,334.5794,0.015857
196.0000,347.2024,0.016455
197.0000,348.3335,0.016509
198.0000,349.9692,0.016586
199.0000,349.9142,0.016584
200.0000,352.1597,0.016690
201.0000,344.4435,0.016324
202.0000,362.6117,0.017185
203.0000,339.9148,0.016110
204.0000,340.7748,0.016150
205.0000,345.9867,0.016397
206.0000,339.5687,0.016093
207.0000,363.8069,0.017242
208.0000,345.8371,0.016390
209.0000,336.1938,0.015933
210.0000,344.4741,0.016326
211.0000,353.6100,0.016759
212.0000,340.7657,0.016150
213.0000,360.5088,0.017086
214.0000,346.8064,0.016436
215.0000,357.6114,0.016948
216.0000,343.4343,0.016277
217.0000,340.2076,0.016124
218.0000,344.6767,0.016335
219.0000,366.9306,0.017390
220.0000,346.5384,0.016424
221.0000,349.4156,0.016560
222.0000,339.0151,0.016067
223.0000,349.3230,0.016556
224.0000,353.2433,0.016741
225.0000,349.7058,0.016574
226.0000,342.6417,0.016239
227.0000,355.6458,0.016855
228.0000,331.7069,0.015721
229.0000,342.5095,0.016233
230.0000,349.8970,0.016583
231.0000,358.1443,0.016974
232.0000,351.1405,0.016642
233.0000,353.3730,0.016748
234.0000,348.5967,0.016521
235.0000,366.5365,0.017371
236.0000,351.6955,0.016668
237.0000,337.8206,0.016010
238.0000,353.8868,0.016772
239.0000,357.4795,0.016942
240.0000,348.7385,0.016528
