r, W_Mean, W_RMS, U_Mean, U_RMS, T_Mean, T_RMS
cm, m/s, m/s, m/s, m/s, K, K
-20.0,     1.33,     0.77,     0.50,     0.35,   723.65,   398.30
-19.0,     1.39,     0.79,     0.51,     0.35,   754.64,   400.89
-18.0,     1.45,     0.81,     0.52,     0.34,   790.64,   401.70
-17.0,     1.52,     0.83,     0.53,     0.33,   830.43,   401.14
-16.0,     1.58,     0.85,     0.54,     0.33,   872.24,   399.31
-15.0,     1.64,     0.86,     0.55,     0.32,   915.91,   395.22
-14.0,     1.70,     0.86,     0.56,     0.32,   961.89,   387.60
-13.0,     1.76,     0.85,     0.56,     0.32,  1009.17,   376.13
-12.0,     1.82,     0.84,     0.56,     0.32,  1055.37,   360.26
-11.3,     1.86,     0.84,     0.55,     0.33,  1084.51,   346.71
-11.0,     1.87,     0.83,     0.55,     0.33,  1099.08,   339.73
-10.0,     1.92,     0.81,     0.53,     0.34,  1141.25,   313.46
-9.0,     1.97,     0.77,     0.49,     0.35,  1177.77,   281.61
-8.0,     1.99,     0.72,     0.45,     0.36,  1203.04,   249.38
-7.0,     2.01,     0.66,     0.40,     0.38,  1215.77,   220.88
-6.0,     2.00,     0.61,     0.33,     0.38,  1215.54,   199.81
-5.0,     1.99,     0.57,     0.27,     0.38,  1203.85,   188.13
-4.0,     1.97,     0.53,     0.22,     0.38,  1185.76,   180.53
-3.0,     1.94,     0.51,     0.17,     0.38,  1168.25,   173.42
-2.0,     1.92,     0.49,     0.12,     0.38,  1155.23,   169.40
-1.0,     1.91,     0.48,     0.06,     0.38,  1146.20,   168.00
 0.0,     1.90,     0.48,     0.00,     0.38,  1142.39,   166.27
 1.0,     1.91,     0.48,    -0.06,     0.38,  1147.20,   164.63
 2.0,     1.93,     0.48,    -0.10,     0.38,  1159.00,   165.09
 3.0,     1.95,     0.49,    -0.15,     0.38,  1173.25,   167.90
 4.0,     1.97,     0.51,    -0.20,     0.38,  1188.61,   172.81
 5.0,     1.99,     0.54,    -0.26,     0.38,  1203.68,   180.64
 6.0,     2.01,     0.59,    -0.33,     0.38,  1215.55,   193.14
 7.0,     2.01,     0.64,    -0.39,     0.37,  1218.69,   214.26
 8.0,     2.01,     0.68,    -0.45,     0.36,  1208.61,   243.18
 9.0,     1.99,     0.72,    -0.49,     0.35,  1186.79,   276.21
10.0,     1.95,     0.76,    -0.52,     0.33,  1155.79,   308.84
11.0,     1.91,     0.78,    -0.55,     0.32,  1117.64,   335.40
12.0,     1.86,     0.79,    -0.56,     0.32,  1074.87,   355.55
13.0,     1.80,     0.81,    -0.56,     0.31,  1028.93,   371.62
14.0,     1.74,     0.83,    -0.56,     0.31,   980.71,   384.24
15.0,     1.67,     0.83,    -0.55,     0.31,   932.46,   393.70
16.0,     1.60,     0.83,    -0.54,     0.32,   885.94,   399.65
16.2,     1.59,     0.83,    -0.54,     0.32,   876.24,   400.29
17.0,     1.54,     0.82,    -0.53,     0.33,   842.31,   402.51
18.0,     1.47,     0.80,    -0.53,     0.33,   802.41,   403.78
19.0,     1.40,     0.79,    -0.52,     0.34,   765.28,   403.26
20.0,     1.34,     0.77,    -0.51,     0.35,   730.90,   400.15
21.0,     1.29,     0.75,    -0.50,     0.36,   700.56,   395.59
21.9,     1.23,     0.72,    -0.49,     0.36,   677.41,   390.47
22.0,     1.23,     0.72,    -0.49,     0.37,   674.52,   389.83
23.0,     1.17,     0.70,    -0.48,     0.37,   651.32,   381.58
24.0,     1.11,     0.67,    -0.47,     0.39,   631.00,   372.55
25.0,     1.06,     0.65,    -0.45,     0.40,   614.89,   365.78
26.0,     1.01,     0.64,    -0.44,     0.41,   602.55,   360.95
27.0,     0.96,     0.62,    -0.43,     0.42,   592.52,   356.49
27.3,     0.94,     0.62,    -0.43,     0.43,   589.44,   354.65
28.0,     0.91,     0.61,    -0.43,     0.43,   583.27,   350.95
29.0,     0.85,     0.59,    -0.42,     0.44,   573.89,   343.94
30.0,     0.80,     0.57,    -0.41,     0.44,   563.85,   335.55
31.0,     0.74,     0.55,    -0.40,     0.44,   551.69,   325.02
31.4,     0.71,     0.54,    -0.40,     0.44,   545.51,   320.59
32.0,     0.68,     0.54,    -0.39,     0.44,   537.78,   314.95
32.1,     0.67,     0.54,    -0.39,     0.44,   536.38,   314.16
33.0,     0.63,     0.53,    -0.38,     0.45,   526.43,   308.45
34.0,     0.58,     0.52,    -0.37,     0.44,   517.04,   302.91
35.0,     0.53,     0.51,    -0.36,     0.43,   505.34,   294.71
36.0,     0.47,     0.49,    -0.36,     0.43,   490.41,   283.62
37.0,     0.41,     0.47,    -0.35,     0.42,   473.08,   271.07
38.0,     0.36,     0.46,    -0.34,     0.41,   455.37,   257.18
38.0,     0.36,     0.46,    -0.34,     0.41,   455.26,   257.09
39.0,     0.30,     0.44,    -0.33,     0.40,   437.54,   240.94
40.0,     0.26,     0.42,    -0.32,     0.39,   421.01,   226.10
41.0,     0.22,     0.40,    -0.31,     0.38,   406.47,   213.92
42.0,     0.17,     0.39,    -0.31,     0.36,   391.64,   198.83
43.0,     0.13,     0.36,    -0.31,     0.34,   375.96,   178.61
44.0,     0.10,     0.33,    -0.31,     0.32,   361.55,   158.58
45.0,     0.07,     0.31,    -0.30,     0.31,   348.67,   139.52
46.0,     0.04,     0.28,    -0.30,     0.29,   336.68,   119.65
47.0,     0.01,     0.24,    -0.30,     0.26,   326.31,   100.45
48.0,    -0.01,     0.22,    -0.30,     0.24,   317.72,    79.55
48.0,    -0.01,     0.22,    -0.30,     0.24,   317.64,    79.33
49.0,    -0.02,     0.20,    -0.29,     0.22,   311.06,    58.39
50.0,    -0.03,     0.18,    -0.29,     0.20,   306.37,    40.19
51.0,    -0.04,     0.16,    -0.28,     0.19,   303.27,    24.13
52.0,    -0.04,     0.15,    -0.28,     0.18,   301.81,    13.24
54.0,    -0.03,     0.13,    -0.27,     0.15,   300.88,     3.90
56.0,    -0.03,     0.11,    -0.26,     0.13,   300.70,     0.89
56.0,    -0.03,     0.11,    -0.26,     0.13,   300.70,     0.84
58.0,    -0.03,     0.10,    -0.25,     0.12,   300.66,     0.78
60.0,    -0.02,     0.08,    -0.24,     0.10,   300.60,     0.05
