r, W_Mean, W_RMS, U_Mean, U_RMS, T_Mean, T_RMS
cm, m/s, m/s, m/s, m/s, K, K
-20.0,     3.29,     1.37,     0.01,     0.77,   555.52,   270.72
-18.0,     3.61,     1.47,    -0.00,     0.79,   588.74,   292.61
-16.0,     3.94,     1.57,    -0.02,     0.80,   625.64,   314.52
-14.0,     4.28,     1.67,    -0.03,     0.81,   667.23,   334.40
-12.0,     4.65,     1.77,    -0.03,     0.82,   717.33,   353.50
-10.0,     5.03,     1.87,    -0.04,     0.85,   773.46,   369.85
-8.0,     5.39,     1.95,    -0.03,     0.86,   828.83,   380.96
-6.0,     5.71,     2.00,    -0.03,     0.87,   879.84,   386.42
-4.0,     5.98,     2.04,    -0.02,     0.88,   924.06,   387.61
-2.0,     6.17,     2.06,    -0.01,     0.89,   955.79,   386.96
 0.0,     6.24,     2.06,     0.01,     0.90,   969.23,   385.80
 2.0,     6.20,     2.05,     0.03,     0.90,   960.45,   384.64
 4.0,     6.03,     2.02,     0.05,     0.89,   930.68,   384.34
 6.0,     5.75,     1.96,     0.06,     0.88,   885.95,   383.14
 8.0,     5.40,     1.89,     0.06,     0.87,   830.89,   376.28
10.0,     5.01,     1.79,     0.05,     0.85,   773.07,   364.17
12.0,     4.63,     1.72,     0.05,     0.84,   720.05,   351.60
14.0,     4.28,     1.64,     0.05,     0.82,   673.35,   337.27
16.0,     3.94,     1.54,     0.04,     0.80,   631.77,   318.39
18.0,     3.61,     1.46,     0.03,     0.79,   594.83,   298.88
20.0,     3.31,     1.40,     0.02,     0.77,   561.29,   281.52
22.0,     3.01,     1.34,     0.02,     0.75,   531.47,   265.59
24.0,     2.74,     1.28,     0.00,     0.73,   505.35,   249.53
26.0,     2.48,     1.21,    -0.01,     0.71,   481.09,   231.43
28.0,     2.23,     1.15,    -0.02,     0.68,   458.08,   211.05
30.0,     2.00,     1.09,    -0.04,     0.65,   436.55,   190.31
32.0,     1.78,     1.03,    -0.06,     0.62,   416.95,   170.50
34.0,     1.57,     0.96,    -0.07,     0.59,   399.49,   151.07
36.0,     1.39,     0.91,    -0.08,     0.56,   383.63,   131.51
38.0,     1.21,     0.86,    -0.09,     0.54,   369.77,   114.03
40.0,     1.05,     0.80,    -0.11,     0.52,   358.48,   100.56
42.0,     0.90,     0.73,    -0.12,     0.50,   349.01,    88.62
44.0,     0.76,     0.67,    -0.13,     0.47,   341.18,    78.28
46.0,     0.63,     0.61,    -0.13,     0.45,   334.66,    69.48
48.0,     0.52,     0.56,    -0.14,     0.43,   328.93,    61.92
50.0,     0.43,     0.51,    -0.15,     0.40,   323.77,    55.24
52.0,     0.34,     0.46,    -0.16,     0.38,   319.07,    48.54
54.0,     0.27,     0.40,    -0.16,     0.36,   314.98,    42.00
56.0,     0.22,     0.35,    -0.16,     0.33,   312.04,    36.71
60.0,     0.14,     0.27,    -0.17,     0.26,   307.29,    27.19
