r, W_Mean, W_RMS, U_Mean, U_RMS, T_Mean, T_RMS
cm, m/s, m/s, m/s, m/s, K, K
-20.0,     1.36,     0.74,     0.51,     0.36,   742.99,   402.68
-19.0,     1.42,     0.76,     0.52,     0.35,   774.34,   405.57
-18.0,     1.48,     0.79,     0.53,     0.35,   809.58,   406.85
-17.0,     1.55,     0.81,     0.53,     0.34,   848.13,   406.99
-16.0,     1.61,     0.82,     0.54,     0.33,   887.59,   404.63
-15.0,     1.66,     0.83,     0.55,     0.32,   928.59,   399.09
-14.0,     1.72,     0.83,     0.55,     0.32,   971.86,   390.74
-13.0,     1.78,     0.83,     0.56,     0.31,  1015.88,   378.66
-12.0,     1.84,     0.83,     0.56,     0.31,  1060.01,   362.48
-11.3,     1.87,     0.82,     0.55,     0.31,  1088.77,   348.36
-11.0,     1.89,     0.81,     0.55,     0.31,  1103.16,   341.08
-10.0,     1.93,     0.79,     0.53,     0.32,  1142.68,   314.47
-9.0,     1.97,     0.75,     0.49,     0.33,  1176.60,   285.89
-8.0,     1.99,     0.71,     0.45,     0.34,  1201.43,   256.88
-7.0,     2.01,     0.66,     0.40,     0.36,  1212.76,   229.02
-6.0,     2.00,     0.61,     0.33,     0.37,  1209.49,   205.49
-5.0,     1.98,     0.56,     0.27,     0.38,  1195.68,   188.48
-4.0,     1.95,     0.53,     0.21,     0.39,  1177.83,   178.01
-3.0,     1.93,     0.50,     0.16,     0.39,  1160.39,   172.01
-2.0,     1.90,     0.48,     0.11,     0.39,  1147.93,   168.39
-1.0,     1.89,     0.47,     0.06,     0.40,  1141.31,   166.69
 0.0,     1.89,     0.48,    -0.00,     0.40,  1138.40,   167.07
 1.0,     1.89,     0.48,    -0.06,     0.39,  1139.95,   168.86
 2.0,     1.90,     0.49,    -0.11,     0.38,  1148.28,   171.81
 3.0,     1.92,     0.51,    -0.16,     0.38,  1163.09,   175.94
 4.0,     1.95,     0.53,    -0.21,     0.38,  1182.06,   182.30
 5.0,     1.98,     0.57,    -0.28,     0.37,  1202.63,   191.40
 6.0,     2.01,     0.61,    -0.34,     0.37,  1218.63,   204.51
